"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PARINACOCHAS (000)",9855,2022,1800,4450,98,1305,180
"Agric., ganadería, caza y silvicultura (001)",4366,9,768,2464,52,1073,
"Pesca (002)",1,,1,,,,
"Explotación de minas y canteras (003)",985,60,372,542,4,7,
"Industrias manufactureras (004)",310,7,100,165,8,30,
"Suministro de electricidad, gas y agua (005)",20,10,10,,,,
"Construcción (006)",400,25,291,61,6,17,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",867,60,20,691,8,88,
"Venta, mant.y rep. veh.autom y motoc. (008)",43,4,15,21,,3,
"Comercio al por mayor (009)",18,3,,12,,3,
"Comercio al por menor (010)",806,53,5,658,8,82,
"Hoteles y restaurantes (011)",246,68,18,135,8,17,
"Trans., almac. y comunicaciones (012)",253,77,47,124,2,3,
"Intermediación financiera (013)",13,12,,,1,,
"Activid.inmobil., empres. y alquileres (014)",138,96,18,21,3,,
"Admin.pub. y defensa; p. segur soc.afil (015)",298,252,46,,,,
"Enseñanza (016)",1077,1004,,72,,1,
"Servicios sociales y de salud (017)",191,175,2,12,2,,
"Otras activ. serv.comun.soc y personales (018)",105,40,7,51,2,5,
"Hogares privados con servicio doméstico (019)",180,,,,,,180
"Actividad economica no especificada (021)",405,127,100,112,2,64,
"Hombres (022)",6695,1186,1576,3184,73,657,19
"Agric., ganadería, caza y silvicultura (023)",3166,6,602,1957,44,557,
"Pesca (024)",1,,1,,,,
"Explotación de minas y canteras (025)",907,50,355,491,4,7,
"Industrias manufactureras (026)",222,4,93,98,5,22,
"Suministro de electricidad, gas y agua (027)",19,9,10,,,,
"Construcción (028)",388,21,287,58,6,16,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",363,27,19,295,4,18,
"Venta, mant.y rep. veh.autom y motoc. (030)",40,3,15,20,,2,
"Comercio al por mayor (031)",8,1,,7,,,
"Comercio al por menor (032)",315,23,4,268,4,16,
"Hoteles y restaurantes (033)",64,19,12,29,2,2,
"Trans., almac. y comunicaciones (034)",241,72,45,119,2,3,
"Intermediación financiera (035)",7,6,,,1,,
"Activid.inmobil., empres. y alquileres (036)",107,71,16,19,1,,
"Admin.pub. y defensa; p. segur soc.afil (037)",231,188,43,,,,
"Enseñanza (038)",573,548,,25,,,
"Servicios sociales y de salud (039)",72,61,2,8,1,,
"Otras activ. serv.comun.soc y personales (040)",56,22,3,27,1,3,
"Hogares privados con servicio doméstico (041)",19,,,,,,19
"Actividad economica no especificada (043)",259,82,88,58,2,29,
"Mujeres (044)",3160,836,224,1266,25,648,161
"Agric., ganadería, caza y silvicultura (045)",1200,3,166,507,8,516,
"Explotación de minas y canteras (047)",78,10,17,51,,,
"Industrias manufactureras (048)",88,3,7,67,3,8,
"Suministro de electricidad, gas y agua (049)",1,1,,,,,
"Construcción (050)",12,4,4,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",504,33,1,396,4,70,
"Venta, mant.y rep. veh.autom y motoc. (052)",3,1,,1,,1,
"Comercio al por mayor (053)",10,2,,5,,3,
"Comercio al por menor (054)",491,30,1,390,4,66,
"Hoteles y restaurantes (055)",182,49,6,106,6,15,
"Trans., almac. y comunicaciones (056)",12,5,2,5,,,
"Intermediación financiera (057)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (058)",31,25,2,2,2,,
"Admin.pub. y defensa; p. segur soc.afil (059)",67,64,3,,,,
"Enseñanza (060)",504,456,,47,,1,
"Servicios sociales y de salud (061)",119,114,,4,1,,
"Otras activ. serv.comun.soc y personales (062)",49,18,4,24,1,2,
"Hogares privados con servicio doméstico (063)",161,,,,,,161
"Actividad economica no especificada (065)",146,45,12,54,,35,
,,,,,,,
"URBANA (066)",5964,1709,982,2583,50,485,155
"Agric., ganadería, caza y silvicultura (067)",1738,7,392,990,17,332,
"Explotación de minas y canteras (069)",706,19,211,467,2,7,
"Industrias manufactureras (070)",193,5,58,107,5,18,
"Suministro de electricidad, gas y agua (071)",14,9,5,,,,
"Construcción (072)",232,17,168,40,3,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",697,52,6,554,8,77,
"Venta, mant.y rep. veh.autom y motoc. (074)",28,3,4,18,,3,
"Comercio al por mayor (075)",16,3,,10,,3,
"Comercio al por menor (076)",653,46,2,526,8,71,
"Hoteles y restaurantes (077)",177,42,4,116,8,7,
"Trans., almac. y comunicaciones (078)",195,53,29,110,1,2,
"Intermediación financiera (079)",12,11,,,1,,
"Activid.inmobil., empres. y alquileres (080)",88,63,5,18,2,,
"Admin.pub. y defensa; p. segur soc.afil (081)",262,231,31,,,,
"Enseñanza (082)",951,895,,55,,1,
"Servicios sociales y de salud (083)",181,168,2,10,1,,
"Otras activ. serv.comun.soc y personales (084)",90,34,4,46,2,4,
"Hogares privados con servicio doméstico (085)",155,,,,,,155
"Actividad economica no especificada (087)",273,103,67,70,,33,
"Hombres (088)",3857,967,853,1772,28,222,15
"Agric., ganadería, caza y silvicultura (089)",1270,6,298,788,12,166,
"Explotación de minas y canteras (091)",637,15,196,417,2,7,
"Industrias manufactureras (092)",141,3,55,67,2,14,
"Suministro de electricidad, gas y agua (093)",14,9,5,,,,
"Construcción (094)",225,13,166,39,3,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",279,22,6,232,4,15,
"Venta, mant.y rep. veh.autom y motoc. (096)",25,2,4,17,,2,
"Comercio al por mayor (097)",7,1,,6,,,
"Comercio al por menor (098)",247,19,2,209,4,13,
"Hoteles y restaurantes (099)",32,7,1,22,2,,
"Trans., almac. y comunicaciones (100)",183,48,27,105,1,2,
"Intermediación financiera (101)",6,5,,,1,,
"Activid.inmobil., empres. y alquileres (102)",65,44,5,16,,,
"Admin.pub. y defensa; p. segur soc.afil (103)",200,169,31,,,,
"Enseñanza (104)",503,487,,16,,,
"Servicios sociales y de salud (105)",65,56,2,7,,,
"Otras activ. serv.comun.soc y personales (106)",50,20,2,25,1,2,
"Hogares privados con servicio doméstico (107)",15,,,,,,15
"Actividad economica no especificada (109)",172,63,59,38,,12,
"Mujeres (110)",2107,742,129,811,22,263,140
"Agric., ganadería, caza y silvicultura (111)",468,1,94,202,5,166,
"Explotación de minas y canteras (113)",69,4,15,50,,,
"Industrias manufactureras (114)",52,2,3,40,3,4,
"Construcción (116)",7,4,2,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",418,30,,322,4,62,
"Venta, mant.y rep. veh.autom y motoc. (118)",3,1,,1,,1,
"Comercio al por mayor (119)",9,2,,4,,3,
"Comercio al por menor (120)",406,27,,317,4,58,
"Hoteles y restaurantes (121)",145,35,3,94,6,7,
"Trans., almac. y comunicaciones (122)",12,5,2,5,,,
"Intermediación financiera (123)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (124)",23,19,,2,2,,
"Admin.pub. y defensa; p. segur soc.afil (125)",62,62,,,,,
