"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SULLANA (000)",110969,270592,247036,,4923,91.3,1.8
"De 12 a 14 años (001)",9245,56,52,,6,92.9,10.7
"De 15 a 19 años (002)",14817,1865,1830,526,98.1,28.2,
"De 20 a 24 años (003)",12971,9268,9135,1245,98.6,13.4,
"De 25 a 29 años (004)",12305,17376,17020,1259,98,7.2,
"De 30 a 34 años (005)",11635,24244,23591,1038,97.3,4.3,
"De 35 a 39 años (006)",10200,27497,26528,613,96.5,2.2,
"De 40 a 44 años (007)",8810,28722,27241,207,94.8,0.7,
"De 45 a 49 años (008)",7615,29375,27375,29,93.2,0.1,
"De 50 y más años (009)",23371,132189,114264,,86.4,,
"Sin nivel (010)",9752,54054,45434,187,84.1,0.3,
"De 12 a 14 años (011)",99,1,1,,100,,
"De 15 a 19 años (012)",208,56,54,14,96.4,25,
"De 20 a 24 años (013)",215,142,140,18,98.6,12.7,
"De 25 a 29 años (014)",242,370,354,24,95.7,6.5,
"De 30 a 34 años (015)",721,1827,1744,67,95.5,3.7,
"De 35 a 39 años (016)",707,2203,2094,47,95.1,2.1,
"De 40 a 44 años (017)",744,2987,2755,15,92.2,0.5,
"De 45 a 49 años (018)",799,3908,3503,2,89.6,0.1,
"De 50 y más años (019)",6017,42560,34789,,81.7,,
"Educacion Inicial (020)",135,117,105,6,89.7,5.1,
"De 12 a 14 años (021)",31,,,,,,
"De 15 a 19 años (022)",23,,,,,,
"De 20 a 24 años (023)",31,20,20,3,100,15,
"De 25 a 29 años (024)",21,30,30,3,100,10,
"De 30 a 34 años (025)",19,35,31,,88.6,,
"De 35 a 39 años (026)",10,32,24,,75,,
"Primaria (030)",33424,112961,102560,1325,90.8,1.2,
"De 12 a 14 años (031)",3853,23,22,1,95.7,4.3,
"De 15 a 19 años (032)",2089,473,465,124,98.3,26.2,
"De 20 a 24 años (033)",2156,2296,2256,276,98.3,12,
"De 25 a 29 años (034)",2849,5397,5264,355,97.5,6.6,
"De 30 a 34 años (035)",2978,7542,7288,306,96.6,4.1,
"De 35 a 39 años (036)",2960,9670,9241,184,95.6,1.9,
"De 40 a 44 años (037)",3028,11676,10989,67,94.1,0.6,
"De 45 a 49 años (038)",2982,13574,12552,12,92.5,0.1,
