"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia JORGE BASADRE (000)",5718,32,1751,2078,1579,278
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,,,5,22,2
"Profes., científicos e intelectuales (002)",462,,113,236,111,2
"Técnicos de nivel medio y trab.asimilados (003)",220,,79,80,57,4
"Jefes y empleados de oficina (004)",302,,114,129,59,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",307,2,83,127,85,10
"Agricult.trabaj. calif. agrop. y pesqueros (006)",778,,103,221,310,144
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",468,,93,170,181,24
"Obreros construc., conf., papel, fab., instr. (008)",609,2,145,225,216,21
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",2106,28,820,731,463,64
"Otra (010)",200,,98,66,36,
"Ocupación no especificada (011)",90,,31,35,20,4
"Desocupado (012)",147,,72,53,19,3
"Hombres (013)",4125,16,1198,1514,1188,209
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",26,,,5,19,2
"Profes., científicos e intelectuales (015)",297,,64,154,77,2
"Técnicos de nivel medio y trab.asimilados (016)",161,,51,59,47,4
"Jefes y empleados de oficina (017)",170,,50,75,45,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",131,1,39,56,27,8
"Agricult.trabaj. calif. agrop. y pesqueros (019)",552,,65,151,228,108
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",444,,82,164,175,23
"Obreros construc., conf., papel, fab., instr. (021)",566,,133,208,206,19
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1451,15,561,530,306,39
"Otra (023)",198,,97,65,36,
"Ocupación no especificada (024)",57,,21,23,11,2
"Desocupado (025)",72,,35,24,11,2
"Mujeres (026)",1593,16,553,564,391,69
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,,,,3,
"Profes., científicos e intelectuales (028)",165,,49,82,34,
"Técnicos de nivel medio y trab.asimilados (029)",59,,28,21,10,
"Jefes y empleados de oficina (030)",132,,64,54,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",176,1,44,71,58,2
"Agricult.trabaj. calif. agrop. y pesqueros (032)",226,,38,70,82,36
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",24,,11,6,6,1
"Obreros construc., conf., papel, fab., instr. (034)",43,2,12,17,10,2
