"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LUCANAS (000)",61731,2809,6757,7596,5840,9432,8158,14110,7029
"Sin nivel (001)",10174,2809,532,66,88,243,451,2677,3308
"Educación inicial (002)",1480,,1427,24,2,9,18,,
"Primaria (003)",22919,,4798,4790,772,1617,2261,5625,3056
"Secundaria (004)",18726,,,2716,4438,4493,3065,3547,467
"Superior no univ. incompleto (005)",2276,,,,408,1097,412,331,28
"Superior no univ. completo (006)",3445,,,,,1256,1202,911,76
"Superior univ. incompleto (007)",867,,,,132,331,174,212,18
"Superior univ. completo (008)",1844,,,,,386,575,807,76
"Hombres (010)",31749,1444,3489,3967,3055,4917,4255,7310,3312
"Sin nivel (011)",3402,1444,290,32,42,77,124,581,812
"Educación inicial (012)",804,,774,17,1,4,8,,
"Primaria (013)",12018,,2425,2512,380,714,1064,2905,2018
"Secundaria (014)",10937,,,1406,2395,2570,1813,2399,354
"Superior no univ. incompleto (015)",1225,,,,176,555,236,236,22
"Superior no univ. completo (016)",1729,,,,,604,575,500,50
"Superior univ. incompleto (017)",552,,,,61,194,114,169,14
"Superior univ. completo (018)",1082,,,,,199,321,520,42
"Mujeres (020)",29982,1365,3268,3629,2785,4515,3903,6800,3717
"Sin nivel (021)",6772,1365,242,34,46,166,327,2096,2496
"Educación inicial (022)",676,,653,7,1,5,10,,
"Primaria (023)",10901,,2373,2278,392,903,1197,2720,1038
"Secundaria (024)",7789,,,1310,2043,1923,1252,1148,113
"Superior no univ. incompleto (025)",1051,,,,232,542,176,95,6
"Superior no univ. completo (026)",1716,,,,,652,627,411,26
"Superior univ. incompleto (027)",315,,,,71,137,60,43,4
"Superior univ. completo (028)",762,,,,,187,254,287,34
,,,,,,,,,
"URBANA (030)",36331,1506,3824,4659,3681,5439,4921,8218,4083
"Sin nivel (031)",5235,1506,245,31,37,87,174,1279,1876
"Educación inicial (032)",908,,867,21,,6,14,,
"Primaria (033)",11892,,2712,2709,311,601,1010,2830,1719
"Secundaria (034)",11519,,,1898,2860,2307,1845,2269,340
"Superior no univ. incompleto (035)",1793,,,,358,872,302,243,18
