"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",2799,,,,,996,985,763,55
"Superior univ. incompleto (037)",669,,,,115,262,133,149,10
"Superior univ. completo (038)",1516,,,,,308,458,685,65
"Hombres (040)",18056,769,1940,2439,1912,2655,2392,4129,1820
"Sin nivel (041)",1677,769,135,19,23,32,49,247,403
"Educación inicial (042)",474,,452,14,,3,5,,
"Primaria (043)",5970,,1353,1444,152,249,406,1299,1067
"Secundaria (044)",6370,,,962,1538,1182,984,1451,253
"Superior no univ. incompleto (045)",917,,,,149,429,155,169,15
"Superior no univ. completo (046)",1361,,,,,454,460,411,36
"Superior univ. incompleto (047)",399,,,,50,147,82,113,7
"Superior univ. completo (048)",888,,,,,159,251,439,39
"Mujeres (050)",18275,737,1884,2220,1769,2784,2529,4089,2263
"Sin nivel (051)",3558,737,110,12,14,55,125,1032,1473
"Educación inicial (052)",434,,415,7,,3,9,,
"Primaria (053)",5922,,1359,1265,159,352,604,1531,652
"Secundaria (054)",5149,,,936,1322,1125,861,818,87
"Superior no univ. incompleto (055)",876,,,,209,443,147,74,3
"Superior no univ. completo (056)",1438,,,,,542,525,352,19
"Superior univ. incompleto (057)",270,,,,65,115,51,36,3
"Superior univ. completo (058)",628,,,,,149,207,246,26
,,,,,,,,,
"RURAL (060)",25400,1303,2933,2937,2159,3993,3237,5892,2946
"Sin nivel (061)",4939,1303,287,35,51,156,277,1398,1432
"Educación inicial (062)",572,,560,3,2,3,4,,
"Primaria (063)",11027,,2086,2081,461,1016,1251,2795,1337
"Secundaria (064)",7207,,,818,1578,2186,1220,1278,127
"Superior no univ. incompleto (065)",483,,,,50,225,110,88,10
"Superior no univ. completo (066)",646,,,,,260,217,148,21
"Superior univ. incompleto (067)",198,,,,17,69,41,63,8
"Superior univ. completo (068)",328,,,,,78,117,122,11
"Hombres (070)",13693,675,1549,1528,1143,2262,1863,3181,1492
"Sin nivel (071)",1725,675,155,13,19,45,75,334,409
"Educación inicial (072)",330,,322,3,1,1,3,,
"Primaria (073)",6048,,1072,1068,228,465,658,1606,951
"Secundaria (074)",4567,,,444,857,1388,829,948,101
"Superior no univ. incompleto (075)",308,,,,27,126,81,67,7
"Superior no univ. completo (076)",368,,,,,150,115,89,14
"Superior univ. incompleto (077)",153,,,,11,47,32,56,7
"Superior univ. completo (078)",194,,,,,40,70,81,3
"Mujeres (080)",11707,628,1384,1409,1016,1731,1374,2711,1454
"Sin nivel (081)",3214,628,132,22,32,111,202,1064,1023
"Educación inicial (082)",242,,238,,1,2,1,,
"Primaria (083)",4979,,1014,1013,233,551,593,1189,386
"Secundaria (084)",2640,,,374,721,798,391,330,26
"Superior no univ. incompleto (085)",175,,,,23,99,29,21,3
"Superior no univ. completo (086)",278,,,,,110,102,59,7
"Superior univ. incompleto (087)",45,,,,6,22,9,7,1
"Superior univ. completo (088)",134,,,,,38,47,41,8
