"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Profes., científicos e intelectuales (098)",92,82,,10,,,
"Técnicos de nivel medio y trab. asimilados (099)",34,13,,17,3,1,
"Jefes y empleados de oficina (100)",20,20,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",314,35,3,248,3,25,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",1004,,,981,23,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",47,,18,26,2,1,
"Obreros construc.,conf., papel, fab., instr. (104)",10,,3,6,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",1962,24,539,135,1,1166,97
"Otra (106)",2,2,,,,,
"Ocupación no especificada (107)",173,7,13,122,1,30,
