"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN MIGUEL (000)",21847,20882,5756,2980,2840,2130,2888,1935,1246,1107,965,63309
"De 12 a 14 años (001)",1991,1979,1972,6,1,,,,,,12,8
"De 15 a 19 años (002)",2516,2447,2119,286,38,2,2,,,,69,376
"De 20 a 24 años (003)",2125,1869,689,735,342,80,23,,,,256,1758
"De 25 a 29 años (004)",2037,1817,248,633,572,248,104,8,4,,220,3046
"De 30 a 34 años (005)",1952,1815,154,394,575,359,270,49,10,4,137,4226
"De 35 a 39 años (006)",2036,1941,114,283,469,455,450,131,34,5,95,5723
"De 40 a 44 años (007)",1617,1574,102,168,270,312,436,206,52,28,43,5603
"De 45 a 49 años (008)",1489,1441,89,129,187,203,439,233,115,46,48,6037
"De 50 y más años (009)",6084,5999,269,346,386,471,1164,1308,1031,1024,85,36532
"Sin nivel (010)",4930,4773,340,333,426,444,897,922,701,710,157,26476
"De 12 a 14 años (011)",27,27,27,,,,,,,,,
"De 15 a 19 años (012)",71,69,53,13,3,,,,,,2,19
"De 20 a 24 años (013)",118,104,33,32,26,9,4,,,,14,129
"De 25 a 29 años (014)",140,118,18,20,43,19,14,2,2,,22,252
"De 30 a 34 años (015)",194,173,17,32,41,31,36,10,3,3,21,489
"De 35 a 39 años (016)",289,265,15,25,43,61,74,33,13,1,24,939
"De 40 a 44 años (017)",309,294,30,20,38,49,80,46,18,13,15,1176
"De 45 a 49 años (018)",365,352,20,32,40,41,95,67,37,20,13,1621
"De 50 y más años (019)",3417,3371,127,159,192,234,594,764,628,673,46,21851
"Educacion Inicial (020)",16,16,7,6,2,,1,,,,,14
"De 12 a 14 años (021)",5,5,5,,,,,,,,,
"De 20 a 24 años (023)",5,5,2,3,,,,,,,,3
