"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",128,,,3,14,15,74,17,5
"Jefes y empleados de oficina (040)",164,,,1,33,14,52,23,41
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",538,39,1,143,234,40,37,29,15
"Agricult.trabaj. calif.agrop. y pesquros (042)",1052,147,2,545,301,24,12,13,8
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",187,7,,40,100,20,11,4,5
"Obreros. construc., conf., papel, fab., instr (044)",241,5,,62,140,15,12,5,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1312,139,2,538,545,36,31,15,6
"Otra (046)",66,,,,2,2,38,3,21
"Ocupación no especificada (047)",156,36,,58,41,7,4,6,4
"Hombres (048)",3258,186,4,1045,1056,140,286,97,444
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",21,,,3,4,1,2,2,9
"Profes., científicos e intelectuales (050)",490,,,,7,11,97,21,354
"Técnicos de nivel medio ytrab.asimilados (051)",81,,,2,8,10,47,11,3
"Jefes y empleados de oficina (052)",106,,,1,21,11,36,11,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",169,4,,37,80,16,9,14,9
"Agricult.trabaj. calif.agrop. y pesquros (054)",977,112,2,522,284,24,12,13,8
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",161,3,,34,89,17,11,3,4
"Obreros. construc., conf., papel, fab., instr (056)",236,2,,61,139,15,12,5,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",891,57,2,360,406,31,19,12,4
"Otra (058)",65,,,,2,2,37,3,21
"Ocupación no especificada (059)",61,8,,25,16,2,4,2,4
"Mujeres (060)",1538,187,1,349,378,61,199,57,306
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",5,,,1,1,,1,1,1
"Profes., científicos e intelectuales (062)",436,,,,12,16,114,15,279
"Técnicos de nivel medio ytrab.asimilados (063)",47,,,1,6,5,27,6,2
"Jefes y empleados de oficina (064)",58,,,,12,3,16,12,15
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",369,35,1,106,154,24,28,15,6
"Agricult.trabaj. calif.agrop. y pesquros (066)",75,35,,23,17,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",26,4,,6,11,3,,1,1
"Obreros. construc., conf., papel, fab., instr (068)",5,3,,1,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",421,82,,178,139,5,12,3,2
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",95,28,,33,25,5,,4,
,,,,,,,,,
"RURAL (072)",7061,1045,2,3281,2244,112,203,40,134
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",13,,,4,4,1,,,4
"Profes., científicos e intelectuales (074)",241,,,,22,16,75,11,117
"Técnicos de nivel medio ytrab.asimilados (075)",51,,,1,4,6,35,5,
"Jefes y empleados de oficina (076)",37,,,,9,7,15,4,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",235,21,,96,104,8,4,1,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",2980,558,2,1566,792,29,25,5,3
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",187,14,,57,96,2,10,5,3
"Obreros. construc., conf., papel, fab., instr (080)",207,6,,83,106,4,5,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2934,388,,1407,1065,38,30,5,1
"Otra (082)",2,,,,,,2,,
"Ocupación no especificada (083)",174,58,,67,42,1,2,2,2
"Hombres (084)",6119,805,2,2943,2016,91,144,33,85
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",13,,,4,4,1,,,4
"Profes., científicos e intelectuales (086)",130,,,,9,8,40,4,69
"Técnicos de nivel medio ytrab.asimilados (087)",37,,,1,2,4,25,5,
"Jefes y empleados de oficina (088)",28,,,,4,7,11,4,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",77,,,27,42,3,3,1,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",2842,491,2,1521,766,29,25,5,3
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",143,3,,44,79,2,7,5,3
"Obreros. construc., conf., papel, fab., instr (092)",205,5,,82,106,4,5,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2578,295,,1239,980,33,25,5,1
"Otra (094)",2,,,,,,2,,
"Ocupación no especificada (095)",64,11,,25,24,,1,2,1
"Mujeres (096)",942,240,,338,228,21,59,7,49
"Profes., científicos e intelectuales (098)",111,,,,13,8,35,7,48
"Técnicos de nivel medio ytrab.asimilados (099)",14,,,,2,2,10,,
"Jefes y empleados de oficina (100)",9,,,,5,,4,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",158,21,,69,62,5,1,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",138,67,,45,26,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",44,11,,13,17,,3,,
"Obreros. construc., conf., papel, fab., instr (104)",2,1,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",356,93,,168,85,5,5,,
"Ocupación no especificada (107)",110,47,,42,18,1,1,,1
