"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHINCHEROS (000)",11857,1418,7,4675,3678,313,688,194,884
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",39,,,8,9,2,3,3,14
"Profes., científicos e intelectuales (002)",1167,,,,41,43,286,47,750
"Técnicos de nivel medio ytrab.asimilados (003)",179,,,4,18,21,109,22,5
"Jefes y empleados de oficina (004)",201,,,1,42,21,67,27,43
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",773,60,1,239,338,48,41,30,16
"Agricult.trabaj. calif.agrop. y pesquros (006)",4032,705,4,2111,1093,53,37,18,11
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",374,21,,97,196,22,21,9,8
"Obreros. construc., conf., papel, fab., instr (008)",448,11,,145,246,19,17,7,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",4246,527,2,1945,1610,74,61,20,7
"Otra (010)",68,,,,2,2,40,3,21
"Ocupación no especificada (011)",330,94,,125,83,8,6,8,6
"Hombres (012)",9377,991,6,3988,3072,231,430,130,529
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",34,,,7,8,2,2,2,13
"Profes., científicos e intelectuales (014)",620,,,,16,19,137,25,423
"Técnicos de nivel medio ytrab.asimilados (015)",118,,,3,10,14,72,16,3
"Jefes y empleados de oficina (016)",134,,,1,25,18,47,15,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",246,4,,64,122,19,12,15,10
"Agricult.trabaj. calif.agrop. y pesquros (018)",3819,603,4,2043,1050,53,37,18,11
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",304,6,,78,168,19,18,8,7
"Obreros. construc., conf., papel, fab., instr (020)",441,7,,143,245,19,17,7,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3469,352,2,1599,1386,64,44,17,5
"Otra (022)",67,,,,2,2,39,3,21
"Ocupación no especificada (023)",125,19,,50,40,2,5,4,5
"Mujeres (024)",2480,427,1,687,606,82,258,64,355
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",5,,,1,1,,1,1,1
"Profes., científicos e intelectuales (026)",547,,,,25,24,149,22,327
"Técnicos de nivel medio ytrab.asimilados (027)",61,,,1,8,7,37,6,2
"Jefes y empleados de oficina (028)",67,,,,17,3,20,12,15
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",527,56,1,175,216,29,29,15,6
"Agricult.trabaj. calif.agrop. y pesquros (030)",213,102,,68,43,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",70,15,,19,28,3,3,1,1
"Obreros. construc., conf., papel, fab., instr (032)",7,4,,2,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",777,175,,346,224,10,17,3,2
"Otra (034)",1,,,,,,1,,
"Ocupación no especificada (035)",205,75,,75,43,6,1,4,1
,,,,,,,,,
"URBANA (036)",4796,373,5,1394,1434,201,485,154,750
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",26,,,4,5,1,3,3,10
"Profes., científicos e intelectuales (038)",926,,,,19,27,211,36,633
