"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARISCAL NIETO (000)",28885,27598,8329,5321,5441,3310,3122,1274,544,257,1287,55416
"De 12 a 14 años (001)",1995,1978,1971,6,1,,,,,,17,8
"De 15 a 19 años (002)",3095,3030,2748,242,32,6,2,,,,65,332
"De 20 a 24 años (003)",3532,3097,1673,1077,301,36,7,3,,,435,1837
"De 25 a 29 años (004)",3359,2974,726,1270,761,174,42,1,,,385,3491
"De 30 a 34 años (005)",3015,2878,355,908,1037,424,140,11,2,1,137,4944
"De 35 a 39 años (006)",3025,2932,240,684,1100,544,314,39,8,3,93,6222
"De 40 a 44 años (007)",2469,2426,158,374,761,582,426,109,15,1,43,6303
"De 45 a 49 años (008)",1978,1944,106,254,514,466,444,125,30,5,34,5710
"De 50 y más años (009)",6417,6339,352,506,934,1078,1747,986,489,247,78,26569
"Sin nivel (010)",3216,3153,239,242,424,419,831,545,294,159,63,13845
"De 12 a 14 años (011)",16,16,15,1,,,,,,,,1
"De 15 a 19 años (012)",18,17,16,,,1,,,,,1,3
"De 20 a 24 años (013)",28,25,12,8,3,1,1,,,,3,22
"De 25 a 29 años (014)",41,33,7,6,12,5,2,1,,,8,59
"De 30 a 34 años (015)",131,123,12,22,41,31,13,2,2,,8,280
"De 35 a 39 años (016)",169,164,12,20,57,33,31,10,1,,5,441
"De 40 a 44 años (017)",223,218,17,20,50,49,56,21,5,,5,692
"De 45 a 49 años (018)",236,229,17,20,41,36,77,30,6,2,7,815
"De 50 y más años (019)",2354,2328,131,145,220,263,651,481,280,157,26,11532
"Educacion Inicial (020)",44,41,21,7,6,5,2,,,,3,43
"De 12 a 14 años (021)",10,10,10,,,,,,,,,
"De 15 a 19 años (022)",4,4,4,,,,,,,,,
