"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",237,25,2,141,45,7,12,2,3
"Pesca (046)",69,1,,30,24,5,6,2,1
"Explotación de minas y canteras (047)",4,,,,,,1,,3
"Industrias manufactureras (048)",755,22,16,392,221,29,51,11,13
"Suministro de electricidad, gas y agua (049)",2,,,,,,1,1,
"Construcción (050)",16,,,5,7,1,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1772,76,7,834,503,120,147,48,37
"Venta, mant.y rep. veh.autom.y motoc. (052)",12,,,3,5,2,2,,
"Comercio al por mayor (053)",93,7,1,34,30,6,9,2,4
"Comercio al por menor (054)",1667,69,6,797,468,112,136,46,33
"Hoteles y restaurantes (055)",614,37,,282,200,36,40,11,8
"Trans., almac. y comunicaciones (056)",73,,,7,20,15,21,5,5
"Intermediación financiera (057)",20,,,2,5,2,2,3,6
"Activid.inmobil., empres. y de alquiler (058)",140,2,,14,23,20,33,11,37
"Admin.pub. y defensa; p. segur.soc.afil (059)",318,2,,18,55,38,148,22,35
"Enseñanza (060)",399,,,,29,46,200,33,91
"Servicios sociales y de salud (061)",89,1,,1,3,2,51,12,19
"Otras activ. serv.comun.soc y personales (062)",155,5,,49,47,8,33,7,6
"Hogares privados con servicio doméstico (063)",425,15,3,222,146,22,8,7,2
"Actividad economica no especificada (065)",193,9,2,106,58,8,2,3,5
,,,,,,,,,
"URBANA (066)",18044,368,55,7328,6274,1016,1675,560,768
"Agric., ganadería, caza y silvicultura (067)",3575,105,9,1864,1241,118,151,38,49
"Pesca (068)",3857,52,8,2072,1429,103,101,53,39
"Explotación de minas y canteras (069)",23,,,5,1,1,8,,8
"Industrias manufactureras (070)",1666,33,16,637,641,85,150,47,57
"Suministro de electricidad, gas y agua (071)",25,,,5,4,1,10,2,3
"Construcción (072)",635,4,1,202,291,49,50,22,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2940,94,11,1177,979,203,283,101,92
"Venta, mant.y rep. veh.autom.y motoc. (074)",242,1,,31,94,31,57,15,13
"Comercio al por mayor (075)",333,18,2,107,136,22,24,8,16
"Comercio al por menor (076)",2365,75,9,1039,749,150,202,78,63
"Hoteles y restaurantes (077)",678,33,2,290,237,45,47,14,10
"Trans., almac. y comunicaciones (078)",1637,6,2,482,770,126,144,70,37
"Intermediación financiera (079)",34,,,2,6,2,5,5,14
"Activid.inmobil., empres. y de alquiler (080)",394,6,1,56,93,45,70,33,90
"Admin.pub. y defensa; p. segur.soc.afil (081)",697,5,,78,180,64,214,63,93
"Enseñanza (082)",644,,,1,49,56,301,54,183
"Servicios sociales y de salud (083)",133,1,,4,7,4,61,15,41
"Otras activ. serv.comun.soc y personales (084)",423,6,,96,116,81,66,31,27
"Hogares privados con servicio doméstico (085)",423,15,3,211,154,23,8,7,2
"Actividad economica no especificada (087)",260,8,2,146,76,10,6,5,7
"Hombres (088)",13012,192,25,5371,4936,665,941,382,500
"Agric., ganadería, caza y silvicultura (089)",3397,89,7,1767,1201,111,140,36,46
"Pesca (090)",3790,51,8,2042,1407,98,95,51,38
"Explotación de minas y canteras (091)",19,,,5,1,1,7,,5
"Industrias manufactureras (092)",946,13,,268,427,57,101,36,44
"Suministro de electricidad, gas y agua (093)",23,,,5,4,1,9,1,3
"Construcción (094)",619,4,1,197,284,48,49,20,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1220,20,4,375,489,85,139,53,55
"Venta, mant.y rep. veh.autom.y motoc. (096)",230,1,,28,89,29,55,15,13
"Comercio al por mayor (097)",243,11,1,74,107,16,16,6,12
"Comercio al por menor (098)",747,8,3,273,293,40,68,32,30
"Hoteles y restaurantes (099)",114,,2,38,49,10,9,3,3
"Trans., almac. y comunicaciones (100)",1565,6,2,475,751,111,123,65,32
"Intermediación financiera (101)",14,,,,1,,3,2,8
"Activid.inmobil., empres. y de alquiler (102)",255,4,1,42,70,26,37,22,53
"Admin.pub. y defensa; p. segur.soc.afil (103)",381,3,,60,126,26,67,41,58
"Enseñanza (104)",261,,,1,21,12,112,21,94
"Servicios sociales y de salud (105)",49,,,3,4,2,13,5,22
"Otras activ. serv.comun.soc y personales (106)",274,1,,50,72,73,33,24,21
"Hogares privados con servicio doméstico (107)",13,1,,1,10,1,,,
"Actividad economica no especificada (109)",72,,,42,19,3,4,2,2
"Mujeres (110)",5032,176,30,1957,1338,351,734,178,268
"Agric., ganadería, caza y silvicultura (111)",178,16,2,97,40,7,11,2,3
"Pesca (112)",67,1,,30,22,5,6,2,1
"Explotación de minas y canteras (113)",4,,,,,,1,,3
"Industrias manufactureras (114)",720,20,16,369,214,28,49,11,13
"Suministro de electricidad, gas y agua (115)",2,,,,,,1,1,
"Construcción (116)",16,,,5,7,1,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1720,74,7,802,490,118,144,48,37
"Venta, mant.y rep. veh.autom.y motoc. (118)",12,,,3,5,2,2,,
"Comercio al por mayor (119)",90,7,1,33,29,6,8,2,4
"Comercio al por menor (120)",1618,67,6,766,456,110,134,46,33
"Hoteles y restaurantes (121)",564,33,,252,188,35,38,11,7
"Trans., almac. y comunicaciones (122)",72,,,7,19,15,21,5,5
"Intermediación financiera (123)",20,,,2,5,2,2,3,6
"Activid.inmobil., empres. y de alquiler (124)",139,2,,14,23,19,33,11,37
"Admin.pub. y defensa; p. segur.soc.afil (125)",316,2,,18,54,38,147,22,35
"Enseñanza (126)",383,,,,28,44,189,33,89
"Servicios sociales y de salud (127)",84,1,,1,3,2,48,10,19
"Otras activ. serv.comun.soc y personales (128)",149,5,,46,44,8,33,7,6
"Hogares privados con servicio doméstico (129)",410,14,3,210,144,22,8,7,2
"Actividad economica no especificada (131)",188,8,2,104,57,7,2,3,5
,,,,,,,,,
"RURAL (132)",1401,69,2,901,318,32,63,7,9
"Agric., ganadería, caza y silvicultura (133)",854,53,2,594,166,12,24,2,1
"Pesca (134)",135,1,,83,46,1,2,1,1
"Explotación de minas y canteras (135)",1,,,1,,,,,
"Industrias manufactureras (136)",49,2,,31,11,2,3,,
"Construcción (138)",3,,,2,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",187,6,,125,42,4,8,1,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",7,,,2,1,,3,1,
"Comercio al por mayor (141)",5,,,2,2,,1,,
"Comercio al por menor (142)",175,6,,121,39,4,4,,1
"Hoteles y restaurantes (143)",55,4,,32,14,1,3,,1
"Trans., almac. y comunicaciones (144)",47,1,,14,20,3,7,1,1
"Activid.inmobil., empres. y de alquiler (146)",9,,,1,4,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",7,,,,4,2,1,,
"Enseñanza (148)",19,,,,2,2,11,,4
"Servicios sociales y de salud (149)",5,,,,,,3,2,
"Otras activ. serv.comun.soc y personales (150)",9,,,3,5,,1,,
"Hogares privados con servicio doméstico (151)",15,1,,12,2,,,,
"Actividad economica no especificada (153)",6,1,,3,1,1,,,
"Hombres (154)",1152,50,2,755,270,24,40,5,6
"Agric., ganadería, caza y silvicultura (155)",795,44,2,550,161,12,23,2,1
"Pesca (156)",133,1,,83,44,1,2,1,1
"Explotación de minas y canteras (157)",1,,,1,,,,,
"Industrias manufactureras (158)",14,,,8,4,1,1,,
"Construcción (160)",3,,,2,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",135,4,,93,29,2,5,1,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",7,,,2,1,,3,1,
"Comercio al por mayor (163)",2,,,1,1,,,,
"Comercio al por menor (164)",126,4,,90,27,2,2,,1
"Hoteles y restaurantes (165)",5,,,2,2,,1,,
"Trans., almac. y comunicaciones (166)",46,1,,14,19,3,7,1,1
"Activid.inmobil., empres. y de alquiler (168)",8,,,1,4,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",5,,,,3,2,,,
"Enseñanza (170)",3,,,,1,,,,2
"Otras activ. serv.comun.soc y personales (172)",3,,,,2,,1,,
"Actividad economica no especificada (175)",1,,,1,,,,,
"Mujeres (176)",249,19,,146,48,8,23,2,3
"Agric., ganadería, caza y silvicultura (177)",59,9,,44,5,,1,,
"Pesca (178)",2,,,,2,,,,
"Industrias manufactureras (180)",35,2,,23,7,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",52,2,,32,13,2,3,,
"Comercio al por mayor (185)",3,,,1,1,,1,,
"Comercio al por menor (186)",49,2,,31,12,2,2,,
"Hoteles y restaurantes (187)",50,4,,30,12,1,2,,1
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",2,,,,1,,1,,
"Enseñanza (192)",16,,,,1,2,11,,2
"Servicios sociales y de salud (193)",5,,,,,,3,2,
"Otras activ. serv.comun.soc y personales (194)",6,,,3,3,,,,
"Hogares privados con servicio doméstico (195)",15,1,,12,2,,,,
"Actividad economica no especificada (197)",5,1,,2,1,1,,,
