"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DOS DE MAYO (000)",12132,1226,13,5984,3028,280,1017,126,458
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",33,,,3,8,1,9,,12
"Profes., científicos e intelectuales (002)",921,,,,16,25,526,22,332
"Técnicos de nivel medio ytrab.asimilados (003)",190,,,8,20,26,92,31,13
"Jefes y empleados de oficina (004)",142,,,1,43,9,53,7,29
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",760,26,1,244,298,48,109,13,21
"Agricult.trabaj. calif.agrop. y pesquros (006)",3919,516,8,2466,826,38,39,11,15
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",361,15,,97,169,19,48,8,5
"Obreros. construc., conf., papel, fab., instr (008)",353,3,,90,173,27,41,12,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",5145,620,4,2939,1402,71,75,18,16
"Otra (010)",28,,,,10,6,7,2,3
"Ocupación no especificada (011)",280,46,,136,63,10,18,2,5
"Hombres (012)",9014,692,9,4676,2473,215,560,96,293
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",30,,,2,8,1,8,,11
"Profes., científicos e intelectuales (014)",496,,,,5,13,258,13,207
"Técnicos de nivel medio ytrab.asimilados (015)",125,,,5,15,22,58,21,4
"Jefes y empleados de oficina (016)",77,,,1,29,5,21,2,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",294,4,,90,130,22,30,9,9
"Agricult.trabaj. calif.agrop. y pesquros (018)",3421,354,8,2194,769,34,37,11,14
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",319,7,,85,153,17,45,8,4
"Obreros. construc., conf., papel, fab., instr (020)",353,3,,90,173,27,41,12,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3756,316,1,2154,1148,61,47,16,13
"Otra (022)",28,,,,10,6,7,2,3
"Ocupación no especificada (023)",115,8,,55,33,7,8,2,2
"Mujeres (024)",3118,534,4,1308,555,65,457,30,165
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",3,,,1,,,1,,1
"Profes., científicos e intelectuales (026)",425,,,,11,12,268,9,125
"Técnicos de nivel medio ytrab.asimilados (027)",65,,,3,5,4,34,10,9
"Jefes y empleados de oficina (028)",65,,,,14,4,32,5,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",466,22,1,154,168,26,79,4,12
"Agricult.trabaj. calif.agrop. y pesquros (030)",498,162,,272,57,4,2,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",42,8,,12,16,2,3,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",1389,304,3,785,254,10,28,2,3
"Ocupación no especificada (035)",165,38,,81,30,3,10,,3
,,,,,,,,,
"URBANA (036)",4626,222,3,1434,1401,204,869,101,392
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",27,,,1,7,,8,,11
"Profes., científicos e intelectuales (038)",799,,,,8,21,460,19,291
"Técnicos de nivel medio ytrab.asimilados (039)",172,,,8,18,23,81,30,12
"Jefes y empleados de oficina (040)",123,,,1,35,8,49,6,24
