"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASMA (000)",15991,15585,4600,2501,2456,1768,1991,1150,657,462,406,39630
"De 12 a 14 años (001)",1446,1445,1440,4,1,,,,,,1,6
"De 15 a 19 años (002)",2082,2046,1747,265,29,4,1,,,,36,339
"De 20 a 24 años (003)",1749,1634,636,670,272,49,6,1,,,115,1393
"De 25 a 29 años (004)",1684,1580,298,588,451,164,71,6,2,,104,2336
"De 30 a 34 años (005)",1577,1542,141,386,528,295,162,27,3,,35,3218
"De 35 a 39 años (006)",1500,1468,84,196,426,345,320,81,14,2,32,4106
"De 40 a 44 años (007)",1310,1285,51,129,275,325,325,135,35,10,25,4334
"De 45 a 49 años (008)",1108,1097,38,89,176,210,329,162,73,20,11,4406
"De 50 y más años (009)",3535,3488,165,174,298,376,777,738,530,430,47,19492
"Conviviente (010)",5436,5350,424,1374,1278,769,828,403,179,95,86,14997
"De 12 a 14 años (011)",8,7,7,,,,,,,,1,
"De 15 a 19 años (012)",381,351,135,190,22,3,1,,,,30,247
"De 20 a 24 años (013)",897,872,128,483,217,39,4,1,,,25,1057
"De 25 a 29 años (014)",966,948,71,375,325,122,51,4,,,18,1631
"De 30 a 34 años (015)",828,826,30,160,318,182,114,20,2,,2,1974
"De 35 a 39 años (016)",716,712,12,65,202,172,201,52,8,,4,2239
"De 40 a 44 años (017)",545,541,8,42,97,125,168,76,20,5,4,2053
"De 45 a 49 años (018)",403,402,7,28,55,62,135,72,35,8,1,1770
"De 50 y más años (019)",692,691,26,31,42,64,154,178,114,82,1,4026
"Separado(a) (020)",989,982,18,281,207,157,157,92,50,20,7,3094
"De 12 a 14 años (021)",4,4,3,1,,,,,,,,1
"De 15 a 19 años (022)",33,32,5,26,1,,,,,,1,28
"De 20 a 24 años (023)",78,78,2,56,17,2,1,,,,,101
