"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia QUISPICANCHI (000)",57135,10185,10994,10937,9225,6395,9399
"Conviviente (001)",13032,196,3257,4878,2748,1159,794
"Separado(a) (002)",1051,12,166,275,246,171,181
"Casado(a) (003)",19672,32,616,3995,5439,4267,5323
"Viudo(a) (004)",3681,4,17,78,270,547,2765
"Divorciado(a) (005)",148,,11,17,34,33,53
"Soltero(a) (006)",19551,9941,6927,1694,488,218,283
"Hombres (008)",28741,5360,5671,5544,4661,3202,4303
"Conviviente (009)",6416,87,1223,2488,1524,648,446
"Separado(a) (010)",273,2,17,56,73,59,66
"Casado(a) (011)",9852,20,200,1816,2688,2212,2916
"Viudo(a) (012)",948,2,4,23,72,142,705
"Divorciado(a) (013)",55,,1,7,14,15,18
"Soltero(a) (014)",11197,5249,4226,1154,290,126,152
"Mujeres (016)",28394,4825,5323,5393,4564,3193,5096
"Conviviente (017)",6616,109,2034,2390,1224,511,348
"Separado(a) (018)",778,10,149,219,173,112,115
"Casado(a) (019)",9820,12,416,2179,2751,2055,2407
"Viudo(a) (020)",2733,2,13,55,198,405,2060
"Divorciado(a) (021)",93,,10,10,20,18,35
"Soltero(a) (022)",8354,4692,2701,540,198,92,131
,,,,,,,
"URBANA (024)",21610,3646,4141,4323,3599,2479,3422
"Conviviente (025)",5603,79,1128,2236,1333,544,283
"Separado(a) (026)",538,7,57,147,143,94,90
"Casado(a) (027)",6309,16,111,981,1727,1526,1948
"Viudo(a) (028)",1194,1,2,18,81,166,926
"Divorciado(a) (029)",76,,3,12,17,16,28
"Soltero(a) (030)",7890,3543,2840,929,298,133,147
"Hombres (032)",10872,1906,2106,2172,1844,1279,1565
"Conviviente (033)",2770,39,392,1097,760,322,160
"Separado(a) (034)",142,2,8,28,44,30,30
"Casado(a) (035)",3199,11,36,418,846,813,1075
"Viudo(a) (036)",275,1,1,2,19,39,213
"Divorciado(a) (037)",31,,1,6,7,6,11
"Soltero(a) (038)",4455,1853,1668,621,168,69,76
"Mujeres (040)",10738,1740,2035,2151,1755,1200,1857
"Conviviente (041)",2833,40,736,1139,573,222,123
"Separado(a) (042)",396,5,49,119,99,64,60
"Casado(a) (043)",3110,5,75,563,881,713,873
"Viudo(a) (044)",919,,1,16,62,127,713
"Divorciado(a) (045)",45,,2,6,10,10,17
"Soltero(a) (046)",3435,1690,1172,308,130,64,71
,,,,,,,
"RURAL (048)",35525,6539,6853,6614,5626,3916,5977
"Conviviente (049)",7429,117,2129,2642,1415,615,511
"Separado(a) (050)",513,5,109,128,103,77,91
"Casado(a) (051)",13363,16,505,3014,3712,2741,3375
"Viudo(a) (052)",2487,3,15,60,189,381,1839
"Divorciado(a) (053)",72,,8,5,17,17,25
"Soltero(a) (054)",11661,6398,4087,765,190,85,136
"Hombres (056)",17869,3454,3565,3372,2817,1923,2738
"Conviviente (057)",3646,48,831,1391,764,326,286
"Separado(a) (058)",131,,9,28,29,29,36
"Casado(a) (059)",6653,9,164,1398,1842,1399,1841
"Viudo(a) (060)",673,1,3,21,53,103,492
"Divorciado(a) (061)",24,,,1,7,9,7
"Soltero(a) (062)",6742,3396,2558,533,122,57,76
"Mujeres (064)",17656,3085,3288,3242,2809,1993,3239
"Conviviente (065)",3783,69,1298,1251,651,289,225
"Separado(a) (066)",382,5,100,100,74,48,55
"Casado(a) (067)",6710,7,341,1616,1870,1342,1534
"Viudo(a) (068)",1814,2,12,39,136,278,1347
"Divorciado(a) (069)",48,,8,4,10,8,18
"Soltero(a) (070)",4919,3002,1529,232,68,28,60
