"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",172,3,129,27,13,
"Superior no univ. incompleta (035)",18,,12,4,2,
"Superior no univ. completa (036)",10,,8,2,,
"Superior univ. incompleta (037)",4,,2,1,1,
"Superior univ. completa (038)",8,,5,3,,
"No PEA (040)",6936,3103,2191,1060,447,135
"Sin nivel (041)",545,104,61,153,148,79
"Educación inicial (042)",255,231,14,10,,
"Primaria (043)",3301,2264,422,411,162,42
"Secundaria (044)",2255,504,1349,317,80,5
"Superior no univ. incompleta (045)",243,,161,60,18,4
"Superior no univ. completa (046)",161,,79,61,18,3
"Superior univ. incompleta (047)",79,,48,21,9,1
"Superior univ. completa (048)",97,,57,27,12,1
,,,,,,
"URBANA (060)",6198,1513,2160,1725,695,105
"Sin nivel (061)",328,52,28,110,96,42
"Educación inicial (062)",82,77,4,1,,
"Primaria (063)",2060,1067,264,448,235,46
"Secundaria (064)",2455,317,1338,611,184,5
"Superior no univ. incompleta (065)",428,,205,166,53,4
"Superior no univ. completa (066)",370,,141,178,47,4
"Superior univ. incompleta (067)",190,,68,75,43,4
"Superior univ. completa (068)",285,,112,136,37,
"PEA (070)",3281,80,1348,1269,523,61
"Sin nivel (071)",146,5,11,63,46,21
"Educación inicial (072)",4,,3,1,,
"Primaria (073)",685,49,152,280,174,30
"Secundaria (074)",1459,26,796,475,157,5
"Superior no univ. incompleta (075)",314,,147,125,41,1
"Superior no univ. completa (076)",280,,111,135,33,1
"Superior univ. incompleta (077)",153,,46,66,38,3
"Superior univ. completa (078)",240,,82,124,34,
"Ocupada (080)",3217,78,1315,1253,511,60
"Sin nivel (081)",143,5,10,63,45,20
"Educación inicial (082)",4,,3,1,,
"Primaria (083)",672,48,147,277,170,30
"Secundaria (084)",1429,25,779,468,152,5
"Superior no univ. incompleta (085)",307,,143,123,40,1
"Superior no univ. completa (086)",274,,107,133,33,1
"Superior univ. incompleta (087)",151,,45,66,37,3
"Superior univ. completa (088)",237,,81,122,34,
"Desocupada (090)",64,2,33,16,12,1
"Sin nivel (091)",3,,1,,1,1
"Primaria (093)",13,1,5,3,4,
"Secundaria (094)",30,1,17,7,5,
"Superior no univ. incompleta (095)",7,,4,2,1,
"Superior no univ. completa (096)",6,,4,2,,
"Superior univ. incompleta (097)",2,,1,,1,
"Superior univ. completa (098)",3,,1,2,,
"No PEA (100)",2917,1433,812,456,172,44
"Sin nivel (101)",182,47,17,47,50,21
"Educación inicial (102)",78,77,1,,,
"Primaria (103)",1375,1018,112,168,61,16
"Secundaria (104)",996,291,542,136,27,
"Superior no univ. incompleta (105)",114,,58,41,12,3
"Superior no univ. completa (106)",90,,30,43,14,3
"Superior univ. incompleta (107)",37,,22,9,5,1
"Superior univ. completa (108)",45,,30,12,3,
,,,,,,
"RURAL (120)",11209,1740,4986,3004,1262,217
"Sin nivel (121)",784,60,107,282,231,104
"Educación inicial (122)",207,160,28,19,,
"Primaria (123)",3797,1288,911,1032,491,75
"Secundaria (124)",4835,232,3056,1153,374,20
"Superior no univ. incompleta (125)",588,,382,151,48,7
"Superior no univ. completa (126)",478,,262,168,45,3
"Superior univ. incompleta (127)",244,,118,95,28,3
"Superior univ. completa (128)",276,,122,104,45,5
"PEA (130)",7190,70,3607,2400,987,126
"Sin nivel (131)",421,3,63,176,133,46
"Educación inicial (132)",30,6,15,9,,
"Primaria (133)",1871,42,601,789,390,49
"Secundaria (134)",3576,19,2249,972,321,15
"Superior no univ. incompleta (135)",459,,279,132,42,6
"Superior no univ. completa (136)",407,,213,150,41,3
"Superior univ. incompleta (137)",202,,92,83,24,3
"Superior univ. completa (138)",224,,95,89,36,4
"Ocupada (140)",6949,67,3448,2340,970,124
"Sin nivel (141)",413,3,61,174,131,44
"Educación inicial (142)",30,6,15,9,,
"Primaria (143)",1802,41,573,755,384,49
"Secundaria (144)",3434,17,2137,952,313,15
"Superior no univ. incompleta (145)",448,,271,130,41,6
"Superior no univ. completa (146)",403,,209,150,41,3
"Superior univ. incompleta (147)",200,,91,82,24,3
"Superior univ. completa (148)",219,,91,88,36,4
"Desocupada (150)",241,3,159,60,17,2
"Sin nivel (151)",8,,2,2,2,2
"Primaria (153)",69,1,28,34,6,
"Secundaria (154)",142,2,112,20,8,
"Superior no univ. incompleta (155)",11,,8,2,1,
"Superior no univ. completa (156)",4,,4,,,
"Superior univ. incompleta (157)",2,,1,1,,
"Superior univ. completa (158)",5,,4,1,,
"No PEA (160)",4019,1670,1379,604,275,91
"Sin nivel (161)",363,57,44,106,98,58
"Educación inicial (162)",177,154,13,10,,
"Primaria (163)",1926,1246,310,243,101,26
"Secundaria (164)",1259,213,807,181,53,5
"Superior no univ. incompleta (165)",129,,103,19,6,1
"Superior no univ. completa (166)",71,,49,18,4,
"Superior univ. incompleta (167)",42,,26,12,4,
"Superior univ. completa (168)",52,,27,15,9,1
