"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SAN IGNACIO (000)",28848,76,324,926,2498,5572,13787,5665
"De 12 a 14 años (001)",82,,,,,,12,70
"De 15 a 19 años (002)",1391,,,,,,872,519
"De 20 a 24 años (003)",3819,,,,,11,2624,1184
"De 25 a 29 años (004)",4471,,,,,212,3252,1007
"De 30 a 34 años (005)",3680,,,,,493,2587,600
"De 35 a 39 años (006)",3470,,,,14,852,2181,423
"De 40 a 44 años (007)",2844,,,,103,1020,1426,295
"De 45 a 49 años (008)",2409,,,7,230,1172,722,278
"De 50 y más años (009)",6682,76,324,919,2151,1812,111,1289
"Conviviente (010)",15356,3,49,201,698,2468,9256,2681
"De 12 a 14 años (011)",60,,,,,,5,55
"De 15 a 19 años (012)",1011,,,,,,621,390
"De 20 a 24 años (013)",2599,,,,,8,1955,636
"De 25 a 29 años (014)",3023,,,,,139,2365,519
"De 30 a 34 años (015)",2385,,,,,294,1776,315
"De 35 a 39 años (016)",2050,,,,8,484,1355,203
"De 40 a 44 años (017)",1407,,,,49,446,796,116
"De 45 a 49 años (018)",1008,,,2,74,472,340,120
"De 50 y más años (019)",1813,3,49,199,567,625,43,327
"Separado(a) (020)",1570,5,13,57,156,317,685,337
"De 12 a 14 años (021)",2,,,,,,1,1
"De 15 a 19 años (022)",134,,,,,,91,43
"De 20 a 24 años (023)",247,,,,,1,177,69
"De 25 a 29 años (024)",208,,,,,22,136,50
"De 30 a 34 años (025)",171,,,,,30,110,31
"De 35 a 39 años (026)",178,,,,1,49,97,31
"De 40 a 44 años (027)",146,,,,4,69,49,24
"De 45 a 49 años (028)",116,,,1,17,68,19,11
"De 50 y más años (029)",368,5,13,56,134,78,5,77
"Casado(a) (030)",8163,8,92,338,1183,2321,3119,1102
"De 12 a 14 años (031)",4,,,,,,,4
"De 15 a 19 años (032)",88,,,,,,50,38
"De 20 a 24 años (033)",367,,,,,1,281,85
"De 25 a 29 años (034)",743,,,,,38,582,123
"De 30 a 34 años (035)",865,,,,,127,619,119
"De 35 a 39 años (036)",1031,,,,2,259,674,96
"De 40 a 44 años (037)",1089,,,,40,424,537,88
"De 45 a 49 años (038)",1084,,,3,110,550,323,98
"De 50 y más años (039)",2892,8,92,335,1031,922,53,451
"Viudo(a) (040)",1805,58,165,307,412,300,133,430
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",5,,,,,,,5
"De 20 a 24 años (043)",10,,,,,,8,2
"De 25 a 29 años (044)",24,,,,,2,17,5
"De 30 a 34 años (045)",31,,,,,8,20,3
"De 35 a 39 años (046)",57,,,,,19,26,12
"De 40 a 44 años (047)",94,,,,6,42,26,20
