"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN IGNACIO (000)",28848,27608,90,4811,4477,3951,6068,4400,2624,1187,1240,115817
"De 12 a 14 años (001)",82,33,1,31,1,,,,,,49,33
"De 15 a 19 años (002)",1391,1199,10,987,177,18,7,,,,192,1423
"De 20 a 24 años (003)",3819,3425,23,1696,1141,416,142,7,,,394,5857
"De 25 a 29 años (004)",4471,4183,7,1004,1283,1061,736,89,3,,288,10492
"De 30 a 34 años (005)",3680,3561,8,432,743,819,1172,334,49,4,119,12080
"De 35 a 39 años (006)",3470,3411,6,215,421,632,1188,709,212,28,59,14807
"De 40 a 44 años (007)",2844,2808,4,100,239,335,835,773,381,141,36,14983
"De 45 a 49 años (008)",2409,2389,9,98,158,217,584,646,446,231,20,14177
"De 50 y más años (009)",6682,6599,22,248,314,453,1404,1842,1533,783,83,41965
"Conviviente (010)",15356,15000,54,2988,2919,2452,3281,1980,948,378,356,55360
"De 12 a 14 años (011)",60,16,1,15,,,,,,,44,15
"De 15 a 19 años (012)",1011,849,8,683,140,13,5,,,,162,1022
"De 20 a 24 años (013)",2599,2527,15,1171,881,344,112,4,,,72,4450
"De 25 a 29 años (014)",3023,2990,5,648,925,807,548,56,1,,33,7634
"De 30 a 34 años (015)",2385,2376,6,246,491,556,815,224,35,3,9,8192
"De 35 a 39 años (016)",2050,2043,1,98,226,370,739,466,127,16,7,9128
"De 40 a 44 años (017)",1407,1404,,32,108,157,430,409,189,79,3,7705
"De 45 a 49 años (018)",1008,1002,3,35,60,82,259,292,187,84,6,5952
"De 50 y más años (019)",1813,1793,15,60,88,123,373,529,409,196,20,11262
"Separado(a) (020)",1570,1534,5,483,297,187,254,193,80,35,36,5047
"De 12 a 14 años (021)",2,2,,2,,,,,,,,2
