"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1704,,,,35,84,469,172,944
"Técnicos de nivel medio ytrab.asimilados (039)",481,3,,31,101,89,170,28,59
"Jefes y empleados de oficina (040)",539,,,6,152,87,179,40,75
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2498,102,4,840,1068,164,193,58,69
"Agricult.trabaj. calif.agrop. y pesquros (042)",2824,135,2,1593,945,35,61,26,27
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",854,12,,261,417,49,79,5,31
"Obreros. construc., conf., papel, fab., instr (044)",1896,50,2,556,1028,99,89,33,39
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",4972,336,10,2327,1965,147,87,60,40
"Otra (046)",345,,,,56,30,151,22,86
"Ocupación no especificada (047)",310,22,1,128,108,19,17,8,7
"Hombres (048)",11933,368,12,4302,4577,540,901,321,912
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",21,,,1,1,1,6,4,8
"Profes., científicos e intelectuales (050)",944,,,,12,44,223,104,561
"Técnicos de nivel medio ytrab.asimilados (051)",304,,,13,68,76,84,21,42
"Jefes y empleados de oficina (052)",281,,,4,93,42,67,24,51
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1179,20,2,366,546,75,98,32,40
"Agricult.trabaj. calif.agrop. y pesquros (054)",2660,106,1,1506,903,34,60,25,25
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",713,11,,210,351,44,66,5,26
"Obreros. construc., conf., papel, fab., instr (056)",1867,50,2,546,1013,98,89,31,38
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",3520,180,7,1622,1497,86,51,47,30
"Otra (058)",340,,,,54,30,149,22,85
"Ocupación no especificada (059)",104,1,,34,39,10,8,6,6
"Mujeres (060)",4520,292,7,1441,1300,264,606,135,475
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",9,,,,1,,6,,2
"Profes., científicos e intelectuales (062)",760,,,,23,40,246,68,383
"Técnicos de nivel medio ytrab.asimilados (063)",177,3,,18,33,13,86,7,17
"Jefes y empleados de oficina (064)",258,,,2,59,45,112,16,24
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1319,82,2,474,522,89,95,26,29
"Agricult.trabaj. calif.agrop. y pesquros (066)",164,29,1,87,42,1,1,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",141,1,,51,66,5,13,,5
"Obreros. construc., conf., papel, fab., instr (068)",29,,,10,15,1,,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1452,156,3,705,468,61,36,13,10
"Otra (070)",5,,,,2,,2,,1
"Ocupación no especificada (071)",206,21,1,94,69,9,9,2,1
,,,,,,,,,
"RURAL (072)",19116,1721,14,12252,4416,153,314,80,166
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,,,1,2,1,6,,
"Profes., científicos e intelectuales (074)",373,,,,14,31,164,39,125
"Técnicos de nivel medio ytrab.asimilados (075)",73,1,,3,4,16,42,1,6
"Jefes y empleados de oficina (076)",32,,,1,9,3,13,4,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",298,24,,147,106,9,8,2,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",8651,832,3,6012,1692,39,42,13,18
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",129,3,,66,50,3,3,1,3
"Obreros. construc., conf., papel, fab., instr (080)",275,5,,118,137,7,6,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",9115,824,11,5820,2362,43,29,17,9
"Otra (082)",10,,,,8,,1,1,
"Ocupación no especificada (083)",150,32,,84,32,1,,1,
"Hombres (084)",17031,1340,10,11104,4104,113,201,57,102
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",10,,,1,2,1,6,,
"Profes., científicos e intelectuales (086)",192,,,,4,9,92,21,66
"Técnicos de nivel medio ytrab.asimilados (087)",38,,,2,4,10,18,1,3
"Jefes y empleados de oficina (088)",19,,,1,9,,5,3,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",142,5,,67,58,6,3,1,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",8265,705,3,5784,1662,38,42,13,18
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",95,1,,46,40,2,3,1,2
"Obreros. construc., conf., papel, fab., instr (092)",274,5,,117,137,7,6,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",7953,623,7,5065,2169,40,25,15,9
"Otra (094)",10,,,,8,,1,1,
"Ocupación no especificada (095)",33,1,,21,11,,,,
"Mujeres (096)",2085,381,4,1148,312,40,113,23,64
"Profes., científicos e intelectuales (098)",181,,,,10,22,72,18,59
"Técnicos de nivel medio ytrab.asimilados (099)",35,1,,1,,6,24,,3
"Jefes y empleados de oficina (100)",13,,,,,3,8,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",156,19,,80,48,3,5,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",386,127,,228,30,1,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",34,2,,20,10,1,,,1
"Obreros. construc., conf., papel, fab., instr (104)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1162,201,4,755,193,3,4,2,
"Ocupación no especificada (107)",117,31,,63,21,1,,1,
