"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUARAZ (000)",3580,30,1819,1068,555,108
"Conviviente (001)",864,1,384,362,106,11
"Separado(a) (002)",135,,50,62,22,1
"Casado(a) (003)",863,,91,330,365,77
"Viudo(a) (004)",39,,2,3,17,17
"Divorciado(a) (005)",10,,2,4,4,
"Soltero(a) (006)",1669,29,1290,307,41,2
"Hombres (008)",2450,23,1122,744,460,101
"Conviviente (009)",610,,237,267,96,10
"Separado(a) (010)",43,,11,20,11,1
"Casado(a) (011)",675,,54,241,305,75
"Viudo(a) (012)",26,,,,12,14
"Divorciado(a) (013)",5,,,3,2,
"Soltero(a) (014)",1091,23,820,213,34,1
"Mujeres (016)",1130,7,697,324,95,7
"Conviviente (017)",254,1,147,95,10,1
"Separado(a) (018)",92,,39,42,11,
"Casado(a) (019)",188,,37,89,60,2
"Viudo(a) (020)",13,,2,3,5,3
"Divorciado(a) (021)",5,,2,1,2,
"Soltero(a) (022)",578,6,470,94,7,1
,,,,,,
"AREA URBANA (024)",2814,17,1418,882,428,69
"Conviviente (025)",694,1,295,301,91,6
"Separado(a) (026)",123,,45,57,21,
"Casado(a) (027)",629,,65,250,264,50
"Viudo(a) (028)",31,,2,3,14,12
"Divorciado(a) (029)",8,,1,3,4,
"Soltero(a) (030)",1329,16,1010,268,34,1
"Hombres (032)",1804,13,807,578,343,63
"Conviviente (033)",459,,159,212,83,5
"Separado(a) (034)",37,,10,17,10,
"Casado(a) (035)",456,,31,165,212,48
"Viudo(a) (036)",19,,,,9,10
"Divorciado(a) (037)",4,,,2,2,
"Soltero(a) (038)",829,13,607,182,27,
"Mujeres (040)",1010,4,611,304,85,6
"Conviviente (041)",235,1,136,89,8,1
"Separado(a) (042)",86,,35,40,11,
"Casado(a) (043)",173,,34,85,52,2
"Viudo(a) (044)",12,,2,3,5,2
"Divorciado(a) (045)",4,,1,1,2,
"Soltero(a) (046)",500,3,403,86,7,1
,,,,,,
"AREA RURAL (048)",766,13,401,186,127,39
"Conviviente (049)",170,,89,61,15,5
"Separado(a) (050)",12,,5,5,1,1
"Casado(a) (051)",234,,26,80,101,27
"Viudo(a) (052)",8,,,,3,5
"Divorciado(a) (053)",2,,1,1,,
"Soltero(a) (054)",340,13,280,39,7,1
"Hombres (056)",646,10,315,166,117,38
"Conviviente (057)",151,,78,55,13,5
"Separado(a) (058)",6,,1,3,1,1
"Casado(a) (059)",219,,23,76,93,27
"Viudo(a) (060)",7,,,,3,4
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",262,10,213,31,7,1
"Mujeres (064)",120,3,86,20,10,1
"Conviviente (065)",19,,11,6,2,
"Separado(a) (066)",6,,4,2,,
"Casado(a) (067)",15,,3,4,8,
"Viudo(a) (068)",1,,,,,1
"Divorciado(a) (069)",1,,1,,,
"Soltero(a) (070)",78,3,67,8,,
