"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUARI (000)",15553,94,448,955,1732,2859,5353,4112
"De 12 a 14 años (001)",30,,,,,,,30
"De 15 a 19 años (002)",359,,,,,,195,164
"De 20 a 24 años (003)",1454,,,,,3,889,562
"De 25 a 29 años (004)",1656,,,,,44,1095,517
"De 30 a 34 años (005)",1531,,,,,171,1024,336
"De 35 a 39 años (006)",1723,,,,8,415,999,301
"De 40 a 44 años (007)",1517,,,,47,541,694,235
"De 45 a 49 años (008)",1309,,,3,126,598,375,207
"De 50 y más años (009)",5974,94,448,952,1551,1087,82,1760
"Sin nivel (010)",6362,72,342,676,1068,1170,1218,1816
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",31,,,,,,16,15
"De 20 a 24 años (013)",102,,,,,1,68,33
"De 25 a 29 años (014)",201,,,,,6,134,61
"De 30 a 34 años (015)",359,,,,,40,244,75
"De 35 a 39 años (016)",478,,,,2,89,285,102
"De 40 a 44 años (017)",536,,,,11,166,270,89
"De 45 a 49 años (018)",519,,,1,43,238,157,80
"De 50 y más años (019)",4135,72,342,675,1012,630,44,1360
"Educacion Inicial (020)",23,,,,,2,15,6
"De 15 a 19 años (022)",3,,,,,,2,1
"De 20 a 24 años (023)",4,,,,,,3,1
"De 25 a 29 años (024)",6,,,,,,5,1
"De 30 a 34 años (025)",6,,,,,1,3,2
"De 35 a 39 años (026)",4,,,,,1,2,1
"Primaria (030)",5058,19,86,212,492,1105,2165,979
"De 12 a 14 años (031)",16,,,,,,,16
"De 15 a 19 años (032)",115,,,,,,65,50
"De 20 a 24 años (033)",485,,,,,,329,156
"De 25 a 29 años (034)",587,,,,,17,445,125
"De 30 a 34 años (035)",566,,,,,68,405,93
"De 35 a 39 años (036)",711,,,,2,177,449,83
"De 40 a 44 años (037)",601,,,,18,226,276,81
"De 45 a 49 años (038)",516,,,1,45,238,163,69
"De 50 y más años (039)",1461,19,86,211,427,379,33,306
"Secundaria (040)",2311,1,8,28,75,293,1235,671
"De 12 a 14 años (041)",13,,,,,,,13
"De 15 a 19 años (042)",196,,,,,,105,91
"De 20 a 24 años (043)",591,,,,,1,370,220
"De 25 a 29 años (044)",492,,,,,11,341,140
"De 30 a 34 años (045)",301,,,,,32,205,64
"De 35 a 39 años (046)",256,,,,2,75,132,47
"De 40 a 44 años (047)",166,,,,7,76,57,26
"De 45 a 49 años (048)",129,,,,18,63,23,25
"De 50 y más años (049)",167,1,8,28,48,35,2,45
"Sup. no Univ. incompleta (050)",369,1,1,3,15,41,163,145
