"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3417,2991,125,89,212
"Otra (034)",10,,,,10
"Ocupación no especificada (035)",938,867,40,16,15
,,,,,
"URBANA (036)",28918,22608,2494,1614,2202
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",57,1,9,12,35
"Profes., científicos e intelectuales (038)",1884,534,444,616,290
"Técnicos de nivel medio y trab. asimilados (039)",830,382,81,96,271
"Jefes y empleados de oficina (040)",825,156,88,125,456
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4601,4254,219,71,57
"Agricult.trabaj.calif.agrop.y pesqueros (042)",5590,5204,350,18,18
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2160,1816,208,67,69
"Obreros construc.,conf.,papel, fab., instr. (044)",2845,2390,209,133,113
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",8876,6901,795,427,753
"Otra (046)",93,,,,93
"Ocupación no especificada (047)",1157,970,91,49,47
"Hombres (048)",20800,16416,1915,1037,1432
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",43,1,6,9,27
"Profes., científicos e intelectuales (050)",768,184,198,247,139
"Técnicos de nivel medio y trab. asimilados (051)",503,251,53,63,136
"Jefes y empleados de oficina (052)",366,57,36,60,213
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2029,1796,137,47,49
"Agricult.trabaj.calif.agrop.y pesqueros (054)",5396,5026,338,18,14
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1747,1454,179,60,54
"Obreros construc.,conf.,papel, fab., instr. (056)",2763,2325,203,127,108
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",6577,4920,708,372,577
"Otra (058)",83,,,,83
"Ocupación no especificada (059)",525,402,57,34,32
"Mujeres (060)",8118,6192,579,577,770
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",14,,3,3,8
"Profes., científicos e intelectuales (062)",1116,350,246,369,151
"Técnicos de nivel medio y trab. asimilados (063)",327,131,28,33,135
"Jefes y empleados de oficina (064)",459,99,52,65,243
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2572,2458,82,24,8
"Agricult.trabaj.calif.agrop.y pesqueros (066)",194,178,12,,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",413,362,29,7,15
"Obreros construc.,conf.,papel, fab., instr. (068)",82,65,6,6,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2299,1981,87,55,176
"Otra (070)",10,,,,10
"Ocupación no especificada (071)",632,568,34,15,15
,,,,,
"RURAL (072)",18218,16384,1006,402,426
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,,1,,5
"Profes., científicos e intelectuales (074)",337,150,103,52,32
"Técnicos de nivel medio y trab. asimilados (075)",85,36,12,9,28
"Jefes y empleados de oficina (076)",49,9,7,6,27
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",692,641,30,19,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7753,7586,159,5,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",499,300,136,42,21
"Obreros construc.,conf.,papel, fab., instr. (080)",613,529,53,24,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",7703,6693,487,238,285
"Otra (082)",6,,,,6
"Ocupación no especificada (083)",475,440,18,7,10
"Hombres (084)",15766,14207,884,331,344
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,,,5
"Profes., científicos e intelectuales (086)",139,47,51,28,13
"Técnicos de nivel medio y trab. asimilados (087)",52,26,8,7,11
"Jefes y empleados de oficina (088)",29,4,3,4,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",361,320,25,14,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7461,7299,154,5,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",370,178,133,39,20
"Obreros construc.,conf.,papel, fab., instr. (092)",589,509,49,24,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",6585,5683,449,204,249
"Otra (094)",6,,,,6
"Ocupación no especificada (095)",169,141,12,6,10
"Mujeres (096)",2452,2177,122,71,82
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,1,,
"Profes., científicos e intelectuales (098)",198,103,52,24,19
"Técnicos de nivel medio y trab. asimilados (099)",33,10,4,2,17
"Jefes y empleados de oficina (100)",20,5,4,2,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",331,321,5,5,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",292,287,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",129,122,3,3,1
"Obreros construc.,conf.,papel, fab., instr. (104)",24,20,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1118,1010,38,34,36
"Ocupación no especificada (107)",306,299,6,1,
