"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUALGAYOC (000)",42533,11660,50,21347,6100,560,1772,199,845
"Agric., ganadería, caza y silvicultura (001)",26445,7921,22,14948,3284,82,139,19,30
"Pesca (002)",4,2,,1,1,,,,
"Explotación de minas y canteras (003)",1395,30,3,237,457,112,249,49,258
"Industrias manufactureras (004)",8718,3083,20,4615,876,46,55,12,11
"Suministro de electricidad, gas y agua (005)",21,,,3,12,1,2,1,2
"Construcción (006)",477,31,1,208,165,18,31,5,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1630,219,2,619,501,68,159,19,43
"Venta, mant.y rep. veh.autom.y motoc. (008)",71,1,,12,29,4,16,2,7
"Comercio al por mayor (009)",45,4,,14,18,3,4,1,1
"Comercio al por menor (010)",1514,214,2,593,454,61,139,16,35
"Hoteles y restaurantes (011)",303,65,,105,91,11,18,7,6
"Trans., almac. y comunicaciones (012)",551,11,1,136,283,42,60,11,7
"Intermediación financiera (013)",13,,,1,,2,5,1,4
"Activid.inmobil., empres. y de alquiler (014)",127,2,,14,44,12,27,3,25
"Admin.pub. y defensa; p. segur.soc.afil (015)",283,11,,49,81,26,64,10,42
"Enseñanza (016)",1273,,,,61,68,817,42,285
"Servicios sociales y de salud (017)",211,,,4,7,24,86,8,82
"Otras activ. serv.comun.soc y personales (018)",238,47,1,71,64,16,22,3,14
"Hogares privados con servicio doméstico (019)",412,132,,192,68,11,6,2,1
"Actividad economica no especificada (021)",432,106,,144,105,21,32,7,17
"Hombres (022)",23176,3028,23,13184,4677,413,1122,146,583
"Agric., ganadería, caza y silvicultura (023)",16913,2737,16,11132,2804,68,115,15,26
"Pesca (024)",1,,,,1,,,,
"Explotación de minas y canteras (025)",1259,23,2,203,433,107,227,48,216
"Industrias manufactureras (026)",1689,170,2,1036,400,31,34,9,7
"Suministro de electricidad, gas y agua (027)",19,,,3,12,,1,1,2
"Construcción (028)",464,29,1,206,160,17,31,4,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",779,28,,295,306,40,76,10,24
"Venta, mant.y rep. veh.autom.y motoc. (030)",67,1,,12,25,4,16,2,7
"Comercio al por mayor (031)",30,2,,12,13,2,1,,
"Comercio al por menor (032)",682,25,,271,268,34,59,8,17
"Hoteles y restaurantes (033)",75,1,,25,32,4,4,3,6
"Trans., almac. y comunicaciones (034)",536,11,1,127,279,42,58,11,7
"Intermediación financiera (035)",9,,,1,,,4,1,3
"Activid.inmobil., empres. y de alquiler (036)",92,1,,9,34,9,18,3,18
"Admin.pub. y defensa; p. segur.soc.afil (037)",230,7,,45,75,22,43,6,32
"Enseñanza (038)",692,,,,28,39,432,24,169
"Servicios sociales y de salud (039)",108,,,2,7,12,45,6,36
"Otras activ. serv.comun.soc y personales (040)",117,5,1,28,48,9,13,2,11
"Hogares privados con servicio doméstico (041)",13,1,,5,4,2,1,,
"Actividad economica no especificada (043)",180,15,,67,54,11,20,3,10
"Mujeres (044)",19357,8632,27,8163,1423,147,650,53,262
