"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SATIPO (000)",1838,44,1208,388,171,27
"Conviviente (001)",553,2,290,200,57,4
"Separado(a) (002)",76,,33,27,13,3
"Casado(a) (003)",177,,23,70,74,10
"Viudo(a) (004)",33,,3,11,12,7
"Divorciado(a) (005)",11,,1,5,4,1
"Soltero(a) (006)",988,42,858,75,11,2
"Hombres (008)",1246,27,767,288,140,24
"Conviviente (009)",397,2,194,152,45,4
"Separado(a) (010)",37,,10,13,12,2
"Casado(a) (011)",144,,16,57,62,9
"Viudo(a) (012)",23,,,7,9,7
"Divorciado(a) (013)",6,,,2,4,
"Soltero(a) (014)",639,25,547,57,8,2
"Mujeres (016)",592,17,441,100,31,3
"Conviviente (017)",156,,96,48,12,
"Separado(a) (018)",39,,23,14,1,1
"Casado(a) (019)",33,,7,13,12,1
"Viudo(a) (020)",10,,3,4,3,
"Divorciado(a) (021)",5,,1,3,,1
"Soltero(a) (022)",349,17,311,18,3,
,,,,,,
"AREA URBANA (024)",778,19,488,182,76,13
"Conviviente (025)",272,2,154,95,20,1
"Separado(a) (026)",36,,16,15,4,1
"Casado(a) (027)",93,,10,36,43,4
"Viudo(a) (028)",14,,1,6,2,5
"Divorciado(a) (029)",4,,,3,1,
"Soltero(a) (030)",359,17,307,27,6,2
"Hombres (032)",512,13,295,129,63,12
"Conviviente (033)",188,2,98,70,17,1
"Separado(a) (034)",13,,2,7,3,1
"Casado(a) (035)",73,,5,27,38,3
"Viudo(a) (036)",10,,,4,1,5
"Divorciado(a) (037)",2,,,1,1,
"Soltero(a) (038)",226,11,190,20,3,2
"Mujeres (040)",266,6,193,53,13,1
"Conviviente (041)",84,,56,25,3,
"Separado(a) (042)",23,,14,8,1,
"Casado(a) (043)",20,,5,9,5,1
"Viudo(a) (044)",4,,1,2,1,
"Divorciado(a) (045)",2,,,2,,
"Soltero(a) (046)",133,6,117,7,3,
,,,,,,
"AREA RURAL (048)",1060,25,720,206,95,14
"Conviviente (049)",281,,136,105,37,3
"Separado(a) (050)",40,,17,12,9,2
"Casado(a) (051)",84,,13,34,31,6
"Viudo(a) (052)",19,,2,5,10,2
"Divorciado(a) (053)",7,,1,2,3,1
"Soltero(a) (054)",629,25,551,48,5,
"Hombres (056)",734,14,472,159,77,12
"Conviviente (057)",209,,96,82,28,3
"Separado(a) (058)",24,,8,6,9,1
"Casado(a) (059)",71,,11,30,24,6
"Viudo(a) (060)",13,,,3,8,2
"Divorciado(a) (061)",4,,,1,3,
"Soltero(a) (062)",413,14,357,37,5,
"Mujeres (064)",326,11,248,47,18,2
"Conviviente (065)",72,,40,23,9,
"Separado(a) (066)",16,,9,6,,1
"Casado(a) (067)",13,,2,4,7,
"Viudo(a) (068)",6,,2,2,2,
"Divorciado(a) (069)",3,,1,1,,1
"Soltero(a) (070)",216,11,194,11,,
