"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",87,42,11,19,15
,,,,,
"URBANA (060)",41644,24048,5053,4796,7747
"Sin nivel (061)",612,480,55,38,39
"Educación inicial (062)",31,25,5,,1
"Primaria (063)",7548,5752,845,402,549
"Secundaria (064)",16338,10092,2116,1623,2507
"Superior no univ. incompleta (065)",3447,1867,454,451,675
"Superior no univ. completa (066)",6730,2956,780,1061,1933
"Superior univ. incompleta (067)",2224,1131,310,328,455
"Superior univ. completa (068)",4714,1745,488,893,1588
"De 06 a 14 años (070)",407,349,47,5,6
"Sin nivel (071)",6,6,,,
"Educación inicial (072)",4,4,,,
"Primaria (073)",225,191,27,3,4
"Secundaria (074)",172,148,20,2,2
"De 15 a 29 años (080)",13615,8105,2054,1511,1945
"Sin nivel (081)",88,66,9,6,7
"Educación inicial (082)",23,19,4,,
"Primaria (083)",1675,1250,240,93,92
"Secundaria (084)",6124,4090,968,518,548
"Superior no univ. incompleta (085)",1522,842,238,206,236
"Superior no univ. completa (086)",2106,902,314,347,543
"Superior univ. incompleta (087)",855,466,137,121,131
"Superior univ. completa (088)",1222,470,144,220,388
"De 30 a 44 años (090)",14548,8122,1761,1826,2839
"Sin nivel (091)",198,145,25,17,11
"Educación inicial (092)",4,2,1,,1
"Primaria (093)",2330,1744,284,125,177
"Secundaria (094)",5465,3326,689,590,860
"Superior no univ. incompleta (095)",1158,602,148,166,242
"Superior no univ. completa (096)",2745,1203,311,430,801
"Superior univ. incompleta (097)",761,369,110,118,164
"Superior univ. completa (098)",1887,731,193,380,583
"De 45 a 64 años (100)",11887,6574,1102,1381,2830
"Sin nivel (101)",230,191,14,9,16
"Primaria (103)",2720,2069,254,158,239
"Secundaria (104)",4333,2358,426,495,1054
"Superior no univ. incompleta (105)",728,396,64,78,190
"Superior no univ. completa (106)",1783,782,147,279,575
"Superior univ. incompleta (107)",570,273,57,87,153
"Superior univ. completa (108)",1523,505,140,275,603
"De 65 y más años (110)",1187,898,89,73,127
"Sin nivel (111)",90,72,7,6,5
"Primaria (113)",598,498,40,23,37
"Secundaria (114)",244,170,13,18,43
"Superior no univ. incompleta (115)",39,27,4,1,7
"Superior no univ. completa (116)",96,69,8,5,14
"Superior univ. incompleta (117)",38,23,6,2,7
"Superior univ. completa (118)",82,39,11,18,14
,,,,,
"RURAL (120)",1015,781,82,75,77
"Sin nivel (121)",20,19,1,,
"Primaria (123)",405,365,25,8,7
"Secundaria (124)",322,261,32,22,7
"Superior no univ. incompleta (125)",45,28,3,9,5
"Superior no univ. completa (126)",61,41,6,5,9
"Superior univ. incompleta (127)",32,19,4,3,6
"Superior univ. completa (128)",130,48,11,28,43
"De 06 a 14 años (130)",8,8,,,
"Primaria (133)",6,6,,,
"Secundaria (134)",2,2,,,
"De 15 a 29 años (140)",384,315,36,15,18
"Sin nivel (141)",6,6,,,
"Primaria (143)",150,140,7,2,1
"Secundaria (144)",168,137,20,9,2
"Superior no univ. incompleta (145)",14,10,1,1,2
"Superior no univ. completa (146)",20,13,2,1,4
"Superior univ. incompleta (147)",6,3,1,,2
"Superior univ. completa (148)",20,6,5,2,7
"De 30 a 44 años (150)",336,241,22,36,37
"Sin nivel (151)",1,1,,,
"Primaria (153)",103,90,8,3,2
"Secundaria (154)",104,89,5,9,1
"Superior no univ. incompleta (155)",20,12,1,4,3
"Superior no univ. completa (156)",27,16,4,2,5
"Superior univ. incompleta (157)",16,9,2,2,3
"Superior univ. completa (158)",65,24,2,16,23
"De 45 a 64 años (160)",251,185,22,23,21
"Sin nivel (161)",9,8,1,,
"Primaria (163)",124,108,9,3,4
"Secundaria (164)",45,30,7,4,4
"Superior no univ. incompleta (165)",9,5,,4,
"Superior no univ. completa (166)",14,12,,2,
"Superior univ. incompleta (167)",10,7,1,1,1
"Superior univ. completa (168)",40,15,4,9,12
"De 65 y más años (170)",36,32,2,1,1
"Sin nivel (171)",4,4,,,
"Primaria (173)",22,21,1,,
"Secundaria (174)",3,3,,,
"Superior no univ. incompleta (175)",2,1,1,,
"Superior univ. completa (178)",5,3,,1,1
