"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YUNGAY (000)",16646,316,5335,5527,3991,1477
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",49,,7,24,16,2
"Profes., científicos e intelectuales (002)",1032,,197,622,206,7
"Técnicos de nivel medio y trab. asimilados (003)",276,1,94,113,61,7
"Jefes y empleados de oficina (004)",234,,94,87,52,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1132,5,302,412,313,100
"Agricult. trabaj. calif.agrop. y pesqueros (006)",7330,20,1720,2412,2153,1025
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",594,4,257,179,122,32
"Obreros construc., conf., papel, fab., instr. (008)",694,1,255,269,150,19
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",5059,284,2331,1317,867,260
"Otra (010)",39,,10,23,6,
"Ocupación no especificada (011)",207,1,68,69,45,24
"Hombres (012)",12837,223,4161,4153,3126,1174
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",36,,2,18,15,1
"Profes., científicos e intelectuales (014)",554,,92,321,135,6
"Técnicos de nivel medio y trab. asimilados (015)",156,1,56,65,31,3
"Jefes y empleados de oficina (016)",105,,35,38,32,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",400,,124,139,99,38
"Agricult. trabaj. calif.agrop. y pesqueros (018)",6744,18,1610,2239,1971,906
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",509,4,212,153,110,30
"Obreros construc., conf., papel, fab., instr. (020)",677,1,248,262,148,18
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",3570,199,1753,881,570,167
"Otra (022)",38,,9,23,6,
"Ocupación no especificada (023)",48,,20,14,9,5
"Mujeres (024)",3809,93,1174,1374,865,303
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",13,,5,6,1,1
"Profes., científicos e intelectuales (026)",478,,105,301,71,1
"Técnicos de nivel medio y trab. asimilados (027)",120,,38,48,30,4
"Jefes y empleados de oficina (028)",129,,59,49,20,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",732,5,178,273,214,62
"Agricult. trabaj. calif.agrop. y pesqueros (030)",586,2,110,173,182,119
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",85,,45,26,12,2
"Obreros construc., conf., papel, fab., instr. (032)",17,,7,7,2,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1489,85,578,436,297,93
