"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hoteles y restaurantes (033)",67,,,6,1,34,,,,26,,
"Trans., almac. y comunicaciones (034)",468,,,8,4,1,,3,388,64,,
"Intermediación financiera (035)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",173,,36,26,4,33,,7,30,37,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",282,29,21,23,101,4,,2,9,44,49,
"Enseñanza (038)",452,5,429,2,9,,,,,7,,
"Servicios sociales y de salud (039)",64,,27,24,3,2,,,4,4,,
"Otras activ. serv.comun.soc y personales (040)",61,,13,25,5,3,,1,,14,,
"Hogares privados con servicio doméstico (041)",19,,,,,,,,,19,,
"Actividad economica no especificada (043)",223,,2,,6,,,,,,,215
"Mujeres (044)",4978,6,250,38,90,565,1316,627,42,1840,1,203
"Agric., ganadería, caza y silvicultura (045)",2759,,,,,,1301,,,1458,,
"Pesca (046)",22,,,,,,15,,,7,,
"Explotación de minas y canteras (047)",18,,3,,1,,,9,1,4,,
"Industrias manufactureras (048)",643,,,,,,,613,27,3,,
"Construcción (050)",14,,,,1,,,,8,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",646,,1,2,2,499,,4,,138,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",12,,,,1,8,,3,,,,
"Comercio al por mayor (053)",20,,,,,20,,,,,,
"Comercio al por menor (054)",614,,1,2,1,471,,1,,138,,
"Hoteles y restaurantes (055)",132,,,4,3,56,,,,69,,
"Trans., almac. y comunicaciones (056)",14,,,2,1,1,,,5,5,,
"Intermediación financiera (057)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",10,,2,3,1,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",83,3,4,,66,,,,1,8,1,
"Enseñanza (060)",222,3,215,2,2,,,,,,,
"Servicios sociales y de salud (061)",53,,24,22,4,2,,1,,,,
"Otras activ. serv.comun.soc y personales (062)",35,,1,2,1,7,,,,24,,
"Hogares privados con servicio doméstico (063)",115,,,,,,,,,115,,
"Actividad economica no especificada (065)",211,,,1,7,,,,,,,203
,,,,,,,,,,,,
"URBANA (066)",4784,39,620,133,205,631,614,857,536,905,45,199
"Agric., ganadería, caza y silvicultura (067)",866,,,2,1,,589,,5,269,,
"Pesca (068)",31,,,,,,25,,,6,,
"Explotación de minas y canteras (069)",412,,22,4,2,,,257,15,112,,
"Industrias manufactureras (070)",568,,1,1,1,,,530,32,3,,
"Suministro de electricidad, gas y agua (071)",3,,1,,,,,1,,1,,
"Construcción (072)",345,,3,4,,,,8,238,92,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",741,,1,8,2,540,,55,6,129,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",58,,1,4,1,12,,37,3,,,
"Comercio al por mayor (075)",37,,,,,35,,,1,1,,
"Comercio al por menor (076)",646,,,4,1,493,,18,2,128,,
"Hoteles y restaurantes (077)",153,,,8,3,66,,,,76,,
"Trans., almac. y comunicaciones (078)",285,,,6,3,1,,,224,51,,
"Intermediación financiera (079)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",84,,25,18,4,11,,3,4,19,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",330,31,23,22,156,3,,2,8,40,45,
"Enseñanza (082)",518,8,493,2,9,,,,,6,,
"Servicios sociales y de salud (083)",89,,38,33,7,3,,1,4,3,,
"Otras activ. serv.comun.soc y personales (084)",78,,12,23,6,7,,,,30,,
"Hogares privados con servicio doméstico (085)",68,,,,,,,,,68,,
"Actividad economica no especificada (087)",211,,1,1,10,,,,,,,199
"Hombres (088)",3006,33,420,104,119,167,458,552,505,493,44,111
"Agric., ganadería, caza y silvicultura (089)",567,,,2,1,,439,,5,120,,
"Pesca (090)",23,,,,,,19,,,4,,
"Explotación de minas y canteras (091)",402,,21,4,2,,,252,14,109,,
"Industrias manufactureras (092)",257,,1,1,1,,,235,16,3,,
"Suministro de electricidad, gas y agua (093)",3,,1,,,,,1,,1,,
"Construcción (094)",334,,3,4,,,,8,230,89,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",224,,1,8,,129,,51,6,29,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",48,,1,4,,6,,34,3,,,
"Comercio al por mayor (097)",20,,,,,18,,,1,1,,
"Comercio al por menor (098)",156,,,4,,105,,17,2,28,,
"Hoteles y restaurantes (099)",40,,,4,,19,,,,17,,
"Trans., almac. y comunicaciones (100)",272,,,4,2,1,,,219,46,,
"Intermediación financiera (101)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",76,,24,15,3,11,,3,4,16,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",248,28,19,22,90,3,,2,7,33,44,
"Enseñanza (104)",336,5,317,1,7,,,,,6,,
"Servicios sociales y de salud (105)",50,,21,17,3,2,,,4,3,,
"Otras activ. serv.comun.soc y personales (106)",51,,11,21,5,2,,,,12,,
"Hogares privados con servicio doméstico (107)",5,,,,,,,,,5,,
"Actividad economica no especificada (109)",117,,1,,5,,,,,,,111
"Mujeres (110)",1778,6,200,29,86,464,156,305,31,412,1,88
"Agric., ganadería, caza y silvicultura (111)",299,,,,,,150,,,149,,
"Pesca (112)",8,,,,,,6,,,2,,
"Explotación de minas y canteras (113)",10,,1,,,,,5,1,3,,
"Industrias manufactureras (114)",311,,,,,,,295,16,,,
"Construcción (116)",11,,,,,,,,8,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",517,,,,2,411,,4,,100,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",10,,,,1,6,,3,,,,
"Comercio al por mayor (119)",17,,,,,17,,,,,,
"Comercio al por menor (120)",490,,,,1,388,,1,,100,,
"Hoteles y restaurantes (121)",113,,,4,3,47,,,,59,,
"Trans., almac. y comunicaciones (122)",13,,,2,1,,,,5,5,,
"Intermediación financiera (123)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",8,,1,3,1,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",82,3,4,,66,,,,1,7,1,
"Enseñanza (126)",182,3,176,1,2,,,,,,,
"Servicios sociales y de salud (127)",39,,17,16,4,1,,1,,,,
"Otras activ. serv.comun.soc y personales (128)",27,,1,2,1,5,,,,18,,
"Hogares privados con servicio doméstico (129)",63,,,,,,,,,63,,
"Actividad economica no especificada (131)",94,,,1,5,,,,,,,88
,,,,,,,,,,,,
"RURAL (132)",8917,2,227,93,45,200,3970,947,412,2797,5,219
"Agric., ganadería, caza y silvicultura (133)",6104,,7,3,1,,3929,1,4,2159,,
"Pesca (134)",69,,,,,,41,,,28,,
"Explotación de minas y canteras (135)",832,1,34,33,19,,,440,36,269,,
"Industrias manufactureras (136)",498,,,1,1,1,,471,20,4,,
"Suministro de electricidad, gas y agua (137)",1,,,,,,,1,,,,
"Construcción (138)",302,,2,7,4,,,5,153,131,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",243,,2,12,,147,,21,2,59,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",32,,1,8,,5,,15,2,1,,
"Comercio al por mayor (141)",10,,,,,10,,,,,,
"Comercio al por menor (142)",201,,1,4,,132,,6,,58,,
"Hoteles y restaurantes (143)",46,,,2,1,24,,,,19,,
"Trans., almac. y comunicaciones (144)",197,,,4,2,1,,3,169,18,,
"Activid.inmobil., empres. y alquileres (146)",99,,13,11,1,22,,4,26,22,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",35,1,2,1,11,1,,,2,12,5,
"Enseñanza (148)",156,,151,2,2,,,,,1,,
"Servicios sociales y de salud (149)",28,,13,13,,1,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",18,,2,4,,3,,1,,8,,
"Hogares privados con servicio doméstico (151)",66,,,,,,,,,66,,
"Actividad economica no especificada (153)",223,,1,,3,,,,,,,219
"Hombres (154)",5717,2,177,84,41,99,2810,625,401,1369,5,104
"Agric., ganadería, caza y silvicultura (155)",3644,,7,3,1,,2778,1,4,850,,
"Pesca (156)",55,,,,,,32,,,23,,
"Explotación de minas y canteras (157)",824,1,32,33,18,,,436,36,268,,
"Industrias manufactureras (158)",166,,,1,1,1,,153,9,1,,
"Suministro de electricidad, gas y agua (159)",1,,,,,,,1,,,,
"Construcción (160)",299,,2,7,3,,,5,153,129,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",114,,1,10,,59,,21,2,21,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",30,,1,8,,3,,15,2,1,,
"Comercio al por mayor (163)",7,,,,,7,,,,,,
"Comercio al por menor (164)",77,,,2,,49,,6,,20,,
"Hoteles y restaurantes (165)",27,,,2,1,15,,,,9,,
"Trans., almac. y comunicaciones (166)",196,,,4,2,,,3,169,18,,
"Activid.inmobil., empres. y alquileres (168)",97,,12,11,1,22,,4,26,21,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",34,1,2,1,11,1,,,2,11,5,
"Enseñanza (170)",116,,112,1,2,,,,,1,,
"Servicios sociales y de salud (171)",14,,6,7,,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",10,,2,4,,1,,1,,2,,
"Hogares privados con servicio doméstico (173)",14,,,,,,,,,14,,
"Actividad economica no especificada (175)",106,,1,,1,,,,,,,104
"Mujeres (176)",3200,,50,9,4,101,1160,322,11,1428,,115
"Agric., ganadería, caza y silvicultura (177)",2460,,,,,,1151,,,1309,,
"Pesca (178)",14,,,,,,9,,,5,,
"Explotación de minas y canteras (179)",8,,2,,1,,,4,,1,,
"Industrias manufactureras (180)",332,,,,,,,318,11,3,,
"Construcción (182)",3,,,,1,,,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",129,,1,2,,88,,,,38,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,2,,,,,,
"Comercio al por mayor (185)",3,,,,,3,,,,,,
"Comercio al por menor (186)",124,,1,2,,83,,,,38,,
"Hoteles y restaurantes (187)",19,,,,,9,,,,10,,
"Trans., almac. y comunicaciones (188)",1,,,,,1,,,,,,
"Activid.inmobil., empres. y alquileres (190)",2,,1,,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,,,,,,,,,1,,
"Enseñanza (192)",40,,39,1,,,,,,,,
"Servicios sociales y de salud (193)",14,,7,6,,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",8,,,,,2,,,,6,,
"Hogares privados con servicio doméstico (195)",52,,,,,,,,,52,,
"Actividad economica no especificada (197)",117,,,,2,,,,,,,115
