"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia DOS DE MAYO (000)",12132,1417,2992,5083,323,2152,165
"Agric., ganadería, caza y silvicultura (001)",8362,5,2510,3640,276,1931,
"Pesca (002)",4,2,,2,,,
"Explotación de minas y canteras (003)",57,13,42,,2,,
"Industrias manufactureras (004)",306,6,66,197,18,19,
"Suministro de electricidad, gas y agua (005)",2,,2,,,,
"Construcción (006)",283,11,219,47,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",857,27,10,697,11,112,
"Venta, mant.y rep. veh.autom.y motoc. (008)",41,2,9,29,,1,
"Comercio al por mayor (009)",31,2,1,25,,3,
"Comercio al por menor (010)",785,23,,643,11,108,
"Hoteles y restaurantes (011)",197,16,12,156,4,9,
"Trans., almac. y comunicaciones (012)",231,37,38,143,5,8,
"Intermediación financiera (013)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (014)",63,33,2,27,,1,
"Admin.pub. y defensa; p. segur.soc.afil (015)",225,203,22,,,,
"Enseñanza (016)",843,828,,14,,1,
"Servicios sociales y de salud (017)",173,168,3,2,,,
"Otras activ. serv.comun.soc y personales (018)",72,24,6,40,,2,
"Hogares privados con servicio doméstico (019)",165,,,,,,165
"Actividad economica no especificada (021)",287,39,60,118,2,68,
"Hombres (022)",9014,809,2803,3983,266,1129,24
"Agric., ganadería, caza y silvicultura (023)",6817,5,2352,3188,230,1042,
"Pesca (024)",4,2,,2,,,
"Explotación de minas y canteras (025)",56,12,42,,2,,
"Industrias manufactureras (026)",262,4,63,162,18,15,
"Suministro de electricidad, gas y agua (027)",2,,2,,,,
"Construcción (028)",280,11,217,46,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",401,17,10,337,6,31,
"Venta, mant.y rep. veh.autom.y motoc. (030)",39,2,9,28,,,
"Comercio al por mayor (031)",25,1,1,21,,2,
"Comercio al por menor (032)",337,14,,288,6,29,
"Hoteles y restaurantes (033)",37,8,7,19,1,2,
"Trans., almac. y comunicaciones (034)",223,34,36,141,4,8,
"Intermediación financiera (035)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (036)",53,26,2,25,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",174,153,21,,,,
"Enseñanza (038)",452,444,,8,,,
"Servicios sociales y de salud (039)",66,63,1,2,,,
"Otras activ. serv.comun.soc y personales (040)",41,14,5,21,,1,
"Hogares privados con servicio doméstico (041)",24,,,,,,24
"Actividad economica no especificada (043)",119,13,45,32,,29,
"Mujeres (044)",3118,608,189,1100,57,1023,141
"Agric., ganadería, caza y silvicultura (045)",1545,,158,452,46,889,
"Explotación de minas y canteras (047)",1,1,,,,,
"Industrias manufactureras (048)",44,2,3,35,,4,
"Construcción (050)",3,,2,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",456,10,,360,5,81,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,1,,1,
"Comercio al por mayor (053)",6,1,,4,,1,
"Comercio al por menor (054)",448,9,,355,5,79,
"Hoteles y restaurantes (055)",160,8,5,137,3,7,
"Trans., almac. y comunicaciones (056)",8,3,2,2,1,,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",10,7,,2,,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",51,50,1,,,,
"Enseñanza (060)",391,384,,6,,1,
"Servicios sociales y de salud (061)",107,105,2,,,,
"Otras activ. serv.comun.soc y personales (062)",31,10,1,19,,1,
"Hogares privados con servicio doméstico (063)",141,,,,,,141
"Actividad economica no especificada (065)",168,26,15,86,2,39,
,,,,,,,
"URBANA (066)",4626,1204,754,2086,50,426,106
"Agric., ganadería, caza y silvicultura (067)",1703,4,466,931,20,282,
"Pesca (068)",1,,,1,,,
"Explotación de minas y canteras (069)",39,10,29,,,,
"Industrias manufactureras (070)",236,5,53,149,15,14,
"Suministro de electricidad, gas y agua (071)",2,,2,,,,
"Construcción (072)",172,11,123,36,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",728,24,9,590,5,100,
"Venta, mant.y rep. veh.autom.y motoc. (074)",40,2,8,29,,1,
"Comercio al por mayor (075)",25,2,1,19,,3,
"Comercio al por menor (076)",663,20,,542,5,96,
"Hoteles y restaurantes (077)",161,12,9,129,4,7,
"Trans., almac. y comunicaciones (078)",193,33,27,122,4,7,
"Intermediación financiera (079)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (080)",55,26,1,27,,1,
"Admin.pub. y defensa; p. segur.soc.afil (081)",197,178,19,,,,
"Enseñanza (082)",725,713,,11,,1,
"Servicios sociales y de salud (083)",155,150,3,2,,,
"Otras activ. serv.comun.soc y personales (084)",60,20,2,36,,2,
"Hogares privados con servicio doméstico (085)",106,,,,,,106
"Actividad economica no especificada (087)",88,13,11,52,,12,
"Hombres (088)",3141,678,698,1475,40,237,13
"Agric., ganadería, caza y silvicultura (089)",1485,4,431,847,18,185,
"Pesca (090)",1,,,1,,,
"Explotación de minas y canteras (091)",39,10,29,,,,
"Industrias manufactureras (092)",209,3,51,128,15,12,
"Suministro de electricidad, gas y agua (093)",2,,2,,,,
"Construcción (094)",169,11,121,35,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",319,15,9,267,1,27,
"Venta, mant.y rep. veh.autom.y motoc. (096)",38,2,8,28,,,
"Comercio al por mayor (097)",20,1,1,16,,2,
"Comercio al por menor (098)",261,12,,223,1,25,
"Hoteles y restaurantes (099)",28,7,5,13,1,2,
"Trans., almac. y comunicaciones (100)",185,30,25,120,3,7,
"Intermediación financiera (101)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (102)",46,20,1,25,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",151,133,18,,,,
"Enseñanza (104)",378,372,,6,,,
"Servicios sociales y de salud (105)",58,55,1,2,,,
"Otras activ. serv.comun.soc y personales (106)",32,10,1,20,,1,
"Hogares privados con servicio doméstico (107)",13,,,,,,13
"Actividad economica no especificada (109)",23,5,4,11,,3,
"Mujeres (110)",1485,526,56,611,10,189,93
"Agric., ganadería, caza y silvicultura (111)",218,,35,84,2,97,
"Industrias manufactureras (114)",27,2,2,21,,2,
"Construcción (116)",3,,2,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",409,9,,323,4,73,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,1,,1,
"Comercio al por mayor (119)",5,1,,3,,1,
"Comercio al por menor (120)",402,8,,319,4,71,
"Hoteles y restaurantes (121)",133,5,4,116,3,5,
"Trans., almac. y comunicaciones (122)",8,3,2,2,1,,
"Intermediación financiera (123)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",9,6,,2,,1,
"Admin.pub. y defensa; p. segur.soc.afil (125)",46,45,1,,,,
"Enseñanza (126)",347,341,,5,,1,
"Servicios sociales y de salud (127)",97,95,2,,,,
