"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia ZARUMILLA (000)",16037,34,813,438,448,2948,1807,697,1846,5579,268,577,582
"Agric., ganadería, caza y silvicultura (001)",2444,,,3,3,,1562,,2,874,,,
"Pesca (002)",468,1,12,21,4,,245,6,9,170,,,
"Explotación de minas y canteras (003)",25,,2,4,2,,,14,1,2,,,
"Industrias manufactureras (004)",584,1,8,11,6,12,,487,25,34,,,
"Suministro de electricidad, gas y agua (005)",20,,,3,1,,,,9,7,,,
"Construcción (006)",804,1,11,25,9,,,31,507,220,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",3735,2,12,59,11,2321,,149,10,1171,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",180,1,1,11,,42,,105,7,13,,,
"Comercio al por mayor (009)",187,1,3,6,2,151,,,,24,,,
"Comercio al por menor (010)",3368,,8,42,9,2128,,44,3,1134,,,
"Hoteles y restaurantes (011)",883,1,6,26,26,402,,,,422,,,
"Trans., almac. y comunicaciones (012)",3118,1,8,33,39,4,,5,1259,1769,,,
"Intermediación financiera (013)",26,,1,,18,,,,,7,,,
"Activid.inmobil., empres. y alquileres (014)",401,,54,81,39,116,,2,4,105,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",682,18,19,30,199,55,,,12,81,268,,
"Enseñanza (016)",642,9,593,9,19,,,,,12,,,
"Servicios sociales y de salud (017)",144,,49,56,7,1,,,1,30,,,
"Otras activ. serv.comun.soc y personales (018)",503,,38,77,53,37,,3,7,288,,,
"Hogares privados con servicio doméstico (019)",387,,,,,,,,,387,,,
"Actividad economica no especificada (021)",589,,,,12,,,,,,,577,
"Desocupado (022)",582,,,,,,,,,,,,582
"Hombres (023)",11784,20,375,324,230,1468,1760,597,1820,4206,263,316,405
"Agric., ganadería, caza y silvicultura (024)",2340,,,3,3,,1518,,1,815,,,
"Pesca (025)",459,1,9,21,4,,242,6,9,167,,,
"Explotación de minas y canteras (026)",23,,2,4,2,,,12,1,2,,,
"Industrias manufactureras (027)",469,1,8,9,5,9,,392,20,25,,,
"Suministro de electricidad, gas y agua (028)",20,,,3,1,,,,9,7,,,
"Construcción (029)",788,1,9,24,9,,,31,501,213,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",2120,2,8,33,4,1143,,146,10,774,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",166,1,1,9,,32,,104,7,12,,,
"Comercio al por mayor (032)",112,1,2,2,1,83,,,,23,,,
"Comercio al por menor (033)",1842,,5,22,3,1028,,42,3,739,,,
"Hoteles y restaurantes (034)",290,,2,15,15,130,,,,128,,,
"Trans., almac. y comunicaciones (035)",3047,1,7,28,31,3,,5,1247,1725,,,
"Intermediación financiera (036)",22,,1,,14,,,,,7,,,
"Activid.inmobil., empres. y alquileres (037)",332,,39,69,16,114,,2,4,88,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",507,12,10,21,97,51,,,10,43,263,,
"Enseñanza (039)",255,2,232,5,5,,,,,11,,,
"Servicios sociales y de salud (040)",51,,19,25,3,,,,1,3,,,
"Otras activ. serv.comun.soc y personales (041)",318,,29,64,21,18,,3,7,176,,,
"Hogares privados con servicio doméstico (042)",22,,,,,,,,,22,,,
"Actividad economica no especificada (044)",316,,,,,,,,,,,316,
"Desocupado (045)",405,,,,,,,,,,,,405
"Mujeres (046)",4253,14,438,114,218,1480,47,100,26,1373,5,261,177
"Agric., ganadería, caza y silvicultura (047)",104,,,,,,44,,1,59,,,
"Pesca (048)",9,,3,,,,3,,,3,,,
"Explotación de minas y canteras (049)",2,,,,,,,2,,,,,
"Industrias manufactureras (050)",115,,,2,1,3,,95,5,9,,,
"Construcción (052)",16,,2,1,,,,,6,7,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1615,,4,26,7,1178,,3,,397,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",14,,,2,,10,,1,,1,,,
"Comercio al por mayor (055)",75,,1,4,1,68,,,,1,,,
"Comercio al por menor (056)",1526,,3,20,6,1100,,2,,395,,,
"Hoteles y restaurantes (057)",593,1,4,11,11,272,,,,294,,,
"Trans., almac. y comunicaciones (058)",71,,1,5,8,1,,,12,44,,,
"Intermediación financiera (059)",4,,,,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",69,,15,12,23,2,,,,17,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",175,6,9,9,102,4,,,2,38,5,,
"Enseñanza (062)",387,7,361,4,14,,,,,1,,,
"Servicios sociales y de salud (063)",93,,30,31,4,1,,,,27,,,
"Otras activ. serv.comun.soc y personales (064)",185,,9,13,32,19,,,,112,,,
"Hogares privados con servicio doméstico (065)",365,,,,,,,,,365,,,
"Actividad economica no especificada (067)",273,,,,12,,,,,,,261,
"Desocupado (068)",177,,,,,,,,,,,,177
,,,,,,,,,,,,,
"URBANA (069)",14666,33,774,423,438,2890,1144,675,1776,5157,266,561,529
"Agric., ganadería, caza y silvicultura (070)",1487,,,1,3,,931,,2,550,,,
"Pesca (071)",430,1,12,21,4,,213,6,8,165,,,
"Explotación de minas y canteras (072)",25,,2,4,2,,,14,1,2,,,
"Industrias manufactureras (073)",564,1,8,10,6,12,,473,21,33,,,
"Suministro de electricidad, gas y agua (074)",20,,,3,1,,,,9,7,,,
"Construcción (075)",771,1,11,25,9,,,31,496,198,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",3678,2,12,58,11,2286,,141,9,1159,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",171,1,1,10,,42,,97,7,13,,,
"Comercio al por mayor (078)",187,1,3,6,2,151,,,,24,,,
"Comercio al por menor (079)",3320,,8,42,9,2093,,44,2,1122,,,
"Hoteles y restaurantes (080)",866,1,6,23,26,395,,,,415,,,
"Trans., almac. y comunicaciones (081)",3053,1,8,33,38,4,,5,1206,1758,,,
"Intermediación financiera (082)",26,,1,,18,,,,,7,,,
"Activid.inmobil., empres. y alquileres (083)",377,,54,79,39,106,,2,4,93,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",664,17,18,28,194,49,,,12,80,266,,
"Enseñanza (085)",607,9,559,9,19,,,,,11,,,
"Servicios sociales y de salud (086)",139,,48,54,7,1,,,1,28,,,
"Otras activ. serv.comun.soc y personales (087)",486,,35,75,49,37,,3,7,280,,,
"Hogares privados con servicio doméstico (088)",371,,,,,,,,,371,,,
"Actividad economica no especificada (090)",573,,,,12,,,,,,,561,
"Desocupado (091)",529,,,,,,,,,,,,529
"Hombres (092)",10565,19,359,315,225,1436,1113,575,1750,3846,261,305,361
"Agric., ganadería, caza y silvicultura (093)",1427,,,1,3,,903,,1,519,,,
"Pesca (094)",421,1,9,21,4,,210,6,8,162,,,
"Explotación de minas y canteras (095)",23,,2,4,2,,,12,1,2,,,
"Industrias manufactureras (096)",449,1,8,8,5,9,,378,16,24,,,
"Suministro de electricidad, gas y agua (097)",20,,,3,1,,,,9,7,,,
"Construcción (098)",755,1,9,24,9,,,31,490,191,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",2090,2,8,33,4,1130,,138,9,766,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",158,1,1,9,,32,,96,7,12,,,
"Comercio al por mayor (101)",112,1,2,2,1,83,,,,23,,,
"Comercio al por menor (102)",1820,,5,22,3,1015,,42,2,731,,,
"Hoteles y restaurantes (103)",285,,2,13,15,127,,,,128,,,
"Trans., almac. y comunicaciones (104)",2982,1,7,28,30,3,,5,1194,1714,,,
"Intermediación financiera (105)",22,,1,,14,,,,,7,,,
"Activid.inmobil., empres. y alquileres (106)",310,,39,67,16,104,,2,4,78,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",494,11,10,21,94,45,,,10,42,261,,
"Enseñanza (108)",241,2,219,5,5,,,,,10,,,
"Servicios sociales y de salud (109)",49,,18,24,3,,,,1,3,,,
"Otras activ. serv.comun.soc y personales (110)",310,,27,63,20,18,,3,7,172,,,
"Hogares privados con servicio doméstico (111)",21,,,,,,,,,21,,,
"Actividad economica no especificada (113)",305,,,,,,,,,,,305,
"Desocupado (114)",361,,,,,,,,,,,,361
"Mujeres (115)",4101,14,415,108,213,1454,31,100,26,1311,5,256,168
"Agric., ganadería, caza y silvicultura (116)",60,,,,,,28,,1,31,,,
"Pesca (117)",9,,3,,,,3,,,3,,,
"Explotación de minas y canteras (118)",2,,,,,,,2,,,,,
"Industrias manufactureras (119)",115,,,2,1,3,,95,5,9,,,
"Construcción (121)",16,,2,1,,,,,6,7,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1588,,4,25,7,1156,,3,,393,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",13,,,1,,10,,1,,1,,,
"Comercio al por mayor (124)",75,,1,4,1,68,,,,1,,,
"Comercio al por menor (125)",1500,,3,20,6,1078,,2,,391,,,
"Hoteles y restaurantes (126)",581,1,4,10,11,268,,,,287,,,
"Trans., almac. y comunicaciones (127)",71,,1,5,8,1,,,12,44,,,
"Intermediación financiera (128)",4,,,,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",67,,15,12,23,2,,,,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",170,6,8,7,100,4,,,2,38,5,,
"Enseñanza (131)",366,7,340,4,14,,,,,1,,,
"Servicios sociales y de salud (132)",90,,30,30,4,1,,,,25,,,
"Otras activ. serv.comun.soc y personales (133)",176,,8,12,29,19,,,,108,,,
"Hogares privados con servicio doméstico (134)",350,,,,,,,,,350,,,
"Actividad economica no especificada (136)",268,,,,12,,,,,,,256,
"Desocupado (137)",168,,,,,,,,,,,,168
,,,,,,,,,,,,,
"RURAL (138)",1371,1,39,15,10,58,663,22,70,422,2,16,53
"Agric., ganadería, caza y silvicultura (139)",957,,,2,,,631,,,324,,,
"Pesca (140)",38,,,,,,32,,1,5,,,
"Industrias manufactureras (142)",20,,,1,,,,14,4,1,,,
"Construcción (144)",33,,,,,,,,11,22,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",57,,,1,,35,,8,1,12,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",9,,,1,,,,8,,,,,
"Comercio al por menor (148)",48,,,,,35,,,1,12,,,
