"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LA MAR (000)",27397,84833,71966,,1715,84.8,2
"De 12 a 14 años (001)",3290,21,21,,5,100,23.8
"De 15 a 19 años (002)",3741,1111,1089,284,98,25.6,
"De 20 a 24 años (003)",2975,3605,3519,374,97.6,10.4,
"De 25 a 29 años (004)",2878,6131,5872,376,95.8,6.1,
"De 30 a 34 años (005)",2623,8582,8094,319,94.3,3.7,
"De 35 a 39 años (006)",2482,10359,9562,214,92.3,2.1,
"De 40 a 44 años (007)",2157,11428,10197,120,89.2,1.1,
"De 45 a 49 años (008)",1773,10306,8832,23,85.7,0.2,
"De 50 y más años (009)",5478,33290,24780,,74.4,,
"Conviviente (010)",6926,16892,15736,949,93.2,5.6,
"De 12 a 14 años (011)",51,17,17,3,100,17.6,
"De 15 a 19 años (012)",1000,796,781,204,98.1,25.6,
"De 20 a 24 años (013)",1694,2463,2411,285,97.9,11.6,
"De 25 a 29 años (014)",1514,3266,3149,210,96.4,6.4,
"De 30 a 34 años (015)",1006,3039,2904,143,95.6,4.7,
"De 35 a 39 años (016)",700,2596,2440,72,94,2.8,
"De 40 a 44 años (017)",400,1873,1706,28,91.1,1.5,
"De 45 a 49 años (018)",242,1210,1076,4,88.9,0.3,
"De 50 y más años (019)",319,1632,1252,,76.7,,
"Separado(a) (020)",1044,3046,2708,67,88.9,2.2,
"De 12 a 14 años (021)",3,,,,,,
"De 15 a 19 años (022)",108,111,107,27,96.4,24.3,
"De 20 a 24 años (023)",160,202,197,12,97.5,5.9,
"De 25 a 29 años (024)",146,280,267,17,95.4,6.1,
"De 30 a 34 años (025)",125,316,305,5,96.5,1.6,
"De 35 a 39 años (026)",155,483,447,3,92.5,0.6,
"De 40 a 44 años (027)",120,515,458,3,88.9,0.6,
"De 45 a 49 años (028)",79,384,324,,84.4,,
"De 50 y más años (029)",148,755,603,,79.9,,
"Casado(a) (030)",9276,49661,42087,594,84.7,1.2,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",65,62,62,12,100,19.4,
"De 20 a 24 años (033)",355,718,693,51,96.5,7.1,
"De 25 a 29 años (034)",792,2334,2216,133,94.9,5.7,
"De 30 a 34 años (035)",1223,4876,4558,161,93.5,3.3,
"De 35 a 39 años (036)",1411,6754,6184,132,91.6,2,
