"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia UTCUBAMBA (000)",25699,24922,74,5040,4862,3770,5067,3268,1958,883,777,95615
"De 12 a 14 años (001)",37,19,3,14,2,,,,,,18,18
"De 15 a 19 años (002)",1082,968,7,831,115,12,3,,,,114,1109
"De 20 a 24 años (003)",3253,2999,13,1721,954,245,61,5,,,254,4648
"De 25 a 29 años (004)",3714,3532,9,1094,1231,769,395,31,3,,182,7754
"De 30 a 34 años (005)",3513,3444,7,581,1004,849,803,168,26,6,69,9983
"De 35 a 39 años (006)",3204,3157,5,301,604,659,1030,414,131,13,47,11894
"De 40 a 44 años (007)",2587,2558,6,159,372,426,820,495,207,73,29,11504
"De 45 a 49 años (008)",2145,2130,4,109,210,309,566,516,296,120,15,11097
"De 50 y más años (009)",6164,6115,20,230,370,501,1389,1639,1295,671,49,37608
"Conviviente (010)",12750,12553,38,3082,2877,2056,2439,1188,643,230,197,41300
"De 12 a 14 años (011)",26,12,2,9,1,,,,,,14,11
"De 15 a 19 años (012)",820,729,4,616,97,10,2,,,,91,848
"De 20 a 24 años (013)",2220,2168,10,1182,739,185,50,2,,,52,3435
"De 25 a 29 años (014)",2440,2417,7,687,844,561,296,20,2,,23,5454
"De 30 a 34 años (015)",2073,2067,5,296,591,546,517,96,13,3,6,6123
"De 35 a 39 años (016)",1699,1695,3,123,317,339,598,233,79,3,4,6576
"De 40 a 44 años (017)",1164,1163,2,74,141,181,400,237,103,25,1,5335
"De 45 a 49 años (018)",845,843,,40,69,109,230,211,130,54,2,4579
"De 50 y más años (019)",1463,1459,5,55,78,125,346,389,316,145,4,8939
"Separado(a) (020)",1735,1714,5,492,327,244,324,177,101,44,21,5763
"De 12 a 14 años (021)",4,1,,1,,,,,,,3,1
