"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUACAYBAMBA (000)",20408,10201,10207,3704,1864,1840,16704,8337,8367
"Menores de 1 año (001)",432,214,218,64,27,37,368,187,181
"Menores de 1 mes (002)",20,9,11,5,2,3,15,7,8
"De 1 a 11 meses (003)",412,205,207,59,25,34,353,180,173
"De 1 a 4 años (004)",2296,1172,1124,338,167,171,1958,1005,953
"1 año (005)",525,279,246,77,44,33,448,235,213
"2 años (006)",532,269,263,80,44,36,452,225,227
"3 años (007)",582,300,282,92,39,53,490,261,229
"4 años (008)",657,324,333,89,40,49,568,284,284
"De 5 a 9 años (009)",3144,1545,1599,481,221,260,2663,1324,1339
"5 años (010)",604,303,301,82,37,45,522,266,256
"6 años (011)",582,271,311,86,33,53,496,238,258
"7 años (012)",635,325,310,97,44,53,538,281,257
"8 años (013)",637,300,337,102,49,53,535,251,284
"9 años (014)",686,346,340,114,58,56,572,288,284
"De 10 a 14 años (015)",3100,1636,1464,554,299,255,2546,1337,1209
"10 años (016)",672,353,319,108,59,49,564,294,270
"11 años (017)",625,332,293,123,77,46,502,255,247
"12 años (018)",626,331,295,103,56,47,523,275,248
"13 años (019)",591,298,293,115,49,66,476,249,227
"14 años (020)",586,322,264,105,58,47,481,264,217
"De 15 a 19 años (021)",1921,1011,910,387,208,179,1534,803,731
"15 años (022)",515,275,240,108,55,53,407,220,187
"16 años (023)",462,234,228,91,46,45,371,188,183
"17 años (024)",365,191,174,77,46,31,288,145,143
"18 años (025)",333,174,159,59,29,30,274,145,129
"19 años (026)",246,137,109,52,32,20,194,105,89
"De 20 a 24 años (027)",1259,632,627,225,114,111,1034,518,516
"20 años (028)",292,151,141,49,25,24,243,126,117
"21 años (029)",214,96,118,39,21,18,175,75,100
"22 años (030)",243,133,110,43,26,17,200,107,93
"23 años (031)",251,125,126,52,22,30,199,103,96
"24 años (032)",259,127,132,42,20,22,217,107,110
"De 25 a 29 años (033)",1124,534,590,219,96,123,905,438,467
"25 años (034)",240,120,120,33,20,13,207,100,107
"26 años (035)",213,103,110,46,22,24,167,81,86
"27 años (036)",252,126,126,44,18,26,208,108,100
"28 años (037)",211,91,120,39,11,28,172,80,92
"29 años (038)",208,94,114,57,25,32,151,69,82
"De 30 a 34 años (039)",1232,570,662,262,130,132,970,440,530
"30 años (040)",332,163,169,69,38,31,263,125,138
"31 años (041)",181,87,94,29,12,17,152,75,77
"32 años (042)",219,106,113,45,22,23,174,84,90
"33 años (043)",249,114,135,54,25,29,195,89,106
"34 años (044)",251,100,151,65,33,32,186,67,119
"De 35 a 39 años (045)",1192,572,620,249,121,128,943,451,492
"35 años (046)",249,132,117,40,22,18,209,110,99
