"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",6925,57,201,465,824,1516,2545,1317
"De 12 a 14 años (001)",14,,,,,,2,12
"De 15 a 19 años (002)",253,,,,,,167,86
"De 20 a 24 años (003)",741,,,,,4,508,229
"De 25 a 29 años (004)",839,,,,,58,596,185
"De 30 a 34 años (005)",821,,,,,163,532,126
"De 35 a 39 años (006)",799,,,,8,296,391,104
"De 40 a 44 años (007)",715,,,,59,334,231,91
"De 45 a 49 años (008)",578,,,5,103,307,98,65
"De 50 y más años (009)",2165,57,201,460,654,354,20,419
"Sin nivel (010)",717,25,54,92,143,100,128,175
"De 15 a 19 años (012)",4,,,,,,2,2
"De 20 a 24 años (013)",21,,,,,,16,5
"De 25 a 29 años (014)",34,,,,,1,19,14
"De 30 a 34 años (015)",39,,,,,4,29,6
"De 35 a 39 años (016)",42,,,,,13,18,11
"De 40 a 44 años (017)",52,,,,2,11,30,9
"De 45 a 49 años (018)",41,,,,7,20,10,4
"De 50 y más años (019)",484,25,54,92,134,51,4,124
"Educacion Inicial (020)",14,,,,,3,9,2
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",2,,,,,,2,
"De 25 a 29 años (024)",2,,,,,,1,1
"De 30 a 34 años (025)",5,,,,,1,3,1
"De 35 a 39 años (026)",4,,,,,2,2,
"Primaria (030)",4465,32,138,339,576,1071,1549,760
"De 12 a 14 años (031)",13,,,,,,1,12
"De 15 a 19 años (032)",143,,,,,,96,47
"De 20 a 24 años (033)",437,,,,,1,300,136
"De 25 a 29 años (034)",506,,,,,36,369,101
"De 30 a 34 años (035)",492,,,,,106,323,63
"De 35 a 39 años (036)",499,,,,4,203,241,51
"De 40 a 44 años (037)",449,,,,35,230,135,49
"De 45 a 49 años (038)",399,,,3,62,224,68,42
"De 50 y más años (039)",1527,32,138,336,475,271,16,259
"Secundaria (040)",1121,,4,19,68,204,596,230
"De 12 a 14 años (041)",1,,,,,,1,
"De 15 a 19 años (042)",101,,,,,,66,35
"De 20 a 24 años (043)",228,,,,,3,156,69
"De 25 a 29 años (044)",203,,,,,14,157,32
"De 30 a 34 años (045)",165,,,,,32,109,24
"De 35 a 39 años (046)",143,,,,4,47,67,25
"De 40 a 44 años (047)",104,,,,15,43,29,17
"De 45 a 49 años (048)",82,,,1,21,42,11,7
"De 50 y más años (049)",94,,4,18,28,23,,21
"Sup. no Univ. incompleta (050)",127,,,4,5,23,65,30
"De 15 a 19 años (052)",4,,,,,,2,2
"De 20 a 24 años (053)",27,,,,,,18,9
