"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARAL (000)",65858,679,21628,23860,16208,3483
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",109,,4,39,57,9
"Profes., científicos e intelectuales (002)",4647,,1127,2263,1182,75
"Técnicos de nivel medio y trab. asimilados (003)",2728,6,1042,1087,528,65
"Jefes y empleados de oficina (004)",2323,,1013,829,459,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10889,107,3408,4009,2750,615
"Agricult. trabaj. calif.agrop. y pesqueros (006)",7477,22,1346,2331,2618,1160
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",4299,31,1639,1452,1032,145
"Obreros construc., conf., papel, fab., instr. (008)",7852,23,2504,3136,1941,248
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",23916,487,9066,8071,5249,1043
"Otra (010)",286,,28,164,93,1
"Ocupación no especificada (011)",1332,3,451,479,299,100
"Hombres (012)",43411,465,14300,15154,10876,2616
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",79,,3,29,41,6
"Profes., científicos e intelectuales (014)",2081,,423,984,619,55
"Técnicos de nivel medio y trab. asimilados (015)",1687,6,629,641,357,54
"Jefes y empleados de oficina (016)",1084,,403,394,271,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",4817,57,1547,1688,1195,330
"Agricult. trabaj. calif.agrop. y pesqueros (018)",6346,17,1130,1934,2255,1010
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",3650,21,1409,1219,872,129
"Obreros construc., conf., papel, fab., instr. (020)",7532,19,2365,3021,1889,238
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",15156,344,6106,4843,3137,726
"Otra (022)",268,,26,152,89,1
"Ocupación no especificada (023)",711,1,259,249,151,51
"Mujeres (024)",22447,214,7328,8706,5332,867
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",30,,1,10,16,3
"Profes., científicos e intelectuales (026)",2566,,704,1279,563,20
"Técnicos de nivel medio y trab. asimilados (027)",1041,,413,446,171,11
"Jefes y empleados de oficina (028)",1239,,610,435,188,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",6072,50,1861,2321,1555,285
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1131,5,216,397,363,150
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",649,10,230,233,160,16
