"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",8879,8711,2229,909,933,796,1395,1125,747,577,168,31308
"De 12 a 14 años (001)",940,937,933,4,,,,,,,3,4
"De 15 a 19 años (002)",971,950,765,162,21,1,1,,,,21,211
"De 20 a 24 años (003)",717,682,152,292,173,54,10,1,,,35,849
"De 25 a 29 años (004)",722,683,75,146,223,150,82,6,1,,39,1434
"De 30 a 34 años (005)",692,677,49,77,152,166,177,54,2,,15,2004
"De 35 a 39 años (006)",680,670,47,48,93,117,242,86,34,3,10,2515
"De 40 a 44 años (007)",643,634,29,42,51,84,181,153,65,29,9,3047
"De 45 a 49 años (008)",527,522,13,22,41,41,146,134,84,41,5,2904
"De 50 y más años (009)",2987,2956,166,116,179,183,556,691,561,504,31,18340
"Conviviente (010)",1529,1492,129,395,368,248,206,90,39,17,37,3870
"De 12 a 14 años (011)",10,8,6,2,,,,,,,2,2
"De 15 a 19 años (012)",178,158,43,95,19,,1,,,,20,137
"De 20 a 24 años (013)",361,356,23,170,119,39,5,,,,5,546
"De 25 a 29 años (014)",319,314,17,67,116,77,35,2,,,5,692
"De 30 a 34 años (015)",225,222,7,31,57,60,53,13,1,,3,652
"De 35 a 39 años (016)",174,174,13,12,31,35,56,18,8,1,,618
"De 40 a 44 años (017)",96,95,3,8,14,19,25,19,5,2,1,385
"De 45 a 49 años (018)",54,53,3,2,3,7,13,16,7,2,1,271
"De 50 y más años (019)",112,112,14,8,9,11,18,22,18,12,,567
"Separado(a) (020)",343,339,23,107,58,49,49,30,19,4,4,986
"De 15 a 19 años (022)",22,22,4,18,,,,,,,,18
"De 20 a 24 años (023)",43,43,,37,6,,,,,,,49
"De 25 a 29 años (024)",39,38,4,18,10,4,2,,,,1,58
"De 30 a 34 años (025)",44,44,4,7,13,12,6,2,,,,107
