"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",108,101,3,80,14,4,,,,,7,120
"De 25 a 29 años (024)",117,115,,57,40,12,5,1,,,2,202
"De 30 a 34 años (025)",159,158,1,60,49,28,14,6,,,1,337
"De 35 a 39 años (026)",150,150,2,34,51,39,20,4,,,,363
"De 40 a 44 años (027)",171,171,2,34,35,34,44,18,4,,,542
"De 45 a 49 años (028)",128,128,1,11,28,27,41,15,3,2,,479
"De 50 y más años (029)",349,346,,22,28,50,88,88,43,27,3,1842
"Casado(a) (030)",5677,5582,149,708,1248,1077,1266,615,302,217,95,20885
"De 12 a 14 años (031)",1,1,,,1,,,,,,,2
"De 15 a 19 años (032)",36,27,8,10,5,3,1,,,,9,33
"De 20 a 24 años (033)",165,149,22,89,28,6,4,,,,16,181
"De 25 a 29 años (034)",320,303,22,133,104,23,19,1,1,,17,505
"De 30 a 34 años (035)",577,561,18,145,239,106,50,3,,,16,1173
"De 35 a 39 años (036)",713,703,19,92,259,193,103,30,5,2,10,1891
"De 40 a 44 años (037)",773,763,15,77,212,187,204,54,10,4,10,2411
"De 45 a 49 años (038)",749,748,7,56,157,199,203,95,22,9,1,2735
"De 50 y más años (039)",2343,2327,38,106,243,360,682,432,264,202,16,11954
"Viudo(a) (040)",1153,1139,21,66,94,124,256,249,189,140,14,6610
"De 15 a 19 años (042)",2,1,,,,,1,,,,1,4
"De 20 a 24 años (043)",2,2,,1,,,1,,,,,6
"De 25 a 29 años (044)",10,9,,4,2,,2,1,,,1,23
"De 30 a 34 años (045)",17,17,,3,2,8,3,,1,,,52
"De 35 a 39 años (046)",26,26,,6,7,4,6,3,,,,77
"De 40 a 44 años (047)",48,47,2,5,8,9,13,9,1,,1,172
"De 45 a 49 años (048)",47,47,,6,13,7,11,4,4,2,,180
"De 50 y más años (049)",1001,990,19,41,62,96,219,232,183,138,11,6096
"Divorciado(a) (050)",131,120,5,18,26,16,28,17,6,4,11,442
"De 15 a 19 años (052)",1,,,,,,,,,,1,
"De 20 a 24 años (053)",1,,,,,,,,,,1,
"De 25 a 29 años (054)",4,2,,,2,,,,,,2,4
"De 30 a 34 años (055)",10,10,,3,4,2,1,,,,,21
"De 35 a 39 años (056)",14,13,,4,3,2,3,1,,,1,34
"De 40 a 44 años (057)",20,17,1,2,8,2,3,1,,,3,43
"De 45 a 49 años (058)",10,8,1,1,1,1,3,1,,,2,25
"De 50 y más años (059)",71,70,3,8,8,9,18,14,6,4,1,315
"Soltero(a) (060)",7301,6220,5065,703,265,119,68,,,,1081,1862
"De 12 a 14 años (061)",1882,1881,1879,2,,,,,,,1,2
"De 15 a 19 años (062)",2365,2365,2309,52,3,1,,,,,,61
"De 20 a 24 años (063)",1078,717,565,125,24,1,2,,,,361,184
"De 25 a 29 años (064)",640,307,100,154,42,11,,,,,333,271
"De 30 a 34 años (065)",395,236,50,124,38,14,10,,,,159,282
"De 35 a 39 años (066)",245,177,32,77,40,18,10,,,,68,251
"De 40 a 44 años (067)",192,144,28,55,36,16,9,,,,48,211
"De 45 a 49 años (068)",150,115,27,33,27,17,11,,,,35,182
"De 50 y más años (069)",354,278,75,81,55,41,26,,,,76,418
,,,,,,,,,,,,
"URBANA (080)",19499,18185,5076,3212,3186,2274,2363,1135,539,400,1314,43049
"De 12 a 14 años (081)",1706,1691,1683,8,,,,,,,15,8
"De 15 a 19 años (082)",2472,2400,2144,226,22,6,2,,,,72,296
"De 20 a 24 años (083)",2109,1704,651,767,236,36,11,3,,,405,1412
"De 25 a 29 años (084)",2051,1701,175,749,550,164,59,3,1,,350,2616
"De 30 a 34 años (085)",2133,1952,104,560,709,374,175,23,5,2,181,4051
"De 35 a 39 años (086)",1869,1787,72,287,575,449,322,73,5,4,82,4707
"De 40 a 44 años (087)",1655,1593,60,215,399,367,392,126,29,5,62,4908
"De 45 a 49 años (088)",1289,1252,46,119,263,298,333,138,39,16,37,4383
"De 50 y más años (089)",4215,4105,141,281,432,580,1069,769,460,373,110,20668
"Conviviente (090)",5635,5430,360,1536,1428,868,761,292,110,75,205,13939
"De 12 a 14 años (091)",21,7,1,6,,,,,,,14,6
"De 15 a 19 años (092)",292,235,72,146,16,1,,,,,57,181
"De 20 a 24 años (093)",881,824,117,493,179,27,5,3,,,57,970
"De 25 a 29 años (094)",1068,1034,59,432,379,123,39,2,,,34,1734
"De 30 a 34 años (095)",1072,1052,42,254,400,228,107,15,4,2,20,2345
"De 35 a 39 años (096)",795,790,21,87,228,212,194,44,1,3,5,2326
"De 40 a 44 años (097)",569,564,13,54,118,139,166,57,15,2,5,1946
"De 45 a 49 años (098)",326,323,12,18,51,69,101,48,18,6,3,1308
"De 50 y más años (099)",611,601,23,46,57,69,149,123,72,62,10,3123
"Separado(a) (100)",1114,1097,9,302,224,186,192,114,43,27,17,3540
"De 12 a 14 años (101)",1,1,1,,,,,,,,,
"De 15 a 19 años (102)",30,25,,23,1,1,,,,,5,28
"De 20 a 24 años (103)",98,91,2,76,10,3,,,,,7,105
"De 25 a 29 años (104)",103,102,,51,36,11,4,,,,1,174
"De 30 a 34 años (105)",147,146,1,55,46,26,13,5,,,1,310
"De 35 a 39 años (106)",143,143,2,33,48,37,19,4,,,,345
"De 40 a 44 años (107)",155,155,2,32,31,32,37,17,4,,,488
"De 45 a 49 años (108)",119,119,1,11,27,27,37,11,3,2,,433
"De 50 y más años (109)",318,315,,21,25,49,82,77,36,25,3,1657
"Casado(a) (110)",5034,4945,138,653,1179,986,1092,506,223,168,89,17736
"De 15 a 19 años (112)",33,25,7,10,4,3,1,,,,8,31
"De 20 a 24 años (113)",154,139,20,84,26,5,4,,,,15,169
"De 25 a 29 años (114)",286,271,22,118,94,21,14,1,1,,15,443
"De 30 a 34 años (115)",532,516,16,134,223,98,42,3,,,16,1072
"De 35 a 39 años (116)",661,651,18,89,250,177,91,21,4,1,10,1692
"De 40 a 44 años (117)",690,680,14,71,202,170,168,43,9,3,10,2086
"De 45 a 49 años (118)",654,653,7,54,147,179,172,74,14,6,1,2280
"De 50 y más años (119)",2024,2010,34,93,233,333,600,364,195,158,14,9963
"Viudo(a) (120)",999,985,17,55,87,109,227,206,158,126,14,5689
"De 15 a 19 años (122)",2,1,,,,,1,,,,1,4
"De 20 a 24 años (123)",2,2,,1,,,1,,,,,6
"De 25 a 29 años (124)",9,8,,4,2,,2,,,,1,16
"De 30 a 34 años (125)",15,15,,2,2,8,2,,1,,,47
"De 35 a 39 años (126)",24,24,,4,7,4,6,3,,,,75
"De 40 a 44 años (127)",42,41,2,4,7,8,11,8,1,,1,151
"De 45 a 49 años (128)",43,43,,6,12,6,9,4,4,2,,166
"De 50 y más años (129)",862,851,15,34,57,83,195,191,152,124,11,5224
"Divorciado(a) (130)",128,119,5,18,26,16,28,17,5,4,9,434
"De 15 a 19 años (132)",1,,,,,,,,,,1,
"De 20 a 24 años (133)",1,,,,,,,,,,1,
"De 25 a 29 años (134)",4,2,,,2,,,,,,2,4
"De 30 a 34 años (135)",10,10,,3,4,2,1,,,,,21
"De 35 a 39 años (136)",14,13,,4,3,2,3,1,,,1,34
"De 40 a 44 años (137)",20,17,1,2,8,2,3,1,,,3,43
"De 45 a 49 años (138)",8,8,1,1,1,1,3,1,,,,25
"De 50 y más años (139)",70,69,3,8,8,9,18,14,5,4,1,307
"Soltero(a) (140)",6589,5609,4547,648,242,109,63,,,,980,1711
"De 12 a 14 años (141)",1684,1683,1681,2,,,,,,,1,2
"De 15 a 19 años (142)",2114,2114,2065,47,1,1,,,,,,52
"De 20 a 24 años (143)",973,648,512,113,21,1,1,,,,325,162
"De 25 a 29 años (144)",581,284,94,144,37,9,,,,,297,245
"De 30 a 34 años (145)",357,213,45,112,34,12,10,,,,144,256
"De 35 a 39 años (146)",232,166,31,70,39,17,9,,,,66,235
"De 40 a 44 años (147)",179,136,28,52,33,16,7,,,,43,194
"De 45 a 49 años (148)",139,106,25,29,25,16,11,,,,33,171
"De 50 y más años (149)",330,259,66,79,52,37,25,,,,71,394
,,,,,,,,,,,,
"RURAL (160)",2520,2385,586,343,336,271,377,243,156,73,135,7209
"De 12 a 14 años (161)",204,204,202,1,1,,,,,,,3
"De 15 a 19 años (162)",304,294,255,35,4,,,,,,10,43
"De 20 a 24 años (163)",257,211,73,87,42,7,2,,,,46,200
"De 25 a 29 años (164)",266,223,13,90,69,34,15,2,,,43,406
"De 30 a 34 años (165)",239,222,8,49,78,54,31,2,,,17,509
"De 35 a 39 años (166)",199,196,5,21,50,48,48,19,4,1,3,644
"De 40 a 44 años (167)",209,204,6,22,37,35,75,24,4,1,5,731
"De 45 a 49 años (168)",190,186,3,9,20,39,59,39,13,4,4,833
"De 50 y más años (169)",652,645,21,29,35,54,147,157,135,67,7,3840
"Conviviente (170)",906,881,52,200,215,146,149,73,38,8,25,2604
"De 12 a 14 años (171)",5,5,4,1,,,,,,,,1
"De 15 a 19 años (172)",47,38,10,27,1,,,,,,9,29
"De 20 a 24 años (173)",131,122,17,66,33,5,1,,,,9,151
"De 25 a 29 años (174)",158,154,7,59,50,29,9,,,,4,283
"De 30 a 34 años (175)",142,140,1,20,55,42,21,1,,,2,350
"De 35 a 39 años (176)",125,124,3,8,37,29,34,10,3,,1,409
"De 40 a 44 años (177)",91,91,5,10,19,15,28,11,3,,,314
"De 45 a 49 años (178)",69,69,1,3,6,17,22,14,5,1,,307
"De 50 y más años (179)",138,138,4,6,14,9,34,37,27,7,,760
"Separado(a) (180)",102,101,1,22,22,9,20,18,7,2,1,376
"De 15 a 19 años (182)",3,3,,3,,,,,,,,3
"De 20 a 24 años (183)",10,10,1,4,4,1,,,,,,15
"De 25 a 29 años (184)",14,13,,6,4,1,1,1,,,1,28
"De 30 a 34 años (185)",12,12,,5,3,2,1,1,,,,27
"De 35 a 39 años (186)",7,7,,1,3,2,1,,,,,18
"De 40 a 44 años (187)",16,16,,2,4,2,7,1,,,,54
"De 45 a 49 años (188)",9,9,,,1,,4,4,,,,46
"De 50 y más años (189)",31,31,,1,3,1,6,11,7,2,,185
"Casado(a) (190)",643,637,11,55,69,91,174,109,79,49,6,3149
"De 12 a 14 años (191)",1,1,,,1,,,,,,,2
"De 15 a 19 años (192)",3,2,1,,1,,,,,,1,2
"De 20 a 24 años (193)",11,10,2,5,2,1,,,,,1,12
"De 25 a 29 años (194)",34,32,,15,10,2,5,,,,2,62
"De 30 a 34 años (195)",45,45,2,11,16,8,8,,,,,101
"De 35 a 39 años (196)",52,52,1,3,9,16,12,9,1,1,,199
"De 40 a 44 años (197)",83,83,1,6,10,17,36,11,1,1,,325
"De 45 a 49 años (198)",95,95,,2,10,20,31,21,8,3,,455
"De 50 y más años (199)",319,317,4,13,10,27,82,68,69,44,2,1991
"Viudo(a) (200)",154,154,4,11,7,15,29,43,31,14,,921
"De 25 a 29 años (204)",1,1,,,,,,1,,,,7
"De 30 a 34 años (205)",2,2,,1,,,1,,,,,5
"De 35 a 39 años (206)",2,2,,2,,,,,,,,2
"De 40 a 44 años (207)",6,6,,1,1,1,2,1,,,,21
"De 45 a 49 años (208)",4,4,,,1,1,2,,,,,14
"De 50 y más años (209)",139,139,4,7,5,13,24,41,31,14,,872
"Divorciado(a) (210)",3,1,,,,,,,1,,2,8
"De 45 a 49 años (218)",2,,,,,,,,,,2,
"De 50 y más años (219)",1,1,,,,,,,1,,,8
"Soltero(a) (220)",712,611,518,55,23,10,5,,,,101,151
"De 12 a 14 años (221)",198,198,198,,,,,,,,,
"De 15 a 19 años (222)",251,251,244,5,2,,,,,,,9
"De 20 a 24 años (223)",105,69,53,12,3,,1,,,,36,22
"De 25 a 29 años (224)",59,23,6,10,5,2,,,,,36,26
"De 30 a 34 años (225)",38,23,5,12,4,2,,,,,15,26
"De 35 a 39 años (226)",13,11,1,7,1,1,1,,,,2,16
"De 40 a 44 años (227)",13,8,,3,3,,2,,,,5,17
"De 45 a 49 años (228)",11,9,2,4,2,1,,,,,2,11
"De 50 y más años (229)",24,19,9,2,3,4,1,,,,5,24
