"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comercio al por menor (120)",604,,,3,,466,,3,,132,,
"Hoteles y restaurantes (121)",206,,,3,,113,,1,,89,,
"Trans., almac. y comunicaciones (122)",17,,,4,2,2,,,1,8,,
"Activid.inmobil., empres. y alquileres (124)",20,,2,5,10,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",40,4,2,3,23,,,,,8,,
"Enseñanza (126)",290,1,289,,,,,,,,,
"Servicios sociales y de salud (127)",61,,35,23,1,1,,1,,,,
"Otras activ. serv.comun.soc y personales (128)",29,,2,10,1,1,,,,15,,
"Hogares privados con servicio doméstico (129)",37,,,,,,,,,37,,
"Actividad economica no especificada (131)",105,,1,,5,,,,,,,99
,,,,,,,,,,,,
"RURAL (132)",17059,15,251,38,37,223,9010,559,412,6101,1,412
"Agric., ganadería, caza y silvicultura (133)",14446,,2,7,,,9005,9,4,5419,,
"Pesca (134)",7,,,1,,,5,,,1,,
"Explotación de minas y canteras (135)",204,,1,,,,,87,3,113,,
"Industrias manufactureras (136)",508,,,5,,,,440,60,3,,
"Suministro de electricidad, gas y agua (137)",4,,,,,,,4,,,,
"Construcción (138)",615,,1,2,2,,,3,296,311,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",257,,,3,,189,,13,2,50,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",9,,,1,,,,7,1,,,
"Comercio al por mayor (141)",8,,,,,8,,,,,,
"Comercio al por menor (142)",240,,,2,,181,,6,1,50,,
"Hoteles y restaurantes (143)",49,,,,1,29,,,,19,,
"Trans., almac. y comunicaciones (144)",37,,1,1,2,,,,26,7,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",22,,7,2,1,1,,3,2,6,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",164,11,2,1,26,1,,,19,103,1,
"Enseñanza (148)",233,4,221,,2,,,,,6,,
"Servicios sociales y de salud (149)",25,,12,11,1,,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",22,,4,5,,3,,,,10,,
"Hogares privados con servicio doméstico (151)",50,,,,,,,,,50,,
"Actividad economica no especificada (153)",415,,,,1,,,,,2,,412
"Hombres (154)",10723,13,162,23,30,101,7268,303,385,2306,1,131
"Agric., ganadería, caza y silvicultura (155)",9005,,2,6,,,7263,2,4,1728,,
"Pesca (156)",7,,,1,,,5,,,1,,
"Explotación de minas y canteras (157)",188,,1,,,,,78,3,106,,
"Industrias manufactureras (158)",243,,,3,,,,200,38,2,,
"Suministro de electricidad, gas y agua (159)",4,,,,,,,4,,,,
"Construcción (160)",585,,1,2,2,,,3,292,285,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",148,,,2,,90,,13,2,41,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",9,,,1,,,,7,1,,,
"Comercio al por mayor (163)",7,,,,,7,,,,,,
"Comercio al por menor (164)",132,,,1,,83,,6,1,41,,
"Hoteles y restaurantes (165)",11,,,,1,9,,,,1,,
"Trans., almac. y comunicaciones (166)",35,,1,1,2,,,,26,5,,
"Activid.inmobil., empres. y alquileres (168)",18,,3,2,1,1,,3,2,6,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",155,10,2,1,22,1,,,18,100,1,
"Enseñanza (170)",156,3,147,,1,,,,,5,,
"Servicios sociales y de salud (171)",4,,3,,,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",14,,2,5,,,,,,7,,
"Hogares privados con servicio doméstico (173)",16,,,,,,,,,16,,
"Actividad economica no especificada (175)",134,,,,1,,,,,2,,131
"Mujeres (176)",6336,2,89,15,7,122,1742,256,27,3795,,281
"Agric., ganadería, caza y silvicultura (177)",5441,,,1,,,1742,7,,3691,,
"Explotación de minas y canteras (179)",16,,,,,,,9,,7,,
"Industrias manufactureras (180)",265,,,2,,,,240,22,1,,
"Construcción (182)",30,,,,,,,,4,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",109,,,1,,99,,,,9,,
"Comercio al por mayor (185)",1,,,,,1,,,,,,
"Comercio al por menor (186)",108,,,1,,98,,,,9,,
"Hoteles y restaurantes (187)",38,,,,,20,,,,18,,
"Trans., almac. y comunicaciones (188)",2,,,,,,,,,2,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",4,,4,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",9,1,,,4,,,,1,3,,
"Enseñanza (192)",77,1,74,,1,,,,,1,,
"Servicios sociales y de salud (193)",21,,9,11,1,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",8,,2,,,3,,,,3,,
"Hogares privados con servicio doméstico (195)",34,,,,,,,,,34,,
"Actividad economica no especificada (197)",281,,,,,,,,,,,281
