"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARAVELI (000)",16677,2784,6076,6616,320,643,238
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",56,54,,,2,,
"Profes., científicos e intelectuales (002)",754,636,,106,12,,
"Técnicos de nivel medio y trab. asimilados (003)",488,320,,130,35,2,1
"Jefes y empleados de oficina (004)",361,357,,,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2321,664,83,1311,59,203,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1894,5,42,1727,119,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4727,,2529,2118,55,25,
"Obreros construc.,conf.,papel, fab., instr. (008)",1207,206,375,592,29,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4463,374,2946,520,4,383,236
"Otra (010)",125,125,,,,,
"Ocupación no especificada (011)",281,43,101,112,5,20,
"Hombres (012)",12594,1605,5550,4855,246,317,21
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",36,34,,,2,,
"Profes., científicos e intelectuales (014)",348,290,,51,7,,
"Técnicos de nivel medio y trab. asimilados (015)",332,229,,80,22,1,
"Jefes y empleados de oficina (016)",200,199,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",824,318,16,427,21,42,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1693,4,42,1539,107,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",4466,,2441,1956,53,16,
"Obreros construc.,conf.,papel, fab., instr. (020)",1197,204,372,587,29,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3236,185,2607,172,2,249,21
"Otra (022)",122,122,,,,,
"Ocupación no especificada (023)",140,20,72,43,3,2,
"Mujeres (024)",4083,1179,526,1761,74,326,217
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",20,20,,,,,
"Profes., científicos e intelectuales (026)",406,346,,55,5,,
"Técnicos de nivel medio y trab. asimilados (027)",156,91,,50,13,1,1
"Jefes y empleados de oficina (028)",161,158,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1497,346,67,884,38,161,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",201,1,,188,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",261,,88,162,2,9,
"Obreros construc.,conf.,papel, fab., instr. (032)",10,2,3,5,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1227,189,339,348,2,134,215
"Otra (034)",3,3,,,,,
"Ocupación no especificada (035)",141,23,29,69,2,18,
,,,,,,,
"URBANA (036)",9524,1968,2750,3944,238,444,180
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",37,35,,,2,,
"Profes., científicos e intelectuales (038)",612,512,,92,8,,
"Técnicos de nivel medio y trab. asimilados (039)",348,208,,108,30,2,
"Jefes y empleados de oficina (040)",288,284,,,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1582,314,26,1022,51,168,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",997,2,34,885,75,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1533,,676,799,39,19,
"Obreros construc.,conf.,papel, fab., instr. (044)",978,170,279,499,25,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2836,290,1681,454,4,228,179
"Otra (046)",120,120,,,,,
"Ocupación no especificada (047)",193,33,54,85,4,17,
"Hombres (048)",6641,1079,2456,2701,177,216,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",18,16,,,2,,
"Profes., científicos e intelectuales (050)",271,222,,45,4,,
"Técnicos de nivel medio y trab. asimilados (051)",239,149,,70,19,1,
"Jefes y empleados de oficina (052)",143,142,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",533,118,4,356,20,35,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",910,1,34,808,66,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1441,,644,745,37,15,
"Obreros construc.,conf.,papel, fab., instr. (056)",968,168,276,494,25,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1908,128,1460,149,2,157,12
"Otra (058)",117,117,,,,,
"Ocupación no especificada (059)",93,18,38,34,2,1,
"Mujeres (060)",2883,889,294,1243,61,228,168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",19,19,,,,,
"Profes., científicos e intelectuales (062)",341,290,,47,4,,
"Técnicos de nivel medio y trab. asimilados (063)",109,59,,38,11,1,
"Jefes y empleados de oficina (064)",145,142,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1049,196,22,666,31,133,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",87,1,,77,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",92,,32,54,2,4,
"Obreros construc.,conf.,papel, fab., instr. (068)",10,2,3,5,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",928,162,221,305,2,71,167
"Otra (070)",3,3,,,,,
"Ocupación no especificada (071)",100,15,16,51,2,16,
,,,,,,,
"RURAL (072)",7153,816,3326,2672,82,199,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,19,,,,,
"Profes., científicos e intelectuales (074)",142,124,,14,4,,
"Técnicos de nivel medio y trab. asimilados (075)",140,112,,22,5,,1
"Jefes y empleados de oficina (076)",73,73,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",739,350,57,289,8,35,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",897,3,8,842,44,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",3194,,1853,1319,16,6,
"Obreros construc.,conf.,papel, fab., instr. (080)",229,36,96,93,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1627,84,1265,66,,155,57
"Otra (082)",5,5,,,,,
"Ocupación no especificada (083)",88,10,47,27,1,3,
"Hombres (084)",5953,526,3094,2154,69,101,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",18,18,,,,,
"Profes., científicos e intelectuales (086)",77,68,,6,3,,
"Técnicos de nivel medio y trab. asimilados (087)",93,80,,10,3,,
"Jefes y empleados de oficina (088)",57,57,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",291,200,12,71,1,7,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",783,3,8,731,41,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",3025,,1797,1211,16,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",229,36,96,93,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1328,57,1147,23,,92,9
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",47,2,34,9,1,1,
"Mujeres (096)",1200,290,232,518,13,98,49
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
