"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",78,2,52,16,7,1
"Superior no univ. incompleta (035)",10,,5,2,2,1
"Superior no univ. completa (036)",6,,6,,,
"Superior univ. incompleta (037)",3,,2,,1,
"Superior univ. completa (038)",6,,2,2,2,
"No PEA (040)",5851,2227,1451,641,613,919
"Sin nivel (041)",400,45,29,72,82,172
"Educación inicial (042)",157,155,2,,,
"Primaria (043)",2815,1638,207,198,258,514
"Secundaria (044)",1929,389,950,286,168,136
"Superior no univ. incompleta (045)",195,,135,23,17,20
"Superior no univ. completa (046)",95,,35,23,20,17
"Superior univ. incompleta (047)",122,,80,12,19,11
"Superior univ. completa (048)",138,,13,27,49,49
,,,,,,
"URBANA (060)",5817,1095,1373,1167,1202,980
"Sin nivel (061)",173,12,14,33,38,76
"Educación inicial (062)",67,62,2,3,,
"Primaria (063)",2402,810,186,268,496,642
"Secundaria (064)",2203,211,879,527,411,175
"Superior no univ. incompleta (065)",220,,111,57,39,13
"Superior no univ. completa (066)",200,,58,88,41,13
"Superior univ. incompleta (067)",202,,79,72,41,10
"Superior univ. completa (068)",350,,44,119,136,51
"PEA (070)",2956,51,767,884,849,405
"Sin nivel (071)",67,1,5,19,24,18
"Educación inicial (072)",4,1,,3,,
"Primaria (073)",947,37,121,181,331,277
"Secundaria (074)",1239,12,467,386,294,80
"Superior no univ. incompleta (075)",128,,50,46,30,2
"Superior no univ. completa (076)",160,,49,79,29,3
"Superior univ. incompleta (077)",141,,38,63,33,7
"Superior univ. completa (078)",270,,37,107,108,18
"Ocupada (080)",2887,48,729,870,839,401
"Sin nivel (081)",67,1,5,19,24,18
"Educación inicial (082)",4,1,,3,,
"Primaria (083)",931,34,119,178,325,275
"Secundaria (084)",1204,12,441,379,293,79
"Superior no univ. incompleta (085)",120,,47,44,28,1
"Superior no univ. completa (086)",155,,44,79,29,3
"Superior univ. incompleta (087)",139,,37,63,32,7
"Superior univ. completa (088)",267,,36,105,108,18
"Desocupada (090)",69,3,38,14,10,4
"Primaria (093)",16,3,2,3,6,2
"Secundaria (094)",35,,26,7,1,1
"Superior no univ. incompleta (095)",8,,3,2,2,1
"Superior no univ. completa (096)",5,,5,,,
"Superior univ. incompleta (097)",2,,1,,1,
"Superior univ. completa (098)",3,,1,2,,
"No PEA (100)",2861,1044,606,283,353,575
"Sin nivel (101)",106,11,9,14,14,58
"Educación inicial (102)",63,61,2,,,
"Primaria (103)",1455,773,65,87,165,365
"Secundaria (104)",964,199,412,141,117,95
"Superior no univ. incompleta (105)",92,,61,11,9,11
"Superior no univ. completa (106)",40,,9,9,12,10
"Superior univ. incompleta (107)",61,,41,9,8,3
"Superior univ. completa (108)",80,,7,12,28,33
,,,,,,
"RURAL (120)",6190,1234,1937,1396,1020,603
"Sin nivel (121)",565,41,49,161,160,154
"Educación inicial (122)",97,94,1,2,,
"Primaria (123)",2327,888,357,423,379,280
"Secundaria (124)",2403,211,1218,587,293,94
"Superior no univ. incompleta (125)",277,,132,80,44,21
"Superior no univ. completa (126)",168,,74,45,37,12
"Superior univ. incompleta (127)",143,,59,33,36,15
"Superior univ. completa (128)",210,,47,65,71,27
"PEA (130)",3200,51,1092,1038,760,259
"Sin nivel (131)",271,7,29,103,92,40
"Educación inicial (132)",3,,1,2,,
"Primaria (133)",967,23,215,312,286,131
"Secundaria (134)",1438,21,680,442,242,53
"Superior no univ. incompleta (135)",174,,58,68,36,12
"Superior no univ. completa (136)",113,,48,31,29,5
"Superior univ. incompleta (137)",82,,20,30,25,7
"Superior univ. completa (138)",152,,41,50,50,11
"Ocupada (140)",3121,47,1055,1020,744,255
"Sin nivel (141)",267,7,29,102,90,39
"Educación inicial (142)",3,,1,2,,
"Primaria (143)",942,21,209,304,280,128
"Secundaria (144)",1395,19,654,433,236,53
"Superior no univ. incompleta (145)",172,,56,68,36,12
"Superior no univ. completa (146)",112,,47,31,29,5
"Superior univ. incompleta (147)",81,,19,30,25,7
"Superior univ. completa (148)",149,,40,50,48,11
"Desocupada (150)",79,4,37,18,16,4
"Sin nivel (151)",4,,,1,2,1
"Primaria (153)",25,2,6,8,6,3
"Secundaria (154)",43,2,26,9,6,
"Superior no univ. incompleta (155)",2,,2,,,
"Superior no univ. completa (156)",1,,1,,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",3,,1,,2,
"No PEA (160)",2990,1183,845,358,260,344
"Sin nivel (161)",294,34,20,58,68,114
"Educación inicial (162)",94,94,,,,
"Primaria (163)",1360,865,142,111,93,149
"Secundaria (164)",965,190,538,145,51,41
"Superior no univ. incompleta (165)",103,,74,12,8,9
"Superior no univ. completa (166)",55,,26,14,8,7
"Superior univ. incompleta (167)",61,,39,3,11,8
"Superior univ. completa (168)",58,,6,15,21,16
