"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ANTA (000)",17200,1691,1934,9881,359,2606,186,543
"Agric., ganadería, caza y silvicultura (001)",9741,21,625,6676,273,2146,,
"Pesca (002)",2,1,,1,,,,
"Explotación de minas y canteras (003)",21,1,18,,,2,,
"Industrias manufactureras (004)",574,26,150,351,13,34,,
"Suministro de electricidad, gas y agua (005)",32,8,20,2,,2,,
"Construcción (006)",1069,17,802,194,16,40,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1672,142,40,1303,24,163,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",202,35,34,120,9,4,,
"Comercio al por mayor (009)",64,9,2,43,3,7,,
"Comercio al por menor (010)",1406,98,4,1140,12,152,,
"Hoteles y restaurantes (011)",581,139,10,391,7,34,,
"Trans., almac. y comunicaciones (012)",823,199,64,535,7,18,,
"Intermediación financiera (013)",6,4,,1,1,,,
"Activid.inmobil., empres. y alquileres (014)",195,132,14,42,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",452,307,145,,,,,
"Enseñanza (016)",521,420,1,97,,3,,
"Servicios sociales y de salud (017)",122,95,2,20,5,,,
"Otras activ. serv.comun.soc y personales (018)",178,97,18,60,1,2,,
"Hogares privados con servicio doméstico (019)",186,,,,,,186,
"Actividad economica no especificada (021)",482,82,25,208,5,162,,
"Desocupado (022)",543,,,,,,,543
"Hombres (023)",12604,1044,1766,7629,312,1430,36,387
"Agric., ganadería, caza y silvicultura (024)",8075,17,525,6020,252,1261,,
"Pesca (025)",1,1,,,,,,
"Explotación de minas y canteras (026)",20,1,17,,,2,,
"Industrias manufactureras (027)",434,16,129,252,11,26,,
"Suministro de electricidad, gas y agua (028)",31,8,19,2,,2,,
"Construcción (029)",1053,15,793,190,15,40,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",656,82,40,474,16,44,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",188,29,34,113,9,3,,
"Comercio al por mayor (032)",32,7,2,22,1,,,
"Comercio al por menor (033)",436,46,4,339,6,41,,
"Hoteles y restaurantes (034)",100,64,4,25,1,6,,
"Trans., almac. y comunicaciones (035)",769,169,62,517,6,15,,
"Intermediación financiera (036)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (037)",154,106,11,30,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",354,226,128,,,,,
"Enseñanza (039)",254,223,1,29,,1,,
"Servicios sociales y de salud (040)",45,27,1,13,4,,,
"Otras activ. serv.comun.soc y personales (041)",98,53,16,27,,2,,
"Hogares privados con servicio doméstico (042)",36,,,,,,36,
"Actividad economica no especificada (044)",135,34,20,50,,31,,
"Desocupado (045)",387,,,,,,,387
"Mujeres (046)",4596,647,168,2252,47,1176,150,156
"Agric., ganadería, caza y silvicultura (047)",1666,4,100,656,21,885,,
"Pesca (048)",1,,,1,,,,
"Explotación de minas y canteras (049)",1,,1,,,,,
"Industrias manufactureras (050)",140,10,21,99,2,8,,
"Suministro de electricidad, gas y agua (051)",1,,1,,,,,
"Construcción (052)",16,2,9,4,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1016,60,,829,8,119,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",14,6,,7,,1,,
"Comercio al por mayor (055)",32,2,,21,2,7,,
"Comercio al por menor (056)",970,52,,801,6,111,,
"Hoteles y restaurantes (057)",481,75,6,366,6,28,,
"Trans., almac. y comunicaciones (058)",54,30,2,18,1,3,,
"Intermediación financiera (059)",4,2,,1,1,,,
"Activid.inmobil., empres. y alquileres (060)",41,26,3,12,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",98,81,17,,,,,
"Enseñanza (062)",267,197,,68,,2,,
"Servicios sociales y de salud (063)",77,68,1,7,1,,,
"Otras activ. serv.comun.soc y personales (064)",80,44,2,33,1,,,
"Hogares privados con servicio doméstico (065)",150,,,,,,150,
"Actividad economica no especificada (067)",347,48,5,158,5,131,,
"Desocupado (068)",156,,,,,,,156
,,,,,,,,
"URBANA (069)",6602,1121,872,3448,134,660,91,276
"Agric., ganadería, caza y silvicultura (070)",2123,12,250,1351,77,433,,
"Pesca (071)",1,1,,,,,,
"Explotación de minas y canteras (072)",11,,10,,,1,,
"Industrias manufactureras (073)",346,20,85,217,4,20,,
"Suministro de electricidad, gas y agua (074)",22,6,13,2,,1,,
"Construcción (075)",534,13,377,120,8,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1153,92,18,901,18,124,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",119,22,14,74,5,4,,
"Comercio al por mayor (078)",48,6,2,31,3,6,,
"Comercio al por menor (079)",986,64,2,796,10,114,,
"Hoteles y restaurantes (080)",412,82,3,300,5,22,,
"Trans., almac. y comunicaciones (081)",451,109,27,298,5,12,,
"Intermediación financiera (082)",5,3,,1,1,,,
"Activid.inmobil., empres. y alquileres (083)",127,82,6,33,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",283,225,58,,,,,
"Enseñanza (085)",372,306,1,63,,2,,
"Servicios sociales y de salud (086)",88,65,1,17,5,,,
"Otras activ. serv.comun.soc y personales (087)",113,56,7,47,1,2,,
"Hogares privados con servicio doméstico (088)",91,,,,,,91,
"Actividad economica no especificada (090)",194,49,16,98,4,27,,
"Desocupado (091)",276,,,,,,,276
"Hombres (092)",4279,689,796,2138,102,346,19,189
"Agric., ganadería, caza y silvicultura (093)",1694,9,211,1151,66,257,,
"Pesca (094)",1,1,,,,,,
"Explotación de minas y canteras (095)",10,,9,,,1,,
"Industrias manufactureras (096)",259,13,75,153,3,15,,
"Suministro de electricidad, gas y agua (097)",21,6,12,2,,1,,
"Construcción (098)",523,11,372,116,8,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",426,52,18,316,10,30,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",110,19,14,69,5,3,,
"Comercio al por mayor (101)",26,5,2,18,1,,,
"Comercio al por menor (102)",290,28,2,229,4,27,,
"Hoteles y restaurantes (103)",63,35,,21,1,6,,
"Trans., almac. y comunicaciones (104)",409,85,26,284,4,10,,
"Intermediación financiera (105)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (106)",98,66,3,23,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",218,169,49,,,,,
"Enseñanza (108)",179,160,1,17,,1,,
"Servicios sociales y de salud (109)",36,21,,11,4,,,
"Otras activ. serv.comun.soc y personales (110)",62,33,7,20,,2,,
"Hogares privados con servicio doméstico (111)",19,,,,,,19,
"Actividad economica no especificada (113)",70,26,13,24,,7,,
"Desocupado (114)",189,,,,,,,189
"Mujeres (115)",2323,432,76,1310,32,314,72,87
"Agric., ganadería, caza y silvicultura (116)",429,3,39,200,11,176,,
"Explotación de minas y canteras (118)",1,,1,,,,,
