"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia TAMBOPATA (000)",34985,9726,7157,13666,1086,1689,681,980
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",91,80,,,11,,,
"Profes., científicos e intelectuales (002)",2600,2178,,362,51,9,,
"Técnicos de nivel medio y trab. asimilados (003)",2089,1278,,616,175,19,1,
"Jefes y empleados de oficina (004)",1654,1633,,1,,20,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",6092,2020,116,3213,208,534,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3268,8,2,3048,210,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3636,,1614,1695,266,61,,
"Obreros construc.,conf.,papel, fab., instr. (008)",4989,554,1476,2820,99,40,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7934,1188,3676,1478,29,884,679,
"Otra (010)",331,331,,,,,,
"Ocupaciñn no especificada (011)",1321,456,273,433,37,122,,
"Desocupado (012)",980,,,,,,,980
"Hombres (013)",23097,5192,6374,9278,791,768,82,612
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",77,68,,,9,,,
"Profes., científicos e intelectuales (015)",1391,1103,,243,40,5,,
"Técnicos de nivel medio y trab. asimilados (016)",1322,773,,423,114,12,,
"Jefes y empleados de oficina (017)",787,783,,,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2125,837,27,1045,86,130,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",2887,7,2,2693,185,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",3224,,1450,1489,238,47,,
"Obreros construc.,conf.,papel, fab., instr. (021)",4857,550,1440,2739,94,34,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",4787,519,3255,428,8,495,82,
"Otra (023)",315,315,,,,,,
"Ocupaciñn no especificada (024)",713,237,200,218,17,41,,
"Desocupado (025)",612,,,,,,,612
"Mujeres (026)",11888,4534,783,4388,295,921,599,368
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",14,12,,,2,,,
"Profes., científicos e intelectuales (028)",1209,1075,,119,11,4,,
"Técnicos de nivel medio y trab. asimilados (029)",767,505,,193,61,7,1,
"Jefes y empleados de oficina (030)",867,850,,1,,16,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3967,1183,89,2168,122,404,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",381,1,,355,25,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",412,,164,206,28,14,,
"Obreros construc.,conf.,papel, fab., instr. (034)",132,4,36,81,5,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",3147,669,421,1050,21,389,597,
"Otra (036)",16,16,,,,,,
"Ocupaciñn no especificada (037)",608,219,73,215,20,81,,
"Desocupado (038)",368,,,,,,,368
,,,,,,,,
"URBANA (039)",28512,9014,5082,10969,846,1150,563,888
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",85,74,,,11,,,
"Profes., científicos e intelectuales (041)",2464,2056,,352,48,8,,
"Técnicos de nivel medio y trab. asimilados (042)",1911,1155,,583,154,18,1,
"Jefes y empleados de oficina (043)",1614,1593,,1,,20,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",5414,1782,78,2876,179,498,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1418,6,,1297,115,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",3092,,1331,1520,189,52,,
"Obreros construc.,conf.,papel, fab., instr. (047)",4344,494,1148,2576,92,34,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",5808,1089,2325,1379,25,429,561,
"Otra (049)",329,329,,,,,,
"Ocupaciñn no especificada (050)",1145,436,200,385,33,91,,
"Desocupado (051)",888,,,,,,,888
"Hombres (052)",18005,4795,4457,7092,579,477,58,547
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",72,63,,,9,,,
"Profes., científicos e intelectuales (054)",1318,1037,,240,37,4,,
"Técnicos de nivel medio y trab. asimilados (055)",1185,681,,398,95,11,,
"Jefes y empleados de oficina (056)",760,756,,,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1904,763,18,932,67,124,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1187,5,,1087,95,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",2705,,1179,1323,164,39,,
"Obreros construc.,conf.,papel, fab., instr. (060)",4225,490,1116,2502,89,28,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",3144,458,1990,405,7,226,58,
"Otra (062)",314,314,,,,,,
"Ocupaciñn no especificada (063)",644,228,154,205,16,41,,
"Desocupado (064)",547,,,,,,,547
"Mujeres (065)",10507,4219,625,3877,267,673,505,341
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",13,11,,,2,,,
"Profes., científicos e intelectuales (067)",1146,1019,,112,11,4,,
"Técnicos de nivel medio y trab. asimilados (068)",726,474,,185,59,7,1,
"Jefes y empleados de oficina (069)",854,837,,1,,16,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",3510,1019,60,1944,112,374,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",231,1,,210,20,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",387,,152,197,25,13,,
"Obreros construc.,conf.,papel, fab., instr. (073)",119,4,32,74,3,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",2664,631,335,974,18,203,503,
"Otra (075)",15,15,,,,,,
"Ocupaciñn no especificada (076)",501,208,46,180,17,50,,
"Desocupado (077)",341,,,,,,,341
,,,,,,,,
"RURAL (078)",6473,712,2075,2697,240,539,118,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",6,6,,,,,,
"Profes., científicos e intelectuales (080)",136,122,,10,3,1,,
"Técnicos de nivel medio y trab. asimilados (081)",178,123,,33,21,1,,
"Jefes y empleados de oficina (082)",40,40,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",678,238,38,337,29,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1850,2,2,1751,95,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",544,,283,175,77,9,,
"Obreros construc.,conf.,papel, fab., instr. (086)",645,60,328,244,7,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",2126,99,1351,99,4,455,118,
"Otra (088)",2,2,,,,,,
"Ocupaciñn no especificada (089)",176,20,73,48,4,31,,
"Desocupado (090)",92,,,,,,,92
"Hombres (091)",5092,397,1917,2186,212,291,24,65
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,5,,,,,,
"Profes., científicos e intelectuales (093)",73,66,,3,3,1,,
"Técnicos de nivel medio y trab. asimilados (094)",137,92,,25,19,1,,
