"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PISCO (000)",45715,10677,16250,15679,686,1762,661
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",108,93,,,15,,
"Profes., científicos e intelectuales (002)",3233,2791,,396,40,6,
"Técnicos de nivel medio y trab. asimilados (003)",2203,1599,,501,84,18,1
"Jefes y empleados de oficina (004)",1675,1655,,12,,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5833,1735,101,3333,132,532,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4892,21,171,4455,237,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5237,,3699,1451,60,27,
"Obreros construc.,conf.,papel, fab., instr. (008)",6123,522,2570,2931,73,27,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14544,1202,9239,2338,33,1072,660
"Otra (010)",830,830,,,,,
"Ocupación no especificada (011)",1037,229,470,262,12,64,
"Hombres (012)",32132,6414,13068,11239,503,827,81
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",72,59,,,13,,
"Profes., científicos e intelectuales (014)",1378,1078,,271,28,1,
"Técnicos de nivel medio y trab. asimilados (015)",1524,1069,,386,58,11,
"Jefes y empleados de oficina (016)",911,904,,4,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2641,1145,34,1292,54,116,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4359,17,162,3972,201,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",4278,,2952,1250,57,19,
"Obreros construc.,conf.,papel, fab., instr. (020)",5981,517,2487,2879,73,25,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",9534,693,7060,1063,13,624,81
"Otra (022)",804,804,,,,,
"Ocupación no especificada (023)",650,128,373,122,6,21,
"Mujeres (024)",13583,4263,3182,4440,183,935,580
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",36,34,,,2,,
"Profes., científicos e intelectuales (026)",1855,1713,,125,12,5,
"Técnicos de nivel medio y trab. asimilados (027)",679,530,,115,26,7,1
"Jefes y empleados de oficina (028)",764,751,,8,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3192,590,67,2041,78,416,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",533,4,9,483,36,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",959,,747,201,3,8,
"Obreros construc.,conf.,papel, fab., instr. (032)",142,5,83,52,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",5010,509,2179,1275,20,448,579
"Otra (034)",26,26,,,,,
"Ocupación no especificada (035)",387,101,97,140,6,43,
,,,,,,,
"URBANA (036)",39923,10123,13868,13459,609,1239,625
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",102,87,,,15,,
"Profes., científicos e intelectuales (038)",3100,2682,,372,40,6,
"Técnicos de nivel medio y trab. asimilados (039)",2098,1516,,485,78,18,1
"Jefes y empleados de oficina (040)",1604,1585,,11,,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",5525,1577,87,3217,129,515,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3089,16,163,2728,174,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",5031,,3551,1396,58,26,
"Obreros construc.,conf.,papel, fab., instr. (044)",5788,471,2470,2748,72,27,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",11833,1160,7163,2277,32,577,624
"Otra (046)",802,802,,,,,
"Ocupación no especificada (047)",951,227,434,225,11,54,
"Hombres (048)",27584,6020,11188,9357,435,515,69
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",69,56,,,13,,
"Profes., científicos e intelectuales (050)",1318,1035,,254,28,1,
"Técnicos de nivel medio y trab. asimilados (051)",1442,1006,,373,52,11,
"Jefes y empleados de oficina (052)",871,864,,4,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2463,1021,28,1249,53,112,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2753,12,154,2435,145,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",4119,,2846,1199,55,19,
"Obreros construc.,conf.,papel, fab., instr. (056)",5652,467,2389,2699,72,25,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",7503,657,5418,1029,12,318,69
"Otra (058)",776,776,,,,,
"Ocupación no especificada (059)",618,126,353,115,5,19,
"Mujeres (060)",12339,4103,2680,4102,174,724,556
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",33,31,,,2,,
"Profes., científicos e intelectuales (062)",1782,1647,,118,12,5,
"Técnicos de nivel medio y trab. asimilados (063)",656,510,,112,26,7,1
"Jefes y empleados de oficina (064)",733,721,,7,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3062,556,59,1968,76,403,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",336,4,9,293,29,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",912,,705,197,3,7,
"Obreros construc.,conf.,papel, fab., instr. (068)",136,4,81,49,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",4330,503,1745,1248,20,259,555
"Otra (070)",26,26,,,,,
"Ocupación no especificada (071)",333,101,81,110,6,35,
,,,,,,,
"RURAL (072)",5792,554,2382,2220,77,523,36
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,6,,,,,
"Profes., científicos e intelectuales (074)",133,109,,24,,,
"Técnicos de nivel medio y trab. asimilados (075)",105,83,,16,6,,
"Jefes y empleados de oficina (076)",71,70,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",308,158,14,116,3,17,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1803,5,8,1727,63,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",206,,148,55,2,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",335,51,100,183,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2711,42,2076,61,1,495,36
"Otra (082)",28,28,,,,,
"Ocupación no especificada (083)",86,2,36,37,1,10,
"Hombres (084)",4548,394,1880,1882,68,312,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,3,,,,,
"Profes., científicos e intelectuales (086)",60,43,,17,,,
"Técnicos de nivel medio y trab. asimilados (087)",82,63,,13,6,,
"Jefes y empleados de oficina (088)",40,40,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",178,124,6,43,1,4,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1606,5,8,1537,56,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",159,,106,51,2,,
"Obreros construc.,conf.,papel, fab., instr. (092)",329,50,98,180,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2031,36,1642,34,1,306,12
"Otra (094)",28,28,,,,,
