"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHINCHA (000)",181734,7772,18315,19993,18577,34625,28591,41229,12632
"Sabe leer y escribir (001)",166350,,14485,19858,18465,34351,28324,39754,11113
"No sabe leer y escribir (002)",15384,7772,3830,135,112,274,267,1475,1519
"Hombres (004)",89619,3946,9463,10167,9291,17229,13741,19636,6146
"Sabe leer y escribir (005)",82755,,7435,10100,9230,17094,13650,19366,5880
"No sabe leer y escribir (006)",6864,3946,2028,67,61,135,91,270,266
"Mujeres (008)",92115,3826,8852,9826,9286,17396,14850,21593,6486
"Sabe leer y escribir (009)",83595,,7050,9758,9235,17257,14674,20388,5233
"No sabe leer y escribir (010)",8520,3826,1802,68,51,139,176,1205,1253
,,,,,,,,,
"URBANA (012)",161558,6871,16300,17810,16506,30834,25580,36647,11010
"Sabe leer y escribir (013)",148473,,12940,17689,16405,30596,25379,35587,9877
"No sabe leer y escribir (014)",13085,6871,3360,121,101,238,201,1060,1133
"Hombres (016)",79405,3481,8423,9056,8218,15359,12223,17338,5307
"Sabe leer y escribir (017)",73456,,6642,8996,8162,15243,12152,17137,5124
"No sabe leer y escribir (018)",5949,3481,1781,60,56,116,71,201,183
"Mujeres (020)",82153,3390,7877,8754,8288,15475,13357,19309,5703
"Sabe leer y escribir (021)",75017,,6298,8693,8243,15353,13227,18450,4753
"No sabe leer y escribir (022)",7136,3390,1579,61,45,122,130,859,950
,,,,,,,,,
"RURAL (024)",20176,901,2015,2183,2071,3791,3011,4582,1622
"Sabe leer y escribir (025)",17877,,1545,2169,2060,3755,2945,4167,1236
"No sabe leer y escribir (026)",2299,901,470,14,11,36,66,415,386
"Hombres (028)",10214,465,1040,1111,1073,1870,1518,2298,839
"Sabe leer y escribir (029)",9299,,793,1104,1068,1851,1498,2229,756
"No sabe leer y escribir (030)",915,465,247,7,5,19,20,69,83
"Mujeres (032)",9962,436,975,1072,998,1921,1493,2284,783
"Sabe leer y escribir (033)",8578,,752,1065,992,1904,1447,1938,480
"No sabe leer y escribir (034)",1384,436,223,7,6,17,46,346,303
