"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia DANIEL ALCIDES CARRION (000)",47803,47221,367,215
"Hombres (001)",24029,23788,135,106
"Mujeres (002)",23774,23433,232,109
"Menores de 1 año (003)",673,579,59,35
"Hombres (004)",347,301,29,17
"Mujeres (005)",326,278,30,18
"De 1 a 5 años (006)",4550,4337,63,150
"Hombres (007)",2391,2273,38,80
"Mujeres (008)",2159,2064,25,70
"De 6 a 14 años (009)",9716,9699,12,5
"Hombres (010)",5037,5031,4,2
"Mujeres (011)",4679,4668,8,3
"De 15 a 29 años (012)",13639,13626,9,4
"Hombres (013)",6726,6721,4,1
"Mujeres (014)",6913,6905,5,3
"De 30 a 44 años (015)",8786,8766,18,2
"Hombres (016)",4400,4391,8,1
"Mujeres (017)",4386,4375,10,1
"De 45 a 64 años (018)",6976,6914,57,5
"Hombres (019)",3427,3403,22,2
"Mujeres (020)",3549,3511,35,3
"De 65 a más años (021)",3463,3300,149,14
"Hombres (022)",1701,1668,30,3
"Mujeres (023)",1762,1632,119,11
,,,,
"URBANA (024)",27967,27633,207,127
"Hombres (025)",13880,13739,77,64
"Mujeres (026)",14087,13894,130,63
"Menores de 1 año (027)",357,305,31,21
"Hombres (028)",172,146,16,10
"Mujeres (029)",185,159,15,11
"De 1 a 5 años (030)",2383,2255,34,94
"Hombres (031)",1234,1161,24,49
"Mujeres (032)",1149,1094,10,45
"De 6 a 14 años (033)",5299,5291,7,1
"Hombres (034)",2696,2692,3,1
"Mujeres (035)",2603,2599,4,
"De 15 a 29 años (036)",8111,8106,4,1
"Hombres (037)",4007,4006,1,
"Mujeres (038)",4104,4100,3,1
"De 30 a 44 años (039)",5277,5266,11,
"Hombres (040)",2620,2616,4,
"Mujeres (041)",2657,2650,7,
"De 45 a 64 años (042)",4306,4276,29,1
"Hombres (043)",2059,2048,10,1
"Mujeres (044)",2247,2228,19,
"De 65 a más años (045)",2234,2134,91,9
"Hombres (046)",1092,1070,19,3
"Mujeres (047)",1142,1064,72,6
,,,,
"RURAL (048)",19836,19588,160,88
"Hombres (049)",10149,10049,58,42
"Mujeres (050)",9687,9539,102,46
"Menores de 1 año (051)",316,274,28,14
"Hombres (052)",175,155,13,7
"Mujeres (053)",141,119,15,7
"De 1 a 5 años (054)",2167,2082,29,56
"Hombres (055)",1157,1112,14,31
"Mujeres (056)",1010,970,15,25
"De 6 a 14 años (057)",4417,4408,5,4
"Hombres (058)",2341,2339,1,1
"Mujeres (059)",2076,2069,4,3
"De 15 a 29 años (060)",5528,5520,5,3
"Hombres (061)",2719,2715,3,1
"Mujeres (062)",2809,2805,2,2
"De 30 a 44 años (063)",3509,3500,7,2
"Hombres (064)",1780,1775,4,1
"Mujeres (065)",1729,1725,3,1
"De 45 a 64 años (066)",2670,2638,28,4
"Hombres (067)",1368,1355,12,1
"Mujeres (068)",1302,1283,16,3
"De 65 a más años (069)",1229,1166,58,5
"Hombres (070)",609,598,11,
"Mujeres (071)",620,568,47,5
