"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PAUCARTAMBO (000)",10913,21,105,325,821,1997,4832,2812
"De 12 a 14 años (001)",34,,,,,,1,33
"De 15 a 19 años (002)",437,,,,,,262,175
"De 20 a 24 años (003)",1336,,,,,2,842,492
"De 25 a 29 años (004)",1497,,,,,54,1080,363
"De 30 a 34 años (005)",1450,,,,,163,1031,256
"De 35 a 39 años (006)",1319,,,,6,316,789,208
"De 40 a 44 años (007)",1145,,,1,40,384,523,197
"De 45 a 49 años (008)",900,,,3,81,433,260,123
"De 50 y más años (009)",2795,21,105,321,694,645,44,965
"Sin nivel (010)",4996,15,84,247,584,1069,1638,1359
"De 12 a 14 años (011)",6,,,,,,1,5
"De 15 a 19 años (012)",57,,,,,,31,26
"De 20 a 24 años (013)",219,,,,,1,144,74
"De 25 a 29 años (014)",407,,,,,15,301,91
"De 30 a 34 años (015)",530,,,,,49,385,96
"De 35 a 39 años (016)",546,,,,3,116,338,89
"De 40 a 44 años (017)",545,,,,20,172,249,104
"De 45 a 49 años (018)",539,,,1,37,260,161,80
"De 50 y más años (019)",2147,15,84,246,524,456,28,794
"Educacion Inicial (020)",93,,,,1,6,72,14
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",16,,,,,,12,4
"De 25 a 29 años (024)",22,,,,,,19,3
"De 30 a 34 años (025)",35,,,,,2,28,5
"De 35 a 39 años (026)",19,,,,1,4,12,2
"Primaria (030)",4458,4,17,68,197,753,2411,1008
"De 12 a 14 años (031)",24,,,,,,,24
"De 15 a 19 años (032)",241,,,,,,140,101
"De 20 a 24 años (033)",745,,,,,,486,259
"De 25 a 29 años (034)",770,,,,,25,575,170
"De 30 a 34 años (035)",708,,,,,89,503,116
"De 35 a 39 años (036)",617,,,,2,149,376,90
"De 40 a 44 años (037)",482,,,1,15,175,223,68
"De 45 a 49 años (038)",304,,,2,30,145,94,33
"De 50 y más años (039)",567,4,17,65,150,170,14,147
"Secundaria (040)",1013,1,4,6,29,124,557,292
"De 12 a 14 años (041)",4,,,,,,,4
"De 15 a 19 años (042)",136,,,,,,89,47
"De 20 a 24 años (043)",292,,,,,1,172,119
"De 25 a 29 años (044)",206,,,,,10,143,53
"De 30 a 34 años (045)",108,,,,,18,73,17
"De 35 a 39 años (046)",89,,,,,33,41,15
"De 40 a 44 años (047)",78,,,,4,29,34,11
"De 45 a 49 años (048)",41,,,,10,18,4,9
"De 50 y más años (049)",59,1,4,6,15,15,1,17
"Sup. no Univ. incompleta (050)",78,,,,1,14,34,29
"De 15 a 19 años (052)",2,,,,,,1,1
