"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",612,,,,18,17,94,39,444
"Técnicos de nivel medio ytrab.asimilados (039)",348,3,,8,71,64,111,20,71
"Jefes y empleados de oficina (040)",288,1,,,92,36,61,24,74
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1582,91,1,301,676,139,175,74,125
"Agricult.trabaj. calif.agrop. y pesquros (042)",997,39,,231,441,70,74,64,78
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1533,23,2,223,755,146,211,63,110
"Obreros. construc., conf., papel, fab., instr (044)",978,9,2,165,479,80,100,79,64
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",2836,163,,672,1298,213,211,111,168
"Otra (046)",120,,,,38,9,26,33,14
"Ocupación no especificada (047)",193,6,,39,86,15,20,6,21
"Hombres (048)",6641,125,4,1116,2937,568,728,410,753
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",18,,,2,2,2,2,3,7
"Profes., científicos e intelectuales (050)",271,,,,4,4,30,20,213
"Técnicos de nivel medio ytrab.asimilados (051)",239,1,,7,51,46,66,16,52
"Jefes y empleados de oficina (052)",143,,,,49,15,22,11,46
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",533,12,,85,235,46,65,36,54
"Agricult.trabaj. calif.agrop. y pesquros (054)",910,24,,199,420,65,71,61,70
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1441,17,2,212,709,135,202,61,103
"Obreros. construc., conf., papel, fab., instr (056)",968,9,2,164,474,80,98,79,62
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1908,61,,435,912,159,138,86,117
"Otra (058)",117,,,,38,9,25,32,13
"Ocupación no especificada (059)",93,1,,12,43,7,9,5,16
"Mujeres (060)",2883,210,1,526,1020,224,364,106,432
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",19,,,1,1,1,7,,9
"Profes., científicos e intelectuales (062)",341,,,,14,13,64,19,231
"Técnicos de nivel medio ytrab.asimilados (063)",109,2,,1,20,18,45,4,19
"Jefes y empleados de oficina (064)",145,1,,,43,21,39,13,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1049,79,1,216,441,93,110,38,71
"Agricult.trabaj. calif.agrop. y pesquros (066)",87,15,,32,21,5,3,3,8
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",92,6,,11,46,11,9,2,7
"Obreros. construc., conf., papel, fab., instr (068)",10,,,1,5,,2,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",928,102,,237,386,54,73,25,51
"Otra (070)",3,,,,,,1,1,1
"Ocupación no especificada (071)",100,5,,27,43,8,11,1,5
,,,,,,,,,
"RURAL (072)",7153,357,3,1614,3688,491,409,279,312
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",19,4,,3,6,,,3,3
"Profes., científicos e intelectuales (074)",142,,,,10,6,12,5,109
"Técnicos de nivel medio ytrab.asimilados (075)",140,3,,3,35,22,34,11,32
"Jefes y empleados de oficina (076)",73,,,2,21,10,15,3,22
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",739,32,,136,419,47,45,35,25
"Agricult.trabaj. calif.agrop. y pesquros (078)",897,101,,334,294,67,50,28,23
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",3194,91,3,629,1959,186,153,116,57
"Obreros. construc., conf., papel, fab., instr (080)",229,4,,36,130,19,17,13,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1627,113,,447,778,123,75,63,28
"Otra (082)",5,,,,2,,1,1,1
"Ocupación no especificada (083)",88,9,,24,34,11,7,1,2
"Hombres (084)",5953,240,2,1274,3182,437,324,256,238
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",18,4,,3,6,,,3,2
"Profes., científicos e intelectuales (086)",77,,,,1,1,4,3,68
"Técnicos de nivel medio ytrab.asimilados (087)",93,,,2,21,17,17,9,27
"Jefes y empleados de oficina (088)",57,,,1,15,8,12,3,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",291,3,,24,182,28,19,26,9
"Agricult.trabaj. calif.agrop. y pesquros (090)",783,80,,291,255,64,44,26,23
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",3025,76,2,576,1883,173,143,116,56
"Obreros. construc., conf., papel, fab., instr (092)",229,4,,36,130,19,17,13,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1328,71,,335,664,116,64,56,22
"Otra (094)",5,,,,2,,1,1,1
"Ocupación no especificada (095)",47,2,,6,23,11,3,,2
"Mujeres (096)",1200,117,1,340,506,54,85,23,74
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",65,,,,9,5,8,2,41
"Técnicos de nivel medio ytrab.asimilados (099)",47,3,,1,14,5,17,2,5
"Jefes y empleados de oficina (100)",16,,,1,6,2,3,,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",448,29,,112,237,19,26,9,16
"Agricult.trabaj. calif.agrop. y pesquros (102)",114,21,,43,39,3,6,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",169,15,1,53,76,13,10,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",299,42,,112,114,7,11,7,6
"Ocupación no especificada (107)",41,7,,18,11,,4,1,
