"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ISLAY (000)",1430,7,593,459,320,51
"Conviviente (001)",442,1,154,205,72,10
"Separado(a) (002)",46,,13,8,19,6
"Casado(a) (003)",337,,26,125,163,23
"Viudo(a) (004)",24,,,4,14,6
"Divorciado(a) (005)",7,,,2,4,1
"Soltero(a) (006)",574,6,400,115,48,5
"Hombres (008)",1016,4,398,332,239,43
"Conviviente (009)",304,1,85,152,59,7
"Separado(a) (010)",27,,5,3,14,5
"Casado(a) (011)",244,,12,90,121,21
"Viudo(a) (012)",13,,,2,6,5
"Divorciado(a) (013)",5,,,2,2,1
"Soltero(a) (014)",423,3,296,83,37,4
"Mujeres (016)",414,3,195,127,81,8
"Conviviente (017)",138,,69,53,13,3
"Separado(a) (018)",19,,8,5,5,1
"Casado(a) (019)",93,,14,35,42,2
"Viudo(a) (020)",11,,,2,8,1
"Divorciado(a) (021)",2,,,,2,
"Soltero(a) (022)",151,3,104,32,11,1
,,,,,,
"AREA URBANA (024)",1321,7,556,414,297,47
"Conviviente (025)",387,1,135,172,69,10
"Separado(a) (026)",46,,13,8,19,6
"Casado(a) (027)",313,,25,116,150,22
"Viudo(a) (028)",20,,,4,11,5
"Divorciado(a) (029)",5,,,2,3,
"Soltero(a) (030)",550,6,383,112,45,4
"Hombres (032)",936,4,372,298,223,39
"Conviviente (033)",261,1,71,126,56,7
"Separado(a) (034)",27,,5,3,14,5
"Casado(a) (035)",228,,11,84,113,20
"Viudo(a) (036)",10,,,2,4,4
"Divorciado(a) (037)",4,,,2,2,
"Soltero(a) (038)",406,3,285,81,34,3
"Mujeres (040)",385,3,184,116,74,8
"Conviviente (041)",126,,64,46,13,3
"Separado(a) (042)",19,,8,5,5,1
"Casado(a) (043)",85,,14,32,37,2
"Viudo(a) (044)",10,,,2,7,1
"Divorciado(a) (045)",1,,,,1,
"Soltero(a) (046)",144,3,98,31,11,1
,,,,,,
"AREA RURAL (048)",109,,37,45,23,4
"Conviviente (049)",55,,19,33,3,
"Casado(a) (051)",24,,1,9,13,1
"Viudo(a) (052)",4,,,,3,1
"Divorciado(a) (053)",2,,,,1,1
"Soltero(a) (054)",24,,17,3,3,1
"Hombres (056)",80,,26,34,16,4
"Conviviente (057)",43,,14,26,3,
"Casado(a) (059)",16,,1,6,8,1
"Viudo(a) (060)",3,,,,2,1
"Divorciado(a) (061)",1,,,,,1
"Soltero(a) (062)",17,,11,2,3,1
"Mujeres (064)",29,,11,11,7,
"Conviviente (065)",12,,5,7,,
"Casado(a) (067)",8,,,3,5,
"Viudo(a) (068)",1,,,,1,
"Divorciado(a) (069)",1,,,,1,
"Soltero(a) (070)",7,,6,1,,
