"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CARAVELI (000)",17052,2779,6064,6605,320,596,231,457
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",56,54,,,2,,,
"Profes., científicos e intelectuales (002)",754,636,,106,12,,,
"Técnicos de nivel medio y trab. asimilados (003)",488,320,,130,35,2,1,
"Jefes y empleados de oficina (004)",361,357,,,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2310,661,83,1310,59,196,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1893,5,42,1726,119,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4724,,2529,2115,55,25,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1207,206,375,592,29,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",4396,372,2934,514,4,343,229,
"Otra (010)",125,125,,,,,,
"Ocupación no especificada (011)",281,43,101,112,5,20,,
"Desocupado (012)",457,,,,,,,457
"Hombres (013)",12883,1604,5541,4848,246,282,19,343
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",36,34,,,2,,,
"Profes., científicos e intelectuales (015)",348,290,,51,7,,,
"Técnicos de nivel medio y trab. asimilados (016)",332,229,,80,22,1,,
"Jefes y empleados de oficina (017)",200,199,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",818,318,16,427,21,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1692,4,42,1538,107,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",4463,,2441,1953,53,16,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1197,204,372,587,29,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",3192,184,2598,169,2,220,19,
"Otra (023)",122,122,,,,,,
"Ocupación no especificada (024)",140,20,72,43,3,2,,
"Desocupado (025)",343,,,,,,,343
"Mujeres (026)",4169,1175,523,1757,74,314,212,114
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",20,20,,,,,,
"Profes., científicos e intelectuales (028)",406,346,,55,5,,,
"Técnicos de nivel medio y trab. asimilados (029)",156,91,,50,13,1,1,
"Jefes y empleados de oficina (030)",161,158,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1492,343,67,883,38,160,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",201,1,,188,12,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",261,,88,162,2,9,,
"Obreros construc.,conf.,papel, fab., instr. (034)",10,2,3,5,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",1204,188,336,345,2,123,210,
"Otra (036)",3,3,,,,,,
"Ocupación no especificada (037)",141,23,29,69,2,18,,
"Desocupado (038)",114,,,,,,,114
,,,,,,,,
"URBANA (039)",9842,1963,2744,3936,238,417,174,370
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",37,35,,,2,,,
"Profes., científicos e intelectuales (041)",612,512,,92,8,,,
"Técnicos de nivel medio y trab. asimilados (042)",348,208,,108,30,2,,
"Jefes y empleados de oficina (043)",288,284,,,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1571,311,26,1021,51,161,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",997,2,34,885,75,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1531,,676,797,39,19,,
"Obreros construc.,conf.,papel, fab., instr. (047)",978,170,279,499,25,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",2797,288,1675,449,4,208,173,
"Otra (049)",120,120,,,,,,
"Ocupación no especificada (050)",193,33,54,85,4,17,,
"Desocupado (051)",370,,,,,,,370
"Hombres (052)",6881,1078,2452,2696,177,195,10,273
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",18,16,,,2,,,
"Profes., científicos e intelectuales (054)",271,222,,45,4,,,
"Técnicos de nivel medio y trab. asimilados (055)",239,149,,70,19,1,,
"Jefes y empleados de oficina (056)",143,142,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",527,118,4,356,20,29,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",910,1,34,808,66,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1439,,644,743,37,15,,
"Obreros construc.,conf.,papel, fab., instr. (060)",968,168,276,494,25,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1883,127,1456,146,2,142,10,
"Otra (062)",117,117,,,,,,
"Ocupación no especificada (063)",93,18,38,34,2,1,,
"Desocupado (064)",273,,,,,,,273
"Mujeres (065)",2961,885,292,1240,61,222,164,97
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",19,19,,,,,,
"Profes., científicos e intelectuales (067)",341,290,,47,4,,,
"Técnicos de nivel medio y trab. asimilados (068)",109,59,,38,11,1,,
"Jefes y empleados de oficina (069)",145,142,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1044,193,22,665,31,132,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",87,1,,77,9,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",92,,32,54,2,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",10,2,3,5,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",914,161,219,303,2,66,163,
"Otra (075)",3,3,,,,,,
"Ocupación no especificada (076)",100,15,16,51,2,16,,
"Desocupado (077)",97,,,,,,,97
,,,,,,,,
"RURAL (078)",7210,816,3320,2669,82,179,57,87
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",19,19,,,,,,
"Profes., científicos e intelectuales (080)",142,124,,14,4,,,
"Técnicos de nivel medio y trab. asimilados (081)",140,112,,22,5,,1,
"Jefes y empleados de oficina (082)",73,73,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",739,350,57,289,8,35,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",896,3,8,841,44,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",3193,,1853,1318,16,6,,
"Obreros construc.,conf.,papel, fab., instr. (086)",229,36,96,93,4,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",1599,84,1259,65,,135,56,
"Otra (088)",5,5,,,,,,
"Ocupación no especificada (089)",88,10,47,27,1,3,,
"Desocupado (090)",87,,,,,,,87
"Hombres (091)",6002,526,3089,2152,69,87,9,70
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",18,18,,,,,,
"Profes., científicos e intelectuales (093)",77,68,,6,3,,,
"Técnicos de nivel medio y trab. asimilados (094)",93,80,,10,3,,,
"Jefes y empleados de oficina (095)",57,57,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",291,200,12,71,1,7,,
