"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CELENDIN (000)",23866,578,7875,7733,5637,2043
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",54,,8,31,10,5
"Profes., científicos e intelectuales (002)",1780,,384,979,404,13
"Técnicos de nivel medio y trab. asimilados (003)",304,,106,130,58,10
"Jefes y empleados de oficina (004)",300,,130,107,62,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1502,29,427,479,415,152
"Agricult. trabaj. calif.agrop. y pesqueros (006)",9970,79,2517,3279,2846,1249
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1379,40,473,436,309,121
"Obreros construc., conf., papel, fab., instr. (008)",1132,26,440,394,228,44
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",6636,400,3117,1626,1113,380
"Otra (010)",29,,4,15,10,
"Ocupación no especificada (011)",780,4,269,257,182,68
"Hombres (012)",18144,409,6002,5750,4341,1642
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",45,,6,28,9,2
"Profes., científicos e intelectuales (014)",889,,177,464,238,10
"Técnicos de nivel medio y trab. asimilados (015)",202,,68,83,44,7
"Jefes y empleados de oficina (016)",157,,65,57,34,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",558,18,160,182,140,58
"Agricult. trabaj. calif.agrop. y pesqueros (018)",9620,70,2413,3166,2769,1202
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",568,12,193,187,120,56
"Obreros construc., conf., papel, fab., instr. (020)",828,8,342,310,153,15
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4944,299,2452,1160,765,268
"Otra (022)",28,,3,15,10,
"Ocupación no especificada (023)",305,2,123,98,59,23
"Mujeres (024)",5722,169,1873,1983,1296,401
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",9,,2,3,1,3
"Profes., científicos e intelectuales (026)",891,,207,515,166,3
"Técnicos de nivel medio y trab. asimilados (027)",102,,38,47,14,3
"Jefes y empleados de oficina (028)",143,,65,50,28,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",944,11,267,297,275,94
"Agricult. trabaj. calif.agrop. y pesqueros (030)",350,9,104,113,77,47
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",811,28,280,249,189,65
"Obreros construc., conf., papel, fab., instr. (032)",304,18,98,84,75,29
