"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia LAURICOCHA (000)",9171,31,697,118,109,488,3649,729,361,2758,11,220
"Agric., ganadería, caza y silvicultura (001)",5694,,3,4,,,3645,,2,2040,,
"Pesca (002)",4,,,,,,4,,,,,
"Explotación de minas y canteras (003)",1272,1,60,51,50,22,,617,185,286,,
"Industrias manufactureras (004)",100,,2,2,,1,,90,4,1,,
"Suministro de electricidad, gas y agua (005)",8,,,1,1,,,1,1,4,,
"Construcción (006)",156,,12,4,2,,,4,67,67,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",482,,2,5,,362,,15,,98,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",13,,,,,7,,6,,,,
"Comercio al por mayor (009)",27,,,,,26,,,,1,,
"Comercio al por menor (010)",442,,2,5,,329,,9,,97,,
"Hoteles y restaurantes (011)",132,,,2,1,79,,,,50,,
"Trans., almac. y comunicaciones (012)",102,,,,4,,,,94,4,,
"Intermediación financiera (013)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",37,,19,2,2,8,,,1,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",132,19,14,4,37,,,1,6,40,11,
"Enseñanza (016)",579,11,544,1,5,,,,,18,,
