"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YAUYOS (000)",12764,1978,3138,5497,188,1840,123
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",82,82,,,,,
"Profes., científicos e intelectuales (002)",1006,941,,61,3,1,
"Técnicos de nivel medio y trab. asimilados (003)",318,256,,46,14,2,
"Jefes y empleados de oficina (004)",319,319,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",808,109,16,563,23,97,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4391,2,4,4263,119,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1076,,921,142,8,5,
"Obreros construc.,conf.,papel, fab., instr. (008)",739,76,477,169,10,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3702,109,1672,131,2,1665,123
"Otra (010)",49,49,,,,,
"Ocupación no especificada (011)",274,35,48,122,9,60,
"Hombres (012)",8543,1287,2730,3715,127,678,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",65,65,,,,,
"Profes., científicos e intelectuales (014)",567,533,,31,3,,
"Técnicos de nivel medio y trab. asimilados (015)",255,215,,33,7,,
"Jefes y empleados de oficina (016)",199,199,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",319,74,11,207,6,21,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3179,2,4,3082,90,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1044,,915,117,7,5,
"Obreros construc.,conf.,papel, fab., instr. (020)",704,75,461,154,10,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2070,60,1302,60,2,640,6
"Otra (022)",48,48,,,,,
"Ocupación no especificada (023)",93,16,37,31,2,7,
"Mujeres (024)",4221,691,408,1782,61,1162,117
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",17,17,,,,,
"Profes., científicos e intelectuales (026)",439,408,,30,,1,
"Técnicos de nivel medio y trab. asimilados (027)",63,41,,13,7,2,
"Jefes y empleados de oficina (028)",120,120,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",489,35,5,356,17,76,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1212,,,1181,29,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",32,,6,25,1,,
"Obreros construc.,conf.,papel, fab., instr. (032)",35,1,16,15,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1632,49,370,71,,1025,117
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",181,19,11,91,7,53,
,,,,,,,
"URBANA (036)",6618,1313,986,3146,134,946,93
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",70,70,,,,,
"Profes., científicos e intelectuales (038)",785,740,,42,2,1,
"Técnicos de nivel medio y trab. asimilados (039)",122,75,,35,10,2,
"Jefes y empleados de oficina (040)",224,224,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",576,37,3,435,19,82,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2318,1,1,2238,76,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",197,,63,124,7,3,
"Obreros construc.,conf.,papel, fab., instr. (044)",286,45,129,99,9,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1845,61,763,103,2,823,93
"Otra (046)",44,44,,,,,
"Ocupación no especificada (047)",151,16,27,70,9,29,
"Hombres (048)",4024,773,729,2099,79,339,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",57,57,,,,,
"Profes., científicos e intelectuales (050)",432,407,,23,2,,
"Técnicos de nivel medio y trab. asimilados (051)",72,45,,23,4,,
"Jefes y empleados de oficina (052)",123,123,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",203,22,1,159,4,17,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1687,1,1,1634,50,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",169,,60,100,6,3,
"Obreros construc.,conf.,papel, fab., instr. (056)",282,44,128,97,9,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",903,24,518,45,2,309,5
"Otra (058)",43,43,,,,,
"Ocupación no especificada (059)",53,7,21,18,2,5,
"Mujeres (060)",2594,540,257,1047,55,607,88
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",13,13,,,,,
"Profes., científicos e intelectuales (062)",353,333,,19,,1,
"Técnicos de nivel medio y trab. asimilados (063)",50,30,,12,6,2,
"Jefes y empleados de oficina (064)",101,101,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",373,15,2,276,15,65,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",631,,,604,26,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",28,,3,24,1,,
"Obreros construc.,conf.,papel, fab., instr. (068)",4,1,1,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",942,37,245,58,,514,88
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",98,9,6,52,7,24,
,,,,,,,
"RURAL (072)",6146,665,2152,2351,54,894,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,12,,,,,
"Profes., científicos e intelectuales (074)",221,201,,19,1,,
"Técnicos de nivel medio y trab. asimilados (075)",196,181,,11,4,,
"Jefes y empleados de oficina (076)",95,95,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",232,72,13,128,4,15,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2073,1,3,2025,43,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",879,,858,18,1,2,
"Obreros construc.,conf.,papel, fab., instr. (080)",453,31,348,70,1,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1857,48,909,28,,842,30
"Otra (082)",5,5,,,,,
"Ocupación no especificada (083)",123,19,21,52,,31,
"Hombres (084)",4519,514,2001,1616,48,339,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,8,,,,,
"Profes., científicos e intelectuales (086)",135,126,,8,1,,
"Técnicos de nivel medio y trab. asimilados (087)",183,170,,10,3,,
"Jefes y empleados de oficina (088)",76,76,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",116,52,10,48,2,4,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1492,1,3,1448,40,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",875,,855,17,1,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",422,31,333,57,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1167,36,784,15,,331,1
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",40,9,16,13,,2,
"Mujeres (096)",1627,151,151,735,6,555,29
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,4,,,,,
"Profes., científicos e intelectuales (098)",86,75,,11,,,
