"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAJABAMBA (000)",62984,17015,18068,12632,9855,5414
"Sin nivel (001)",9081,730,1191,1703,2641,2816
"Educación inicial (002)",1027,971,29,27,,
"Primaria (003)",39601,13644,9939,7835,5828,2355
"Secundaria (004)",9318,1670,5248,1488,774,138
"Superior no univ. incompleta (005)",1024,,709,237,67,11
"Superior no univ. completa (006)",1977,,631,978,305,63
"Superior univ. incompleta (007)",279,,174,65,38,2
"Superior univ. completa (008)",677,,147,299,202,29
"PEA (010)",22020,721,7770,6916,4850,1763
"Sin nivel (011)",2236,89,418,527,643,559
"Educación inicial (012)",25,1,12,12,,
"Primaria (013)",13828,595,4820,4066,3220,1127
"Secundaria (014)",3339,36,1721,998,534,50
"Superior no univ. incompleta (015)",427,,204,168,50,5
"Superior no univ. completa (016)",1499,,439,835,211,14
"Superior univ. incompleta (017)",120,,46,47,27,
"Superior univ. completa (018)",546,,110,263,165,8
"Ocupada (020)",21089,618,7250,6729,4761,1731
"Sin nivel (021)",2153,73,396,505,627,552
"Educación inicial (022)",25,1,12,12,,
"Primaria (023)",13237,509,4499,3964,3162,1103
"Secundaria (024)",3179,35,1606,963,526,49
"Superior no univ. incompleta (025)",410,,191,164,50,5
"Superior no univ. completa (026)",1442,,399,822,207,14
"Superior univ. incompleta (027)",117,,45,46,26,
"Superior univ. completa (028)",526,,102,253,163,8
"Desocupada (030)",931,103,520,187,89,32
