"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SECHURA (000)",22003,21259,6886,2929,2523,2132,2875,1681,1067,1166,744,60497
"De 12 a 14 años (001)",2088,2081,2079,2,,,,,,,7,2
"De 15 a 19 años (002)",3259,3205,2715,422,64,3,1,,,,54,563
"De 20 a 24 años (003)",3268,3038,1111,1118,612,153,42,2,,,230,2993
"De 25 a 29 años (004)",2669,2502,358,633,742,491,255,20,3,,167,4815
"De 30 a 34 años (005)",2149,2055,164,266,440,490,548,130,16,1,94,5963
"De 35 a 39 años (006)",1921,1848,98,141,278,381,618,249,65,18,73,6927
"De 40 a 44 años (007)",1509,1477,75,97,136,245,476,300,110,38,32,6483
"De 45 a 49 años (008)",1297,1271,75,73,104,143,332,288,162,94,26,6452
"De 50 y más años (009)",3843,3782,211,177,147,226,603,692,711,1015,61,26299
"Sin nivel (010)",1440,1387,158,76,77,74,208,231,206,357,53,8841
"De 12 a 14 años (011)",21,21,21,,,,,,,,,
"De 15 a 19 años (012)",31,31,27,1,3,,,,,,,7
"De 20 a 24 años (013)",61,56,26,11,12,6,1,,,,5,57
"De 25 a 29 años (014)",58,53,8,8,14,10,12,1,,,5,123
"De 30 a 34 años (015)",66,61,4,5,10,11,26,4,1,,5,209
"De 35 a 39 años (016)",76,68,5,9,4,5,17,19,6,3,8,314
"De 40 a 44 años (017)",111,104,9,9,6,7,30,23,10,10,7,525
"De 45 a 49 años (018)",106,99,11,3,3,8,24,27,12,11,7,539
"De 50 y más años (019)",910,894,47,30,25,27,98,157,177,333,16,7067
"Educacion Inicial (020)",101,95,35,16,9,14,15,5,1,,6,182
"De 12 a 14 años (021)",19,19,19,,,,,,,,,
"De 15 a 19 años (022)",14,14,10,4,,,,,,,,4
