"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CORONGO (000)",2569,25,229,57,99,209,798,131,125,746,8,70,72
"Agric., ganadería, caza y silvicultura (001)",1310,,,4,,,797,,,509,,,
"Pesca (002)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (003)",34,,,,1,,,21,,12,,,
"Industrias manufactureras (004)",110,,1,2,4,2,,97,2,2,,,
"Suministro de electricidad, gas y agua (005)",2,,,1,,,,,1,,,,
"Construcción (006)",143,,3,,2,,,6,72,60,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",216,,1,3,3,157,,5,2,45,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,,,,3,,2,,,,,
"Comercio al por mayor (009)",9,,,1,,7,,,,1,,,
"Comercio al por menor (010)",202,,1,2,3,147,,3,2,44,,,
"Hoteles y restaurantes (011)",63,,,1,2,44,,,,16,,,
"Trans., almac. y comunicaciones (012)",51,,,2,4,,,,38,7,,,
"Intermediación financiera (013)",2,,,,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",39,,6,7,16,2,,,,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",116,20,5,,46,,,2,5,30,8,,
"Enseñanza (016)",212,5,186,1,14,,,,1,5,,,
"Servicios sociales y de salud (017)",34,,11,18,1,,,,3,1,,,
"Otras activ. serv.comun.soc y personales (018)",53,,16,18,5,4,,,1,9,,,
"Hogares privados con servicio doméstico (019)",41,,,,,,,,,41,,,
"Actividad economica no especificada (021)",70,,,,,,,,,,,70,
"Desocupado (022)",72,,,,,,,,,,,,72
"Hombres (023)",2051,21,137,40,63,85,768,112,125,616,8,15,61
"Agric., ganadería, caza y silvicultura (024)",1237,,,4,,,767,,,466,,,
"Pesca (025)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (026)",34,,,,1,,,21,,12,,,
"Industrias manufactureras (027)",86,,1,,3,1,,78,2,1,,,
"Suministro de electricidad, gas y agua (028)",2,,,1,,,,,1,,,,
"Construcción (029)",141,,3,,2,,,6,72,58,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",108,,,2,3,70,,5,2,26,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",4,,,,,2,,2,,,,,
"Comercio al por mayor (032)",6,,,,,5,,,,1,,,
"Comercio al por menor (033)",98,,,2,3,63,,3,2,25,,,
"Hoteles y restaurantes (034)",19,,,,2,12,,,,5,,,
"Trans., almac. y comunicaciones (035)",50,,,2,3,,,,38,7,,,
"Intermediación financiera (036)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",27,,6,6,7,2,,,,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",91,17,3,,31,,,2,5,25,8,,
"Enseñanza (039)",116,4,101,1,6,,,,1,3,,,
"Servicios sociales y de salud (040)",17,,7,6,1,,,,3,,,,
"Otras activ. serv.comun.soc y personales (041)",42,,16,18,3,,,,1,4,,,
"Hogares privados con servicio doméstico (042)",3,,,,,,,,,3,,,
"Actividad economica no especificada (044)",15,,,,,,,,,,,15,
"Desocupado (045)",61,,,,,,,,,,,,61
"Mujeres (046)",518,4,92,17,36,124,30,19,,130,,55,11
"Agric., ganadería, caza y silvicultura (047)",73,,,,,,30,,,43,,,
"Industrias manufactureras (050)",24,,,2,1,1,,19,,1,,,
"Construcción (052)",2,,,,,,,,,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",108,,1,1,,87,,,,19,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,,,,,,
"Comercio al por mayor (055)",3,,,1,,2,,,,,,,
"Comercio al por menor (056)",104,,1,,,84,,,,19,,,
"Hoteles y restaurantes (057)",44,,,1,,32,,,,11,,,
"Trans., almac. y comunicaciones (058)",1,,,,1,,,,,,,,
"Intermediación financiera (059)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",12,,,1,9,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",25,3,2,,15,,,,,5,,,
"Enseñanza (062)",96,1,85,,8,,,,,2,,,
"Servicios sociales y de salud (063)",17,,4,12,,,,,,1,,,
"Otras activ. serv.comun.soc y personales (064)",11,,,,2,4,,,,5,,,
"Hogares privados con servicio doméstico (065)",38,,,,,,,,,38,,,
"Actividad economica no especificada (067)",55,,,,,,,,,,,55,
"Desocupado (068)",11,,,,,,,,,,,,11
,,,,,,,,,,,,,
"URBANA (069)",1423,15,165,46,82,144,323,77,91,400,8,32,40
"Agric., ganadería, caza y silvicultura (070)",563,,,4,,,322,,,237,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Industrias manufactureras (073)",77,,1,2,2,2,,66,2,2,,,
"Suministro de electricidad, gas y agua (074)",2,,,1,,,,,1,,,,
"Construcción (075)",105,,1,,1,,,5,59,39,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",158,,1,2,3,112,,5,1,34,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",2,,,,,,,2,,,,,
"Comercio al por mayor (078)",6,,,,,5,,,,1,,,
"Comercio al por menor (079)",150,,1,2,3,107,,3,1,33,,,
"Hoteles y restaurantes (080)",42,,,1,2,25,,,,14,,,
"Trans., almac. y comunicaciones (081)",29,,,2,4,,,,19,4,,,
"Intermediación financiera (082)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",32,,5,6,12,1,,,,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",88,12,4,,39,,,1,4,20,8,,
"Enseñanza (085)",154,3,134,1,12,,,,1,3,,,
"Servicios sociales y de salud (086)",27,,8,14,1,,,,3,1,,,
"Otras activ. serv.comun.soc y personales (087)",40,,11,13,5,4,,,1,6,,,
"Hogares privados con servicio doméstico (088)",32,,,,,,,,,32,,,
"Actividad economica no especificada (090)",32,,,,,,,,,,,32,
"Desocupado (091)",40,,,,,,,,,,,,40
"Hombres (092)",1066,13,103,33,52,53,304,60,91,308,8,8,33
"Agric., ganadería, caza y silvicultura (093)",522,,,4,,,303,,,215,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Industrias manufactureras (096)",56,,1,,2,1,,49,2,1,,,
"Suministro de electricidad, gas y agua (097)",2,,,1,,,,,1,,,,
"Construcción (098)",103,,1,,1,,,5,59,37,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",73,,,2,3,45,,5,1,17,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",2,,,,,,,2,,,,,
"Comercio al por mayor (101)",5,,,,,4,,,,1,,,
"Comercio al por menor (102)",66,,,2,3,41,,3,1,16,,,
"Hoteles y restaurantes (103)",13,,,,2,6,,,,5,,,
"Trans., almac. y comunicaciones (104)",28,,,2,3,,,,19,4,,,
"Intermediación financiera (105)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",22,,5,5,5,1,,,,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",69,11,3,,27,,,1,4,15,8,,
"Enseñanza (108)",87,2,77,1,4,,,,1,2,,,
"Servicios sociales y de salud (109)",14,,5,5,1,,,,3,,,,
"Otras activ. serv.comun.soc y personales (110)",31,,11,13,3,,,,1,3,,,
"Hogares privados con servicio doméstico (111)",3,,,,,,,,,3,,,
"Actividad economica no especificada (113)",8,,,,,,,,,,,8,
"Desocupado (114)",33,,,,,,,,,,,,33
"Mujeres (115)",357,2,62,13,30,91,19,17,,92,,24,7
"Agric., ganadería, caza y silvicultura (116)",41,,,,,,19,,,22,,,
"Industrias manufactureras (119)",21,,,2,,1,,17,,1,,,
"Construcción (121)",2,,,,,,,,,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",85,,1,,,67,,,,17,,,
"Comercio al por mayor (124)",1,,,,,1,,,,,,,
"Comercio al por menor (125)",84,,1,,,66,,,,17,,,
"Hoteles y restaurantes (126)",29,,,1,,19,,,,9,,,
"Trans., almac. y comunicaciones (127)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",10,,,1,7,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",19,1,1,,12,,,,,5,,,
"Enseñanza (131)",67,1,57,,8,,,,,1,,,
"Servicios sociales y de salud (132)",13,,3,9,,,,,,1,,,
"Otras activ. serv.comun.soc y personales (133)",9,,,,2,4,,,,3,,,
"Hogares privados con servicio doméstico (134)",29,,,,,,,,,29,,,
"Actividad economica no especificada (136)",24,,,,,,,,,,,24,
"Desocupado (137)",7,,,,,,,,,,,,7
,,,,,,,,,,,,,
"RURAL (138)",1146,10,64,11,17,65,475,54,34,346,,38,32
"Agric., ganadería, caza y silvicultura (139)",747,,,,,,475,,,272,,,
"Explotación de minas y canteras (141)",34,,,,1,,,21,,12,,,
"Industrias manufactureras (142)",33,,,,2,,,31,,,,,
"Construcción (144)",38,,2,,1,,,1,13,21,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",58,,,1,,45,,,1,11,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,,,,3,,,,,,,
"Comercio al por mayor (147)",3,,,1,,2,,,,,,,
"Comercio al por menor (148)",52,,,,,40,,,1,11,,,
"Hoteles y restaurantes (149)",21,,,,,19,,,,2,,,
"Trans., almac. y comunicaciones (150)",22,,,,,,,,19,3,,,
"Intermediación financiera (151)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (152)",7,,1,1,4,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",28,8,1,,7,,,1,1,10,,,
"Enseñanza (154)",58,2,52,,2,,,,,2,,,
"Servicios sociales y de salud (155)",7,,3,4,,,,,,,,,
"Otras activ. serv.comun.soc y personales (156)",13,,5,5,,,,,,3,,,
"Hogares privados con servicio doméstico (157)",9,,,,,,,,,9,,,
"Actividad economica no especificada (159)",38,,,,,,,,,,,38,
"Desocupado (160)",32,,,,,,,,,,,,32
"Hombres (161)",985,8,34,7,11,32,464,52,34,308,,7,28
"Agric., ganadería, caza y silvicultura (162)",715,,,,,,464,,,251,,,
"Explotación de minas y canteras (164)",34,,,,1,,,21,,12,,,
"Industrias manufactureras (165)",30,,,,1,,,29,,,,,
