"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",481,317,76,46,42
"Mujeres (044)",8567,7547,460,227,333
"Agric., ganadería, caza y silvicultura (045)",4205,4033,155,14,3
"Pesca (046)",2,1,,,1
"Explotación de minas y canteras (047)",13,11,1,1,
"Industrias manufactureras (048)",766,683,60,20,3
"Suministro de electricidad, gas y agua (049)",3,1,,2,
"Construcción (050)",104,25,13,29,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1350,1293,48,9,
"Venta, mant.y rep. veh.autom y motoc. (052)",8,7,1,,
"Comercio al por mayor (053)",25,18,4,3,
"Comercio al por menor (054)",1317,1268,43,6,
"Hoteles y restaurantes (055)",663,597,38,10,18
"Trans., almac. y comunicaciones (056)",54,34,10,9,1
"Intermediación financiera (057)",6,,1,2,3
"Activid.inmobil., empres. y alquileres (058)",64,37,8,10,9
"Admin.pub. y defensa; p. segur soc.afil (059)",154,,,,154
"Enseñanza (060)",298,93,79,90,36
"Servicios sociales y de salud (061)",115,39,11,10,55
"Otras activ. serv.comun.soc y personales (062)",101,87,7,5,2
"Hogares privados con servicio doméstico (063)",208,208,,,
"Actividad economica no especificada (065)",461,405,29,16,11
,,,,,
"URBANA (066)",11004,7846,1085,750,1323
"Agric., ganadería, caza y silvicultura (067)",2795,2487,241,48,19
"Pesca (068)",2,,,1,1
"Explotación de minas y canteras (069)",158,118,21,15,4
"Industrias manufactureras (070)",1192,1010,118,36,28
"Suministro de electricidad, gas y agua (071)",41,3,3,34,1
"Construcción (072)",1129,448,193,176,312
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1702,1588,75,15,24
"Venta, mant.y rep. veh.autom y motoc. (074)",129,99,10,5,15
"Comercio al por mayor (075)",57,35,9,4,9
"Comercio al por menor (076)",1516,1454,56,6,
"Hoteles y restaurantes (077)",611,537,44,17,13
"Trans., almac. y comunicaciones (078)",958,730,81,72,75
"Intermediación financiera (079)",8,,1,2,5
"Activid.inmobil., empres. y alquileres (080)",278,113,42,51,72
"Admin.pub. y defensa; p. segur soc.afil (081)",535,,,,535
"Enseñanza (082)",521,107,150,178,86
"Servicios sociales y de salud (083)",158,46,10,11,91
"Otras activ. serv.comun.soc y personales (084)",255,155,43,41,16
"Hogares privados con servicio doméstico (085)",190,190,,,
"Actividad economica no especificada (087)",471,314,63,53,41
"Hombres (088)",7040,4606,798,562,1074
"Agric., ganadería, caza y silvicultura (089)",2054,1797,197,41,19
"Pesca (090)",1,,,1,
"Explotación de minas y canteras (091)",150,112,20,14,4
"Industrias manufactureras (092)",650,538,66,21,25
"Suministro de electricidad, gas y agua (093)",38,2,3,32,1
"Construcción (094)",1097,438,193,167,299
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",609,541,36,8,24
"Venta, mant.y rep. veh.autom y motoc. (096)",122,93,9,5,15
"Comercio al por mayor (097)",36,21,5,1,9
"Comercio al por menor (098)",451,427,22,2,
"Hoteles y restaurantes (099)",97,68,14,7,8
"Trans., almac. y comunicaciones (100)",909,698,74,63,74
"Intermediación financiera (101)",2,,,,2
"Activid.inmobil., empres. y alquileres (102)",219,79,34,41,65
"Admin.pub. y defensa; p. segur soc.afil (103)",418,,,,418
"Enseñanza (104)",266,45,80,91,50
"Servicios sociales y de salud (105)",66,20,2,3,41
"Otras activ. serv.comun.soc y personales (106)",168,81,37,36,14
"Hogares privados con servicio doméstico (107)",34,34,,,
"Actividad economica no especificada (109)",262,153,42,37,30
"Mujeres (110)",3964,3240,287,188,249
"Agric., ganadería, caza y silvicultura (111)",741,690,44,7,
"Pesca (112)",1,,,,1
"Explotación de minas y canteras (113)",8,6,1,1,
"Industrias manufactureras (114)",542,472,52,15,3
"Suministro de electricidad, gas y agua (115)",3,1,,2,
"Construcción (116)",32,10,,9,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1093,1047,39,7,
"Venta, mant.y rep. veh.autom y motoc. (118)",7,6,1,,
"Comercio al por mayor (119)",21,14,4,3,
"Comercio al por menor (120)",1065,1027,34,4,
"Hoteles y restaurantes (121)",514,469,30,10,5
"Trans., almac. y comunicaciones (122)",49,32,7,9,1
"Intermediación financiera (123)",6,,1,2,3
"Activid.inmobil., empres. y alquileres (124)",59,34,8,10,7
"Admin.pub. y defensa; p. segur soc.afil (125)",117,,,,117
"Enseñanza (126)",255,62,70,87,36
"Servicios sociales y de salud (127)",92,26,8,8,50
"Otras activ. serv.comun.soc y personales (128)",87,74,6,5,2
"Hogares privados con servicio doméstico (129)",156,156,,,
"Actividad economica no especificada (131)",209,161,21,16,11
,,,,,
"RURAL (132)",15381,13441,925,335,680
"Agric., ganadería, caza y silvicultura (133)",11658,11092,506,39,21
"Pesca (134)",2,1,1,,
"Explotación de minas y canteras (135)",163,129,30,3,1
"Industrias manufactureras (136)",542,473,35,15,19
"Suministro de electricidad, gas y agua (137)",9,4,2,3,
"Construcción (138)",1032,346,216,221,249
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",480,452,25,3,
"Venta, mant.y rep. veh.autom y motoc. (140)",32,28,3,1,
"Comercio al por mayor (141)",29,27,2,,
"Comercio al por menor (142)",419,397,20,2,
"Hoteles y restaurantes (143)",204,154,11,1,38
"Trans., almac. y comunicaciones (144)",211,170,19,14,8
"Activid.inmobil., empres. y alquileres (146)",47,20,7,8,12
"Admin.pub. y defensa; p. segur soc.afil (147)",298,,,,298
"Enseñanza (148)",103,62,21,13,7
"Servicios sociales y de salud (149)",31,15,3,2,11
"Otras activ. serv.comun.soc y personales (150)",54,39,7,4,4
"Hogares privados con servicio doméstico (151)",76,76,,,
"Actividad economica no especificada (153)",471,408,42,9,12
"Hombres (154)",10778,9134,752,296,596
"Agric., ganadería, caza y silvicultura (155)",8194,7749,395,32,18
"Pesca (156)",1,,1,,
"Explotación de minas y canteras (157)",158,124,30,3,1
"Industrias manufactureras (158)",318,262,27,10,19
"Suministro de electricidad, gas y agua (159)",9,4,2,3,
"Construcción (160)",960,331,203,201,225
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",223,206,16,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",31,27,3,1,
"Comercio al por mayor (163)",25,23,2,,
"Comercio al por menor (164)",167,156,11,,
"Hoteles y restaurantes (165)",55,26,3,1,25
"Trans., almac. y comunicaciones (166)",206,168,16,14,8
"Activid.inmobil., empres. y alquileres (168)",42,17,7,8,10
"Admin.pub. y defensa; p. segur soc.afil (169)",261,,,,261
"Enseñanza (170)",60,31,12,10,7
"Servicios sociales y de salud (171)",8,2,,,6
"Otras activ. serv.comun.soc y personales (172)",40,26,6,4,4
"Hogares privados con servicio doméstico (173)",24,24,,,
"Actividad economica no especificada (175)",219,164,34,9,12
"Mujeres (176)",4603,4307,173,39,84
"Agric., ganadería, caza y silvicultura (177)",3464,3343,111,7,3
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",5,5,,,
"Industrias manufactureras (180)",224,211,8,5,
"Construcción (182)",72,15,13,20,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",257,246,9,2,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",4,4,,,
"Comercio al por menor (186)",252,241,9,2,
"Hoteles y restaurantes (187)",149,128,8,,13
"Trans., almac. y comunicaciones (188)",5,2,3,,
"Activid.inmobil., empres. y alquileres (190)",5,3,,,2
"Admin.pub. y defensa; p. segur soc.afil (191)",37,,,,37
"Enseñanza (192)",43,31,9,3,
"Servicios sociales y de salud (193)",23,13,3,2,5
"Otras activ. serv.comun.soc y personales (194)",14,13,1,,
"Hogares privados con servicio doméstico (195)",52,52,,,
"Actividad economica no especificada (197)",252,244,8,,
