"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MELGAR (000)",25956,3137,3578,11502,333,5543,212,1651
"Agric., ganadería, caza y silvicultura (001)",13829,29,1655,6981,200,4964,,
"Pesca (002)",10,,,6,2,2,,
"Explotación de minas y canteras (003)",550,113,431,5,,1,,
"Industrias manufactureras (004)",887,20,251,474,21,121,,
"Suministro de electricidad, gas y agua (005)",30,9,21,,,,,
"Construcción (006)",1092,16,754,268,11,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2531,115,46,2055,58,257,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",185,21,34,119,8,3,,
"Comercio al por mayor (009)",105,9,,76,8,12,,
"Comercio al por menor (010)",2241,85,12,1860,42,242,,
"Hoteles y restaurantes (011)",539,108,27,366,12,26,,
"Trans., almac. y comunicaciones (012)",955,156,81,691,13,14,,
"Intermediación financiera (013)",16,13,,3,,,,
"Activid.inmobil., empres. y alquileres (014)",319,205,26,78,7,3,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",750,621,129,,,,,
"Enseñanza (016)",1274,1230,1,40,,3,,
"Servicios sociales y de salud (017)",362,323,2,34,1,2,,
"Otras activ. serv.comun.soc y personales (018)",297,93,9,187,3,5,,
"Hogares privados con servicio doméstico (019)",212,,,,,,212,
"Actividad economica no especificada (021)",652,86,145,314,5,102,,
"Desocupado (022)",1651,,,,,,,1651
"Hombres (023)",15451,2058,2623,7411,217,1931,41,1170
"Agric., ganadería, caza y silvicultura (024)",7828,29,875,5086,140,1698,,
"Pesca (025)",8,,,5,2,1,,
"Explotación de minas y canteras (026)",530,105,421,3,,1,,
"Industrias manufactureras (027)",609,17,206,295,15,76,,
"Suministro de electricidad, gas y agua (028)",26,7,19,,,,,
"Construcción (029)",1060,15,728,267,10,40,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",911,61,46,715,29,60,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",162,14,34,106,7,1,,
"Comercio al por mayor (032)",49,7,,31,5,6,,
"Comercio al por menor (033)",700,40,12,578,17,53,,
"Hoteles y restaurantes (034)",116,47,7,54,3,5,,
"Trans., almac. y comunicaciones (035)",892,126,76,668,11,11,,
"Intermediación financiera (036)",11,10,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",250,160,23,61,3,3,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",525,431,94,,,,,
"Enseñanza (039)",807,782,1,22,,2,,
"Servicios sociales y de salud (040)",183,156,2,24,,1,,
"Otras activ. serv.comun.soc y personales (041)",150,64,6,77,2,1,,
"Hogares privados con servicio doméstico (042)",41,,,,,,41,
"Actividad economica no especificada (044)",334,48,119,133,2,32,,
"Desocupado (045)",1170,,,,,,,1170
"Mujeres (046)",10505,1079,955,4091,116,3612,171,481
"Agric., ganadería, caza y silvicultura (047)",6001,,780,1895,60,3266,,
"Pesca (048)",2,,,1,,1,,
"Explotación de minas y canteras (049)",20,8,10,2,,,,
"Industrias manufactureras (050)",278,3,45,179,6,45,,
"Suministro de electricidad, gas y agua (051)",4,2,2,,,,,
"Construcción (052)",32,1,26,1,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1620,54,,1340,29,197,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",23,7,,13,1,2,,
"Comercio al por mayor (055)",56,2,,45,3,6,,
"Comercio al por menor (056)",1541,45,,1282,25,189,,
"Hoteles y restaurantes (057)",423,61,20,312,9,21,,
"Trans., almac. y comunicaciones (058)",63,30,5,23,2,3,,
"Intermediación financiera (059)",5,3,,2,,,,
"Activid.inmobil., empres. y alquileres (060)",69,45,3,17,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",225,190,35,,,,,
"Enseñanza (062)",467,448,,18,,1,,
"Servicios sociales y de salud (063)",179,167,,10,1,1,,
"Otras activ. serv.comun.soc y personales (064)",147,29,3,110,1,4,,
"Hogares privados con servicio doméstico (065)",171,,,,,,171,
"Actividad economica no especificada (067)",318,38,26,181,3,70,,
"Desocupado (068)",481,,,,,,,481
,,,,,,,,
"URBANA (069)",11290,2584,1385,5042,169,936,146,1028
"Agric., ganadería, caza y silvicultura (070)",1993,17,211,1163,53,549,,
"Pesca (071)",3,,,3,,,,
"Explotación de minas y canteras (072)",123,7,113,3,,,,
"Industrias manufactureras (073)",586,11,138,376,19,42,,
"Suministro de electricidad, gas y agua (074)",17,7,10,,,,,
"Construcción (075)",804,11,567,202,11,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2286,91,30,1869,53,243,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",155,14,21,110,7,3,,
"Comercio al por mayor (078)",94,8,,66,8,12,,
"Comercio al por menor (079)",2037,69,9,1693,38,228,,
"Hoteles y restaurantes (080)",480,87,14,347,12,20,,
"Trans., almac. y comunicaciones (081)",825,130,51,619,12,13,,
"Intermediación financiera (082)",15,12,,3,,,,
"Activid.inmobil., empres. y alquileres (083)",241,148,19,68,4,2,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",665,556,109,,,,,
"Enseñanza (085)",1110,1080,1,28,,1,,
"Servicios sociales y de salud (086)",311,280,2,29,,,,
"Otras activ. serv.comun.soc y personales (087)",269,83,6,174,2,4,,
"Hogares privados con servicio doméstico (088)",146,,,,,,146,
"Actividad economica no especificada (090)",388,64,114,158,3,49,,
"Desocupado (091)",1028,,,,,,,1028
"Hombres (092)",6731,1619,1170,2755,106,363,26,692
"Agric., ganadería, caza y silvicultura (093)",1270,17,134,837,37,245,,
"Pesca (094)",3,,,3,,,,
"Explotación de minas y canteras (095)",115,6,108,1,,,,
"Industrias manufactureras (096)",370,8,109,222,13,18,,
"Suministro de electricidad, gas y agua (097)",13,5,8,,,,,
"Construcción (098)",777,11,542,202,10,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",775,46,30,615,28,56,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",133,8,21,97,6,1,,
"Comercio al por mayor (101)",43,7,,25,5,6,,
"Comercio al por menor (102)",599,31,9,493,17,49,,
"Hoteles y restaurantes (103)",91,33,,52,3,3,,
"Trans., almac. y comunicaciones (104)",767,102,48,597,10,10,,
"Intermediación financiera (105)",10,9,,1,,,,
"Activid.inmobil., empres. y alquileres (106)",181,108,16,53,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",450,375,75,,,,,
"Enseñanza (108)",688,674,1,13,,,,
"Servicios sociales y de salud (109)",159,136,2,21,,,,
"Otras activ. serv.comun.soc y personales (110)",129,55,3,69,2,,,
"Hogares privados con servicio doméstico (111)",26,,,,,,26,
"Actividad economica no especificada (113)",215,34,94,69,1,17,,
"Desocupado (114)",692,,,,,,,692
"Mujeres (115)",4559,965,215,2287,63,573,120,336
