"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Agric., ganadería, caza y silvicultura (023)",4459,,4,8,,,2399,,,2048,,
"Pesca (024)",5,,,,,,4,,,1,,
"Explotación de minas y canteras (025)",901,,82,56,29,8,,403,133,190,,
"Industrias manufactureras (026)",83,,3,1,,1,,72,6,,,
"Suministro de electricidad, gas y agua (027)",9,,1,1,,,,6,,1,,
"Construcción (028)",350,,4,4,1,,,14,154,173,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",217,,,2,1,143,,21,2,48,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",20,,,,,4,,14,2,,,
"Comercio al por mayor (031)",19,,,1,,17,,,,1,,
"Comercio al por menor (032)",178,,,1,1,122,,7,,47,,
"Hoteles y restaurantes (033)",43,,1,4,,26,,,,12,,
"Trans., almac. y comunicaciones (034)",193,,,3,7,,,,160,23,,
"Intermediación financiera (035)",5,1,1,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",47,,19,8,,6,,2,1,11,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",267,52,14,8,59,3,,5,17,66,43,
"Enseñanza (038)",268,5,242,1,8,,,,2,10,,
"Servicios sociales y de salud (039)",41,,23,11,4,2,,,1,,,
"Otras activ. serv.comun.soc y personales (040)",24,,1,12,5,2,,,,4,,
"Hogares privados con servicio doméstico (041)",8,,,,,,,,,8,,
"Actividad economica no especificada (043)",57,,2,,1,,,,,,,54
"Mujeres (044)",2182,10,252,52,66,367,466,35,5,813,,116
"Agric., ganadería, caza y silvicultura (045)",1004,,2,3,1,,466,,,532,,
"Explotación de minas y canteras (047)",29,,6,,7,,,4,,12,,
"Industrias manufactureras (048)",34,,2,,,,,31,1,,,
"Construcción (050)",19,,,,,,,,2,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",357,,,2,1,299,,,,55,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,2,,,,,,
"Comercio al por mayor (053)",10,,,,,9,,,,1,,
"Comercio al por menor (054)",345,,,2,1,288,,,,54,,
"Hoteles y restaurantes (055)",142,,,6,1,62,,,,73,,
"Trans., almac. y comunicaciones (056)",8,,,2,3,1,,,,2,,
"Intermediación financiera (057)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",6,,,1,,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",74,10,2,,31,,,,2,29,,
"Enseñanza (060)",218,,202,,7,,,,,9,,
"Servicios sociales y de salud (061)",80,,36,32,8,1,,,,3,,
"Otras activ. serv.comun.soc y personales (062)",36,,2,6,5,4,,,,19,,
"Hogares privados con servicio doméstico (063)",57,,,,,,,,,57,,
"Actividad economica no especificada (065)",117,,,,1,,,,,,,116
,,,,,,,,,,,,
"URBANA (066)",4101,43,440,94,124,392,977,117,246,1577,30,61
"Agric., ganadería, caza y silvicultura (067)",2157,,4,10,1,,976,,,1166,,
"Pesca (068)",1,,,,,,1,,,,,
"Explotación de minas y canteras (069)",55,,6,3,,1,,15,5,25,,
"Industrias manufactureras (070)",73,,4,,,1,,67,1,,,
"Suministro de electricidad, gas y agua (071)",6,,1,1,,,,4,,,,
"Construcción (072)",197,,3,4,1,,,11,97,81,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",398,,,4,1,302,,15,2,74,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",15,,,,,4,,9,2,,,
"Comercio al por mayor (075)",23,,,1,,20,,,,2,,
"Comercio al por menor (076)",360,,,3,1,278,,6,,72,,
"Hoteles y restaurantes (077)",146,,1,8,1,74,,,,62,,
"Trans., almac. y comunicaciones (078)",152,,,5,8,1,,,123,15,,
"Intermediación financiera (079)",4,1,1,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",42,,15,8,,4,,,1,14,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",245,37,11,8,76,2,,5,16,60,30,
"Enseñanza (082)",384,5,349,1,13,,,,,16,,
"Servicios sociales y de salud (083)",94,,41,35,12,2,,,1,3,,
"Otras activ. serv.comun.soc y personales (084)",39,,3,7,7,5,,,,17,,
"Hogares privados con servicio doméstico (085)",44,,,,,,,,,44,,
"Actividad economica no especificada (087)",64,,1,,2,,,,,,,61
"Hombres (088)",2818,38,241,54,71,135,809,95,242,1083,30,20
"Agric., ganadería, caza y silvicultura (089)",1694,,3,7,,,808,,,876,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",53,,6,3,,1,,15,5,23,,
"Industrias manufactureras (092)",50,,3,,,1,,45,1,,,
"Suministro de electricidad, gas y agua (093)",6,,1,1,,,,4,,,,
"Construcción (094)",187,,3,4,1,,,11,95,73,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",151,,,2,1,100,,15,2,31,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",14,,,,,3,,9,2,,,
"Comercio al por mayor (097)",15,,,1,,13,,,,1,,
"Comercio al por menor (098)",122,,,1,1,84,,6,,30,,
"Hoteles y restaurantes (099)",36,,1,3,,24,,,,8,,
"Trans., almac. y comunicaciones (100)",145,,,3,6,,,,123,13,,
"Intermediación financiera (101)",3,1,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",36,,15,7,,4,,,1,9,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",182,32,10,8,46,2,,5,14,35,30,
"Enseñanza (104)",203,5,181,1,8,,,,,8,,
"Servicios sociales y de salud (105)",32,,15,10,4,2,,,1,,,
"Otras activ. serv.comun.soc y personales (106)",11,,1,5,3,1,,,,1,,
"Hogares privados con servicio doméstico (107)",6,,,,,,,,,6,,
"Actividad economica no especificada (109)",22,,1,,1,,,,,,,20
"Mujeres (110)",1283,5,199,40,53,257,168,22,4,494,,41
"Agric., ganadería, caza y silvicultura (111)",463,,1,3,1,,168,,,290,,
"Explotación de minas y canteras (113)",2,,,,,,,,,2,,
"Industrias manufactureras (114)",23,,1,,,,,22,,,,
"Construcción (116)",10,,,,,,,,2,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",247,,,2,,202,,,,43,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,,1,,,,,,
"Comercio al por mayor (119)",8,,,,,7,,,,1,,
"Comercio al por menor (120)",238,,,2,,194,,,,42,,
"Hoteles y restaurantes (121)",110,,,5,1,50,,,,54,,
"Trans., almac. y comunicaciones (122)",7,,,2,2,1,,,,2,,
"Intermediación financiera (123)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",6,,,1,,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",63,5,1,,30,,,,2,25,,
"Enseñanza (126)",181,,168,,5,,,,,8,,
"Servicios sociales y de salud (127)",62,,26,25,8,,,,,3,,
"Otras activ. serv.comun.soc y personales (128)",28,,2,2,4,4,,,,16,,
"Hogares privados con servicio doméstico (129)",38,,,,,,,,,38,,
"Actividad economica no especificada (131)",42,,,,1,,,,,,,41
,,,,,,,,,,,,
"RURAL (132)",5058,25,209,77,60,166,1892,441,235,1831,13,109
"Agric., ganadería, caza y silvicultura (133)",3306,,2,1,,,1889,,,1414,,
"Pesca (134)",4,,,,,,3,,,1,,
"Explotación de minas y canteras (135)",875,,82,53,36,7,,392,128,177,,
"Industrias manufactureras (136)",44,,1,1,,,,36,6,,,
"Suministro de electricidad, gas y agua (137)",3,,,,,,,2,,1,,
"Construcción (138)",172,,1,,,,,3,59,109,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",176,,,,1,140,,6,,29,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",7,,,,,2,,5,,,,
"Comercio al por mayor (141)",6,,,,,6,,,,,,
"Comercio al por menor (142)",163,,,,1,132,,1,,29,,
"Hoteles y restaurantes (143)",39,,,2,,14,,,,23,,
"Trans., almac. y comunicaciones (144)",49,,,,2,,,,37,10,,
"Intermediación financiera (145)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",11,,4,1,,2,,2,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",96,25,5,,14,1,,,3,35,13,
"Enseñanza (148)",102,,95,,2,,,,2,3,,
"Servicios sociales y de salud (149)",27,,18,8,,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",21,,,11,3,1,,,,6,,
"Hogares privados con servicio doméstico (151)",21,,,,,,,,,21,,
"Actividad economica no especificada (153)",110,,1,,,,,,,,,109
"Hombres (154)",4159,20,156,65,47,56,1594,428,234,1512,13,34
"Agric., ganadería, caza y silvicultura (155)",2765,,1,1,,,1591,,,1172,,
"Pesca (156)",4,,,,,,3,,,1,,
"Explotación de minas y canteras (157)",848,,76,53,29,7,,388,128,167,,
"Industrias manufactureras (158)",33,,,1,,,,27,5,,,
"Suministro de electricidad, gas y agua (159)",3,,,,,,,2,,1,,
"Construcción (160)",163,,1,,,,,3,59,100,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",66,,,,,43,,6,,17,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",6,,,,,1,,5,,,,
"Comercio al por mayor (163)",4,,,,,4,,,,,,
"Comercio al por menor (164)",56,,,,,38,,1,,17,,
"Hoteles y restaurantes (165)",7,,,1,,2,,,,4,,
"Trans., almac. y comunicaciones (166)",48,,,,1,,,,37,10,,
"Intermediación financiera (167)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",11,,4,1,,2,,2,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",85,20,4,,13,1,,,3,31,13,
"Enseñanza (170)",65,,61,,,,,,2,2,,
"Servicios sociales y de salud (171)",9,,8,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",13,,,7,2,1,,,,3,,
"Hogares privados con servicio doméstico (173)",2,,,,,,,,,2,,
"Actividad economica no especificada (175)",35,,1,,,,,,,,,34
"Mujeres (176)",899,5,53,12,13,110,298,13,1,319,,75
"Agric., ganadería, caza y silvicultura (177)",541,,1,,,,298,,,242,,
"Explotación de minas y canteras (179)",27,,6,,7,,,4,,10,,
"Industrias manufactureras (180)",11,,1,,,,,9,1,,,
"Construcción (182)",9,,,,,,,,,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",110,,,,1,97,,,,12,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",107,,,,1,94,,,,12,,
"Hoteles y restaurantes (187)",32,,,1,,12,,,,19,,
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,5,1,,1,,,,,4,,
"Enseñanza (192)",37,,34,,2,,,,,1,,
"Servicios sociales y de salud (193)",18,,10,7,,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",8,,,4,1,,,,,3,,
"Hogares privados con servicio doméstico (195)",19,,,,,,,,,19,,
"Actividad economica no especificada (197)",75,,,,,,,,,,,75
