"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CONTUMAZA (000)",11668,32331,29101,,565,90,1.7
"De 12 a 14 años (001)",1060,2,2,,1,100,50
"De 15 a 19 años (002)",1314,217,213,78,98.2,35.9,
"De 20 a 24 años (003)",1213,1079,1052,130,97.5,12,
"De 25 a 29 años (004)",1018,1636,1587,119,97,7.3,
"De 30 a 34 años (005)",1102,2508,2402,122,95.8,4.9,
"De 35 a 39 años (006)",1011,2897,2776,75,95.8,2.6,
"De 40 a 44 años (007)",894,3203,3011,38,94,1.2,
"De 45 a 49 años (008)",848,3221,2970,2,92.2,0.1,
"De 50 y más años (009)",3208,17568,15088,,85.9,,
"Sin nivel (010)",1337,6604,5546,41,84,0.6,
"De 12 a 14 años (011)",14,,,,,,
"De 15 a 19 años (012)",40,7,7,2,100,28.6,
"De 20 a 24 años (013)",65,73,72,8,98.6,11,
"De 25 a 29 años (014)",61,110,103,10,93.6,9.1,
"De 30 a 34 años (015)",74,209,198,9,94.7,4.3,
"De 35 a 39 años (016)",75,263,250,6,95.1,2.3,
"De 40 a 44 años (017)",82,382,354,5,92.7,1.3,
"De 45 a 49 años (018)",96,418,363,1,86.8,0.2,
"De 50 y más años (019)",830,5142,4199,,81.7,,
"Educacion Inicial (020)",10,23,23,,100,,
"De 15 a 19 años (022)",2,,,,,,
"De 20 a 24 años (023)",2,4,4,,100,,
"De 25 a 29 años (024)",1,3,3,,100,,
"De 30 a 34 años (025)",3,9,9,,100,,
"De 35 a 39 años (026)",2,7,7,,100,,
"Primaria (030)",6056,20090,18129,320,90.2,1.6,
"De 12 a 14 años (031)",604,1,1,1,100,100,
"De 15 a 19 años (032)",463,121,119,41,98.3,33.9,
"De 20 a 24 años (033)",541,661,639,79,96.7,12,
"De 25 a 29 años (034)",476,956,926,62,96.9,6.5,
"De 30 a 34 años (035)",486,1340,1269,62,94.7,4.6,
"De 35 a 39 años (036)",483,1640,1558,50,95,3,
"De 40 a 44 años (037)",507,2040,1898,24,93,1.2,
"De 45 a 49 años (038)",483,2079,1921,1,92.4,,
"De 50 y más años (039)",2013,11252,9798,,87.1,,
"Secundaria (040)",2739,3541,3386,137,95.6,3.9,
"De 12 a 14 años (041)",442,1,1,,100,,
