"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHOTA (000)",61443,170040,154817,,2691,91,1.6
"De 12 a 14 años (001)",6149,24,24,,3,100,12.5
"De 15 a 19 años (002)",7989,1161,1138,302,98,26,
"De 20 a 24 años (003)",6628,5350,5231,652,97.8,12.2,
"De 25 a 29 años (004)",6166,9494,9305,623,98,6.6,
"De 30 a 34 años (005)",5604,12750,12380,509,97.1,4,
"De 35 a 39 años (006)",5619,17101,16464,388,96.3,2.3,
"De 40 a 44 años (007)",4526,17127,16282,174,95.1,1,
"De 45 a 49 años (008)",3965,17614,16523,40,93.8,0.2,
"De 50 y más años (009)",14797,89419,77470,,86.6,,
"Conviviente (010)",15871,50835,47367,1571,93.2,3.1,
"De 12 a 14 años (011)",90,10,10,1,100,10,
"De 15 a 19 años (012)",1263,812,800,227,98.5,28,
"De 20 a 24 años (013)",2628,3263,3188,433,97.7,13.3,
"De 25 a 29 años (014)",2565,5056,4959,366,98.1,7.2,
"De 30 a 34 años (015)",2155,5884,5735,276,97.5,4.7,
"De 35 a 39 años (016)",1920,6832,6562,169,96,2.5,
"De 40 a 44 años (017)",1349,5980,5676,77,94.9,1.3,
"De 45 a 49 años (018)",1078,5511,5158,22,93.6,0.4,
"De 50 y más años (019)",2823,17487,15279,,87.4,,
"Separado(a) (020)",2695,7659,7063,106,92.2,1.4,
"De 12 a 14 años (021)",2,2,2,2,100,100,
"De 15 a 19 años (022)",108,89,87,26,97.8,29.2,
"De 20 a 24 años (023)",242,288,286,22,99.3,7.6,
"De 25 a 29 años (024)",341,509,496,26,97.4,5.1,
"De 30 a 34 años (025)",294,552,538,10,97.5,1.8,
"De 35 a 39 años (026)",377,901,869,10,96.4,1.1,
"De 40 a 44 años (027)",302,962,928,7,96.5,0.7,
"De 45 a 49 años (028)",266,980,917,3,93.6,0.3,
"De 50 y más años (029)",763,3376,2940,,87.1,,
"Casado(a) (030)",17876,83422,76384,895,91.6,1.1,
"De 12 a 14 años (031)",6,4,4,,100,,
"De 15 a 19 años (032)",196,135,133,26,98.5,19.3,
"De 20 a 24 años (033)",982,1376,1340,159,97.4,11.6,
"De 25 a 29 años (034)",1664,3354,3284,207,97.9,6.2,
"De 30 a 34 años (035)",2018,5547,5366,209,96.7,3.8,
