"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",2,,,,2
"Ocupación no especificada (035)",189,179,4,1,5
,,,,,
"URBANA (036)",6619,4244,464,460,1451
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",40,,4,8,28
"Profes., científicos e intelectuales (038)",908,195,102,178,433
"Técnicos de nivel medio y trab. asimilados (039)",307,112,30,28,137
"Jefes y empleados de oficina (040)",345,61,20,41,223
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1296,1153,55,16,72
"Agricult.trabaj.calif.agrop.y pesqueros (042)",617,583,28,,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",508,376,65,27,40
"Obreros construc.,conf.,papel, fab., instr. (044)",720,568,59,35,58
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1716,1127,98,126,365
"Otra (046)",81,,,,81
"Ocupación no especificada (047)",81,69,3,1,8
"Hombres (048)",4078,2597,320,301,860
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",30,,1,7,22
"Profes., científicos e intelectuales (050)",447,99,38,93,217
"Técnicos de nivel medio y trab. asimilados (051)",178,68,19,23,68
"Jefes y empleados de oficina (052)",160,28,7,18,107
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",518,414,32,11,61
"Agricult.trabaj.calif.agrop.y pesqueros (054)",534,503,25,,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",455,334,64,22,35
"Obreros construc.,conf.,papel, fab., instr. (056)",708,561,58,34,55
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",945,572,75,92,206
"Otra (058)",79,,,,79
"Ocupación no especificada (059)",24,18,1,1,4
"Mujeres (060)",2541,1647,144,159,591
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",10,,3,1,6
"Profes., científicos e intelectuales (062)",461,96,64,85,216
"Técnicos de nivel medio y trab. asimilados (063)",129,44,11,5,69
"Jefes y empleados de oficina (064)",185,33,13,23,116
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",778,739,23,5,11
"Agricult.trabaj.calif.agrop.y pesqueros (066)",83,80,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",53,42,1,5,5
"Obreros construc.,conf.,papel, fab., instr. (068)",12,7,1,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",771,555,23,34,159
"Otra (070)",2,,,,2
"Ocupación no especificada (071)",57,51,2,,4
,,,,,
"RURAL (072)",9478,8172,471,332,503
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,,1,8
"Profes., científicos e intelectuales (074)",135,51,30,25,29
"Técnicos de nivel medio y trab. asimilados (075)",65,40,3,4,18
"Jefes y empleados de oficina (076)",78,11,7,13,47
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",327,304,10,2,11
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4578,4504,70,2,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",227,152,37,21,17
"Obreros construc.,conf.,papel, fab., instr. (080)",263,198,32,22,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3601,2736,275,239,351
"Otra (082)",6,,,,6
"Ocupación no especificada (083)",189,176,7,3,3
"Hombres (084)",7613,6568,409,268,368
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,,,,6
"Profes., científicos e intelectuales (086)",79,28,23,16,12
"Técnicos de nivel medio y trab. asimilados (087)",49,32,3,4,10
"Jefes y empleados de oficina (088)",49,5,6,8,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",114,97,7,2,8
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4260,4189,67,2,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",207,138,36,19,14
"Obreros construc.,conf.,papel, fab., instr. (092)",261,197,31,22,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2525,1834,231,193,267
"Otra (094)",6,,,,6
"Ocupación no especificada (095)",57,48,5,2,2
"Mujeres (096)",1865,1604,62,64,135
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,1,2
"Profes., científicos e intelectuales (098)",56,23,7,9,17
"Técnicos de nivel medio y trab. asimilados (099)",16,8,,,8
"Jefes y empleados de oficina (100)",29,6,1,5,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",213,207,3,,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",318,315,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",20,14,1,2,3
"Obreros construc.,conf.,papel, fab., instr. (104)",2,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1076,902,44,46,84
"Ocupación no especificada (107)",132,128,2,1,1
