"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Industrias manufactureras (048)",6947,,1,4,1,2,,6574,362,3,,
"Suministro de electricidad, gas y agua (049)",2,,,,1,,,,,1,,
"Construcción (050)",13,,,1,,,,,3,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",836,,,14,,619,,,,203,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,,,4,,,,,,
"Comercio al por mayor (053)",14,,,2,,12,,,,,,
"Comercio al por menor (054)",818,,,12,,603,,,,203,,
"Hoteles y restaurantes (055)",223,,,6,,132,,1,,84,,
"Trans., almac. y comunicaciones (056)",15,,,2,1,,,,5,7,,
"Intermediación financiera (057)",4,,1,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",35,,3,4,14,,,,,14,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",53,1,2,10,26,,,,,13,1,
"Enseñanza (060)",581,3,566,1,9,,,,,2,,
"Servicios sociales y de salud (061)",103,,44,47,9,1,,,,2,,
"Otras activ. serv.comun.soc y personales (062)",118,,4,8,5,6,,,,95,,
"Hogares privados con servicio doméstico (063)",387,,,,,,,,,387,,
"Actividad economica no especificada (065)",252,,,,6,,,,,,,246
,,,,,,,,,,,,
"URBANA (066)",7672,24,1238,357,217,884,1099,1174,731,1680,43,225
"Agric., ganadería, caza y silvicultura (067)",1741,,3,4,,,1099,,1,634,,
"Pesca (068)",1,,,,,,,,,1,,
"Explotación de minas y canteras (069)",1008,7,50,135,47,9,,384,166,210,,
"Industrias manufactureras (070)",694,,2,3,,2,,676,11,,,
"Suministro de electricidad, gas y agua (071)",16,,1,,2,,,6,2,5,,
"Construcción (072)",285,,10,2,1,,,30,164,78,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1063,,3,26,,734,,71,6,223,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",68,,1,3,,14,,41,6,3,,
"Comercio al por mayor (075)",32,,,3,,29,,,,,,
"Comercio al por menor (076)",963,,2,20,,691,,30,,220,,
"Hoteles y restaurantes (077)",198,,1,11,,97,,1,,88,,
"Trans., almac. y comunicaciones (078)",418,1,,13,6,,,1,362,35,,
"Intermediación financiera (079)",13,,3,3,7,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",85,,15,15,28,6,,1,6,14,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",239,5,16,21,65,25,,3,13,48,43,
"Enseñanza (082)",1077,11,1042,2,16,,,,,6,,
"Servicios sociales y de salud (083)",190,,77,89,16,2,,1,,5,,
"Otras activ. serv.comun.soc y personales (084)",157,,13,32,11,9,,,,92,,
"Hogares privados con servicio doméstico (085)",241,,,,,,,,,241,,
"Actividad economica no especificada (087)",246,,2,1,18,,,,,,,225
"Hombres (088)",5222,20,672,260,130,422,1018,860,718,991,42,89
"Agric., ganadería, caza y silvicultura (089)",1540,,3,4,,,1018,,1,514,,
"Pesca (090)",1,,,,,,,,,1,,
"Explotación de minas y canteras (091)",895,7,40,127,31,7,,368,164,151,,
"Industrias manufactureras (092)",387,,1,2,,,,379,5,,,
"Suministro de electricidad, gas y agua (093)",14,,1,,1,,,6,2,4,,
"Construcción (094)",279,,10,1,1,,,30,162,75,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",552,,3,12,,356,,71,6,104,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",64,,1,3,,10,,41,6,3,,
"Comercio al por mayor (097)",23,,,1,,22,,,,,,
"Comercio al por menor (098)",465,,2,8,,324,,30,,101,,
"Hoteles y restaurantes (099)",58,,1,7,,22,,,,28,,
"Trans., almac. y comunicaciones (100)",409,1,,11,5,,,1,359,32,,
"Intermediación financiera (101)",9,,2,2,5,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",57,,13,11,14,6,,1,6,6,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",191,4,14,12,39,25,,3,13,39,42,
"Enseñanza (104)",560,8,539,1,8,,,,,4,,
"Servicios sociales y de salud (105)",91,,34,44,8,1,,1,,3,,
"Otras activ. serv.comun.soc y personales (106)",68,,9,25,6,5,,,,23,,
"Hogares privados con servicio doméstico (107)",7,,,,,,,,,7,,
"Actividad economica no especificada (109)",104,,2,1,12,,,,,,,89
"Mujeres (110)",2450,4,566,97,87,462,81,314,13,689,1,136
"Agric., ganadería, caza y silvicultura (111)",201,,,,,,81,,,120,,
"Explotación de minas y canteras (113)",113,,10,8,16,2,,16,2,59,,
"Industrias manufactureras (114)",307,,1,1,,2,,297,6,,,
"Suministro de electricidad, gas y agua (115)",2,,,,1,,,,,1,,
"Construcción (116)",6,,,1,,,,,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",511,,,14,,378,,,,119,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,,,4,,,,,,
"Comercio al por mayor (119)",9,,,2,,7,,,,,,
"Comercio al por menor (120)",498,,,12,,367,,,,119,,
"Hoteles y restaurantes (121)",140,,,4,,75,,1,,60,,
"Trans., almac. y comunicaciones (122)",9,,,2,1,,,,3,3,,
"Intermediación financiera (123)",4,,1,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",28,,2,4,14,,,,,8,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",48,1,2,9,26,,,,,9,1,
"Enseñanza (126)",517,3,503,1,8,,,,,2,,
"Servicios sociales y de salud (127)",99,,43,45,8,1,,,,2,,
"Otras activ. serv.comun.soc y personales (128)",89,,4,7,5,4,,,,69,,
"Hogares privados con servicio doméstico (129)",234,,,,,,,,,234,,
"Actividad economica no especificada (131)",142,,,,6,,,,,,,136
,,,,,,,,,,,,
"RURAL (132)",34407,5,217,79,27,432,14430,7514,750,10762,10,181
"Agric., ganadería, caza y silvicultura (133)",24432,,1,3,,,14427,,,10001,,
"Pesca (134)",3,,,,,,3,,,,,
"Explotación de minas y canteras (135)",386,1,16,27,10,4,,68,33,227,,
"Industrias manufactureras (136)",7922,,,9,1,1,,7427,481,3,,
"Suministro de electricidad, gas y agua (137)",5,,,,,,,5,,,,
"Construcción (138)",189,,,,1,,,1,116,71,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",523,,1,2,,340,,12,,168,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",3,,,,,,,3,,,,
"Comercio al por mayor (141)",11,,,,,11,,,,,,
"Comercio al por menor (142)",509,,1,2,,329,,9,,168,,
"Hoteles y restaurantes (143)",97,,,5,,63,,,,29,,
"Trans., almac. y comunicaciones (144)",132,,1,1,3,,,,115,12,,
"Activid.inmobil., empres. y alquileres (146)",42,,2,4,2,19,,1,4,10,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",44,3,1,2,4,1,,,,23,10,
"Enseñanza (148)",196,1,191,1,3,,,,,,,
"Servicios sociales y de salud (149)",21,,3,14,2,1,,,1,,,
"Otras activ. serv.comun.soc y personales (150)",71,,,9,,3,,,,59,,
"Hogares privados con servicio doméstico (151)",158,,,,,,,,,158,,
"Actividad economica no especificada (153)",186,,1,2,1,,,,,1,,181
"Hombres (154)",17740,5,148,69,24,132,10463,1237,391,5190,10,71
"Agric., ganadería, caza y silvicultura (155)",15224,,1,3,,,10463,,,4757,,
"Explotación de minas y canteras (157)",363,1,12,26,10,4,,68,33,209,,
"Industrias manufactureras (158)",1282,,,6,,1,,1150,125,,,
"Suministro de electricidad, gas y agua (159)",5,,,,,,,5,,,,
"Construcción (160)",182,,,,1,,,1,115,65,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",198,,1,2,,99,,12,,84,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",3,,,,,,,3,,,,
"Comercio al por mayor (163)",6,,,,,6,,,,,,
"Comercio al por menor (164)",189,,1,2,,93,,9,,84,,
"Hoteles y restaurantes (165)",14,,,3,,6,,,,5,,
"Trans., almac. y comunicaciones (166)",126,,1,1,3,,,,113,8,,
"Activid.inmobil., empres. y alquileres (168)",35,,1,4,2,19,,1,4,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",39,3,1,1,4,1,,,,19,10,
"Enseñanza (170)",132,1,128,1,2,,,,,,,
"Servicios sociales y de salud (171)",17,,2,12,1,1,,,1,,,
"Otras activ. serv.comun.soc y personales (172)",42,,,8,,1,,,,33,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",76,,1,2,1,,,,,1,,71
"Mujeres (176)",16667,,69,10,3,300,3967,6277,359,5572,,110
"Agric., ganadería, caza y silvicultura (177)",9208,,,,,,3964,,,5244,,
"Pesca (178)",3,,,,,,3,,,,,
"Explotación de minas y canteras (179)",23,,4,1,,,,,,18,,
"Industrias manufactureras (180)",6640,,,3,1,,,6277,356,3,,
"Construcción (182)",7,,,,,,,,1,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",325,,,,,241,,,,84,,
"Comercio al por mayor (185)",5,,,,,5,,,,,,
"Comercio al por menor (186)",320,,,,,236,,,,84,,
"Hoteles y restaurantes (187)",83,,,2,,57,,,,24,,
"Trans., almac. y comunicaciones (188)",6,,,,,,,,2,4,,
"Activid.inmobil., empres. y alquileres (190)",7,,1,,,,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,,,1,,,,,,4,,
"Enseñanza (192)",64,,63,,1,,,,,,,
"Servicios sociales y de salud (193)",4,,1,2,1,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",29,,,1,,2,,,,26,,
"Hogares privados con servicio doméstico (195)",153,,,,,,,,,153,,
"Actividad economica no especificada (197)",110,,,,,,,,,,,110
