"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia LAMAS (000)",32294,51,957,291,409,1699,14480,557,1022,11512,42,651,623
"Agric., ganadería, caza y silvicultura (001)",24188,1,4,6,3,,14478,,2,9694,,,
"Pesca (002)",3,,,,,,2,,,1,,,
"Explotación de minas y canteras (003)",4,,1,,,,,3,,,,,
"Industrias manufactureras (004)",497,1,5,9,7,2,,437,27,9,,,
"Suministro de electricidad, gas y agua (005)",39,,1,3,1,,,3,6,25,,,
"Construcción (006)",733,,11,14,9,,,17,377,305,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1668,,2,17,3,1351,,85,6,204,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",79,,,1,,17,,56,3,2,,,
"Comercio al por mayor (009)",121,,1,3,,115,,1,,1,,,
"Comercio al por menor (010)",1468,,1,13,3,1219,,28,3,201,,,
"Hoteles y restaurantes (011)",443,,,13,5,264,,,,161,,,
"Trans., almac. y comunicaciones (012)",653,,,5,20,1,,1,584,42,,,
"Intermediación financiera (013)",26,,10,5,11,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",137,,28,27,25,39,,3,2,13,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",429,40,17,16,233,4,,4,11,62,42,,
"Enseñanza (016)",848,9,788,7,32,,,,,12,,,
"Servicios sociales y de salud (017)",215,,65,104,16,15,,3,3,9,,,
"Otras activ. serv.comun.soc y personales (018)",179,,24,59,15,23,,1,4,53,,,
"Hogares privados con servicio doméstico (019)",921,,,,,,,,,921,,,
"Actividad economica no especificada (021)",688,,1,6,29,,,,,1,,651,
"Desocupado (022)",623,,,,,,,,,,,,623
"Hombres (023)",23457,43,527,200,206,727,13017,437,1007,6668,42,137,446
"Agric., ganadería, caza y silvicultura (024)",19080,1,4,5,3,,13015,,2,6050,,,
"Pesca (025)",3,,,,,,2,,,1,,,
"Explotación de minas y canteras (026)",4,,1,,,,,3,,,,,
"Industrias manufactureras (027)",365,1,2,7,6,2,,321,20,6,,,
"Suministro de electricidad, gas y agua (028)",38,,1,3,,,,3,6,25,,,
"Construcción (029)",718,,9,12,7,,,16,373,301,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",830,,1,11,,631,,83,6,98,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",73,,,1,,11,,56,3,2,,,
"Comercio al por mayor (032)",60,,,,,59,,,,1,,,
"Comercio al por menor (033)",697,,1,10,,561,,27,3,95,,,
"Hoteles y restaurantes (034)",68,,,9,4,39,,,,16,,,
"Trans., almac. y comunicaciones (035)",619,,,3,6,,,1,580,29,,,
"Intermediación financiera (036)",15,,7,4,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",106,,20,20,15,37,,3,2,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",304,34,17,11,122,4,,4,11,59,42,,
"Enseñanza (039)",448,7,414,4,16,,,,,7,,,
"Servicios sociales y de salud (040)",102,,29,58,5,2,,2,3,3,,,
"Otras activ. serv.comun.soc y personales (041)",130,,21,51,11,12,,1,4,30,,,
"Hogares privados con servicio doméstico (042)",33,,,,,,,,,33,,,
"Actividad economica no especificada (044)",148,,1,2,7,,,,,1,,137,
"Desocupado (045)",446,,,,,,,,,,,,446
"Mujeres (046)",8837,8,430,91,203,972,1463,120,15,4844,,514,177
"Agric., ganadería, caza y silvicultura (047)",5108,,,1,,,1463,,,3644,,,
"Industrias manufactureras (050)",132,,3,2,1,,,116,7,3,,,
"Suministro de electricidad, gas y agua (051)",1,,,,1,,,,,,,,
"Construcción (052)",15,,2,2,2,,,1,4,4,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",838,,1,6,3,720,,2,,106,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,,,,,6,,,,,,,
"Comercio al por mayor (055)",61,,1,3,,56,,1,,,,,
"Comercio al por menor (056)",771,,,3,3,658,,1,,106,,,
"Hoteles y restaurantes (057)",375,,,4,1,225,,,,145,,,
"Trans., almac. y comunicaciones (058)",34,,,2,14,1,,,4,13,,,
"Intermediación financiera (059)",11,,3,1,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",31,,8,7,10,2,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",125,6,,5,111,,,,,3,,,
"Enseñanza (062)",400,2,374,3,16,,,,,5,,,
"Servicios sociales y de salud (063)",113,,36,46,11,13,,1,,6,,,
"Otras activ. serv.comun.soc y personales (064)",49,,3,8,4,11,,,,23,,,
"Hogares privados con servicio doméstico (065)",888,,,,,,,,,888,,,
"Actividad economica no especificada (067)",540,,,4,22,,,,,,,514,
"Desocupado (068)",177,,,,,,,,,,,,177
,,,,,,,,,,,,,
"URBANA (069)",15932,49,842,263,393,1468,5700,504,905,4879,42,480,407
"Agric., ganadería, caza y silvicultura (070)",9022,1,4,5,3,,5698,,1,3310,,,
"Pesca (071)",3,,,,,,2,,,1,,,
"Explotación de minas y canteras (072)",2,,1,,,,,1,,,,,
"Industrias manufactureras (073)",446,1,5,7,7,2,,393,24,7,,,
"Suministro de electricidad, gas y agua (074)",30,,1,3,1,,,3,3,19,,,
"Construcción (075)",675,,11,14,8,,,17,351,274,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1441,,2,16,3,1157,,81,5,177,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",75,,,1,,17,,53,2,2,,,
"Comercio al por mayor (078)",106,,1,3,,100,,1,,1,,,
"Comercio al por menor (079)",1260,,1,12,3,1040,,27,3,174,,,
"Hoteles y restaurantes (080)",400,,,13,4,234,,,,149,,,
"Trans., almac. y comunicaciones (081)",566,,,5,18,1,,1,502,39,,,
"Intermediación financiera (082)",26,,10,5,11,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",128,,26,25,25,35,,2,2,13,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",412,38,17,16,226,4,,4,10,55,42,,
"Enseñanza (085)",743,9,686,7,30,,,,,11,,,
"Servicios sociales y de salud (086)",193,,58,94,15,13,,1,3,9,,,
"Otras activ. serv.comun.soc y personales (087)",158,,20,47,15,22,,1,4,49,,,
"Hogares privados con servicio doméstico (088)",765,,,,,,,,,765,,,
"Actividad economica no especificada (090)",515,,1,6,27,,,,,1,,480,
"Desocupado (091)",407,,,,,,,,,,,,407
"Hombres (092)",10772,41,466,177,195,623,5006,391,893,2533,42,108,297
"Agric., ganadería, caza y silvicultura (093)",7012,1,4,4,3,,5004,,1,1995,,,
"Pesca (094)",3,,,,,,2,,,1,,,
"Explotación de minas y canteras (095)",2,,1,,,,,1,,,,,
"Industrias manufactureras (096)",325,1,2,6,6,2,,284,19,5,,,
"Suministro de electricidad, gas y agua (097)",29,,1,3,,,,3,3,19,,,
"Construcción (098)",661,,9,12,6,,,16,347,271,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",710,,1,10,,534,,79,5,81,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",69,,,1,,11,,53,2,2,,,
"Comercio al por mayor (101)",51,,,,,50,,,,1,,,
"Comercio al por menor (102)",590,,1,9,,473,,26,3,78,,,
"Hoteles y restaurantes (103)",63,,,9,3,36,,,,15,,,
"Trans., almac. y comunicaciones (104)",534,,,3,4,,,1,499,27,,,
"Intermediación financiera (105)",15,,7,4,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",98,,18,19,15,33,,2,2,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",290,32,17,11,118,4,,4,10,52,42,,
"Enseñanza (108)",394,7,362,4,14,,,,,7,,,
"Servicios sociales y de salud (109)",88,,25,51,4,2,,,3,3,,,
"Otras activ. serv.comun.soc y personales (110)",113,,18,39,11,12,,1,4,28,,,
"Hogares privados con servicio doméstico (111)",19,,,,,,,,,19,,,
"Actividad economica no especificada (113)",119,,1,2,7,,,,,1,,108,
"Desocupado (114)",297,,,,,,,,,,,,297
"Mujeres (115)",5160,8,376,86,198,845,694,113,12,2346,,372,110
"Agric., ganadería, caza y silvicultura (116)",2010,,,1,,,694,,,1315,,,
"Industrias manufactureras (119)",121,,3,1,1,,,109,5,2,,,
"Suministro de electricidad, gas y agua (120)",1,,,,1,,,,,,,,
"Construcción (121)",14,,2,2,2,,,1,4,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",731,,1,6,3,623,,2,,96,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",6,,,,,6,,,,,,,
"Comercio al por mayor (124)",55,,1,3,,50,,1,,,,,
"Comercio al por menor (125)",670,,,3,3,567,,1,,96,,,
"Hoteles y restaurantes (126)",337,,,4,1,198,,,,134,,,
"Trans., almac. y comunicaciones (127)",32,,,2,14,1,,,3,12,,,
"Intermediación financiera (128)",11,,3,1,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",30,,8,6,10,2,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",122,6,,5,108,,,,,3,,,
"Enseñanza (131)",349,2,324,3,16,,,,,4,,,
"Servicios sociales y de salud (132)",105,,33,43,11,11,,1,,6,,,
"Otras activ. serv.comun.soc y personales (133)",45,,2,8,4,10,,,,21,,,
"Hogares privados con servicio doméstico (134)",746,,,,,,,,,746,,,
"Actividad economica no especificada (136)",396,,,4,20,,,,,,,372,
"Desocupado (137)",110,,,,,,,,,,,,110
,,,,,,,,,,,,,
"RURAL (138)",16362,2,115,28,16,231,8780,53,117,6633,,171,216
"Agric., ganadería, caza y silvicultura (139)",15166,,,1,,,8780,,1,6384,,,
"Explotación de minas y canteras (141)",2,,,,,,,2,,,,,
"Industrias manufactureras (142)",51,,,2,,,,44,3,2,,,
"Suministro de electricidad, gas y agua (143)",9,,,,,,,,3,6,,,
"Construcción (144)",58,,,,1,,,,26,31,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",227,,,1,,194,,4,1,27,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",4,,,,,,,3,1,,,,
"Comercio al por mayor (147)",15,,,,,15,,,,,,,
"Comercio al por menor (148)",208,,,1,,179,,1,,27,,,
"Hoteles y restaurantes (149)",43,,,,1,30,,,,12,,,
