"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia EL COLLAO (000)",62950,8707,11863,11540,9744,7600,13496
"Conviviente (001)",10499,211,2673,3937,2164,878,636
"Separado(a) (002)",1062,12,81,240,282,216,231
"Casado(a) (003)",26685,35,1197,4802,6170,5625,8856
"Viudo(a) (004)",4111,3,21,75,243,475,3294
"Divorciado(a) (005)",250,,14,41,53,52,90
"Soltero(a) (006)",20343,8446,7877,2445,832,354,389
"Hombres (008)",31878,4504,6272,5695,4881,3793,6733
"Conviviente (009)",5112,91,1048,1953,1186,484,350
"Separado(a) (010)",349,4,17,44,88,85,111
"Casado(a) (011)",13269,17,392,2151,3016,2887,4806
"Viudo(a) (012)",1486,2,6,18,86,144,1230
"Divorciado(a) (013)",110,,6,22,23,25,34
"Soltero(a) (014)",11552,4390,4803,1507,482,168,202
"Mujeres (016)",31072,4203,5591,5845,4863,3807,6763
"Conviviente (017)",5387,120,1625,1984,978,394,286
"Separado(a) (018)",713,8,64,196,194,131,120
"Casado(a) (019)",13416,18,805,2651,3154,2738,4050
"Viudo(a) (020)",2625,1,15,57,157,331,2064
"Divorciado(a) (021)",140,,8,19,30,27,56
"Soltero(a) (022)",8791,4056,3074,938,350,186,187
,,,,,,,
"URBANA (024)",19844,2945,4374,4155,3644,2269,2457
"Conviviente (025)",4227,93,999,1602,980,365,188
"Separado(a) (026)",439,9,32,100,125,94,79
"Casado(a) (027)",7132,10,330,1475,2143,1587,1587
"Viudo(a) (028)",700,,4,15,81,113,487
"Divorciado(a) (029)",83,,5,12,22,19,25
"Soltero(a) (030)",7263,2833,3004,951,293,91,91
"Hombres (032)",10228,1526,2304,2004,1843,1245,1306
"Conviviente (033)",2046,44,397,761,520,216,108
"Separado(a) (034)",124,3,7,11,34,31,38
"Casado(a) (035)",3695,6,112,649,1097,912,919
"Viudo(a) (036)",249,,1,3,23,36,186
"Divorciado(a) (037)",37,,3,6,7,7,14
"Soltero(a) (038)",4077,1473,1784,574,162,43,41
"Mujeres (040)",9616,1419,2070,2151,1801,1024,1151
"Conviviente (041)",2181,49,602,841,460,149,80
"Separado(a) (042)",315,6,25,89,91,63,41
"Casado(a) (043)",3437,4,218,826,1046,675,668
"Viudo(a) (044)",451,,3,12,58,77,301
"Divorciado(a) (045)",46,,2,6,15,12,11
"Soltero(a) (046)",3186,1360,1220,377,131,48,50
,,,,,,,
"RURAL (048)",43106,5762,7489,7385,6100,5331,11039
"Conviviente (049)",6272,118,1674,2335,1184,513,448
"Separado(a) (050)",623,3,49,140,157,122,152
"Casado(a) (051)",19553,25,867,3327,4027,4038,7269
"Viudo(a) (052)",3411,3,17,60,162,362,2807
"Divorciado(a) (053)",167,,9,29,31,33,65
"Soltero(a) (054)",13080,5613,4873,1494,539,263,298
"Hombres (056)",21650,2978,3968,3691,3038,2548,5427
"Conviviente (057)",3066,47,651,1192,666,268,242
"Separado(a) (058)",225,1,10,33,54,54,73
"Casado(a) (059)",9574,11,280,1502,1919,1975,3887
"Viudo(a) (060)",1237,2,5,15,63,108,1044
"Divorciado(a) (061)",73,,3,16,16,18,20
"Soltero(a) (062)",7475,2917,3019,933,320,125,161
"Mujeres (064)",21456,2784,3521,3694,3062,2783,5612
"Conviviente (065)",3206,71,1023,1143,518,245,206
"Separado(a) (066)",398,2,39,107,103,68,79
"Casado(a) (067)",9979,14,587,1825,2108,2063,3382
"Viudo(a) (068)",2174,1,12,45,99,254,1763
"Divorciado(a) (069)",94,,6,13,15,15,45
"Soltero(a) (070)",5605,2696,1854,561,219,138,137
