"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Explotación de minas y canteras (069)",6161,1,15,31,4,,,2436,18,3656,,
"Industrias manufactureras (070)",272,1,2,2,1,2,,248,15,1,,
"Suministro de electricidad, gas y agua (071)",12,,1,3,1,,,2,1,4,,
"Construcción (072)",435,,3,10,3,,,9,191,219,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1699,,2,12,,1315,,67,3,300,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",62,,,1,,10,,50,1,,,
"Comercio al por mayor (075)",50,,,1,,48,,,,1,,
"Comercio al por menor (076)",1587,,2,10,,1257,,17,2,299,,
"Hoteles y restaurantes (077)",428,,,19,4,241,,,,164,,
"Trans., almac. y comunicaciones (078)",161,,1,8,5,1,,1,94,51,,
"Intermediación financiera (079)",9,,,,,6,,,,3,,
"Activid.inmobil., empres. y alquileres (080)",72,,14,10,7,12,,3,5,21,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",143,8,14,7,54,7,,1,3,25,24,
"Enseñanza (082)",294,1,283,,5,,,,,5,,
"Servicios sociales y de salud (083)",77,,33,19,4,4,,,1,16,,
"Otras activ. serv.comun.soc y personales (084)",108,,3,23,3,16,,2,,61,,
"Hogares privados con servicio doméstico (085)",154,,,,,,,,,154,,
"Actividad economica no especificada (087)",455,,,2,4,,,,,1,,448
"Hombres (088)",8358,11,267,103,73,518,369,2376,323,4034,23,261
"Agric., ganadería, caza y silvicultura (089)",537,,,,,,369,,,168,,
"Explotación de minas y canteras (091)",5536,1,15,31,4,,,2128,17,3340,,
"Industrias manufactureras (092)",186,1,2,2,1,2,,167,11,,,
"Suministro de electricidad, gas y agua (093)",9,,1,3,1,,,2,1,1,,
"Construcción (094)",427,,3,9,3,,,9,190,213,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",601,,,8,,414,,63,2,114,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",55,,,1,,5,,48,1,,,
"Comercio al por mayor (097)",23,,,1,,21,,,,1,,
"Comercio al por menor (098)",523,,,6,,388,,15,1,113,,
"Hoteles y restaurantes (099)",135,,,10,,75,,,,50,,
"Trans., almac. y comunicaciones (100)",142,,1,5,4,,,1,94,37,,
"Intermediación financiera (101)",5,,,,,2,,,,3,,
"Activid.inmobil., empres. y alquileres (102)",67,,14,6,7,12,,3,5,20,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",119,8,12,4,41,7,,1,3,20,23,
"Enseñanza (104)",211,1,201,,5,,,,,4,,
"Servicios sociales y de salud (105)",32,,15,11,1,2,,,,3,,
"Otras activ. serv.comun.soc y personales (106)",51,,3,12,3,4,,2,,27,,
"Hogares privados con servicio doméstico (107)",33,,,,,,,,,33,,
"Actividad economica no especificada (109)",267,,,2,3,,,,,1,,261
"Mujeres (110)",2942,,104,43,22,1086,146,393,8,952,1,187
"Agric., ganadería, caza y silvicultura (111)",283,,,,,,146,,,137,,
"Explotación de minas y canteras (113)",625,,,,,,,308,1,316,,
"Industrias manufactureras (114)",86,,,,,,,81,4,1,,
"Suministro de electricidad, gas y agua (115)",3,,,,,,,,,3,,
"Construcción (116)",8,,,1,,,,,1,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1098,,2,4,,901,,4,1,186,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,,,,5,,2,,,,
"Comercio al por mayor (119)",27,,,,,27,,,,,,
"Comercio al por menor (120)",1064,,2,4,,869,,2,1,186,,
"Hoteles y restaurantes (121)",293,,,9,4,166,,,,114,,
"Trans., almac. y comunicaciones (122)",19,,,3,1,1,,,,14,,
"Intermediación financiera (123)",4,,,,,4,,,,,,
"Activid.inmobil., empres. y alquileres (124)",5,,,4,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",24,,2,3,13,,,,,5,1,
"Enseñanza (126)",83,,82,,,,,,,1,,
"Servicios sociales y de salud (127)",45,,18,8,3,2,,,1,13,,
"Otras activ. serv.comun.soc y personales (128)",57,,,11,,12,,,,34,,
"Hogares privados con servicio doméstico (129)",121,,,,,,,,,121,,
"Actividad economica no especificada (131)",188,,,,1,,,,,,,187
,,,,,,,,,,,,
"RURAL (132)",4971,2,57,33,21,170,1488,418,37,2682,,63
"Agric., ganadería, caza y silvicultura (133)",2731,,,1,,,1488,,,1242,,
"Explotación de minas y canteras (135)",1647,,6,15,1,1,,343,6,1275,,
"Industrias manufactureras (136)",67,,,1,,,,62,,4,,
"Construcción (138)",114,,3,1,,,,1,17,92,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",151,,,,,131,,10,,10,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",9,,,,,1,,8,,,,
"Comercio al por mayor (141)",9,,,,,9,,,,,,
"Comercio al por menor (142)",133,,,,,121,,2,,10,,
"Hoteles y restaurantes (143)",36,,,1,,28,,,,7,,
"Trans., almac. y comunicaciones (144)",30,,,5,2,,,,12,11,,
"Intermediación financiera (145)",10,,,,1,9,,,,,,
"Activid.inmobil., empres. y alquileres (146)",19,,4,6,1,1,,,1,6,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",19,,,,12,,,2,1,4,,
"Enseñanza (148)",43,2,40,,1,,,,,,,
"Servicios sociales y de salud (149)",6,,4,,,,,,,2,,
"Otras activ. serv.comun.soc y personales (150)",8,,,2,1,,,,,5,,
"Hogares privados con servicio doméstico (151)",24,,,,,,,,,24,,
"Actividad economica no especificada (153)",66,,,1,2,,,,,,,63
"Hombres (154)",3632,1,44,23,13,46,1170,278,35,1983,,39
"Agric., ganadería, caza y silvicultura (155)",1860,,,1,,,1170,,,689,,
"Explotación de minas y canteras (157)",1421,,6,12,,,,229,6,1168,,
"Industrias manufactureras (158)",41,,,1,,,,36,,4,,
"Construcción (160)",112,,3,,,,,1,16,92,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",51,,,,,35,,10,,6,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",8,,,,,,,8,,,,
"Comercio al por mayor (163)",4,,,,,4,,,,,,
"Comercio al por menor (164)",39,,,,,31,,2,,6,,
"Hoteles y restaurantes (165)",6,,,,,4,,,,2,,
"Trans., almac. y comunicaciones (166)",22,,,3,,,,,12,7,,
"Intermediación financiera (167)",7,,,,1,6,,,,,,
"Activid.inmobil., empres. y alquileres (168)",13,,3,4,,1,,,1,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",13,,,,8,,,2,,3,,
"Enseñanza (170)",32,1,30,,1,,,,,,,
"Servicios sociales y de salud (171)",3,,2,,,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",3,,,1,1,,,,,1,,
"Hogares privados con servicio doméstico (173)",6,,,,,,,,,6,,
"Actividad economica no especificada (175)",42,,,1,2,,,,,,,39
"Mujeres (176)",1339,1,13,10,8,124,318,140,2,699,,24
"Agric., ganadería, caza y silvicultura (177)",871,,,,,,318,,,553,,
"Explotación de minas y canteras (179)",226,,,3,1,1,,114,,107,,
"Industrias manufactureras (180)",26,,,,,,,26,,,,
"Construcción (182)",2,,,1,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",100,,,,,96,,,,4,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",5,,,,,5,,,,,,
"Comercio al por menor (186)",94,,,,,90,,,,4,,
"Hoteles y restaurantes (187)",30,,,1,,24,,,,5,,
"Trans., almac. y comunicaciones (188)",8,,,2,2,,,,,4,,
"Intermediación financiera (189)",3,,,,,3,,,,,,
"Activid.inmobil., empres. y alquileres (190)",6,,1,2,1,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,,,,4,,,,1,1,,
"Enseñanza (192)",11,1,10,,,,,,,,,
"Servicios sociales y de salud (193)",3,,2,,,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",5,,,1,,,,,,4,,
"Hogares privados con servicio doméstico (195)",18,,,,,,,,,18,,
"Actividad economica no especificada (197)",24,,,,,,,,,,,24
