"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",16271,13,428,179,116,1774,2003,3187,368,7668,24,511
"Agric., ganadería, caza y silvicultura (001)",3551,,,1,,,2003,,,1547,,
"Explotación de minas y canteras (003)",7808,1,21,46,5,1,,2779,24,4931,,
"Industrias manufactureras (004)",339,1,2,3,1,2,,310,15,5,,
"Suministro de electricidad, gas y agua (005)",12,,1,3,1,,,2,1,4,,
"Construcción (006)",549,,6,11,3,,,10,208,311,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1850,,2,12,,1446,,77,3,310,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",71,,,1,,11,,58,1,,,
"Comercio al por mayor (009)",59,,,1,,57,,,,1,,
"Comercio al por menor (010)",1720,,2,10,,1378,,19,2,309,,
"Hoteles y restaurantes (011)",464,,,20,4,269,,,,171,,
"Trans., almac. y comunicaciones (012)",191,,1,13,7,1,,1,106,62,,
"Intermediación financiera (013)",19,,,,1,15,,,,3,,
"Activid.inmobil., empres. y alquileres (014)",91,,18,16,8,13,,3,6,27,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",162,8,14,7,66,7,,3,4,29,24,
"Enseñanza (016)",337,3,323,,6,,,,,5,,
"Servicios sociales y de salud (017)",83,,37,19,4,4,,,1,18,,
"Otras activ. serv.comun.soc y personales (018)",116,,3,25,4,16,,2,,66,,
"Hogares privados con servicio doméstico (019)",178,,,,,,,,,178,,
"Actividad economica no especificada (021)",521,,,3,6,,,,,1,,511
"Hombres (022)",11990,12,311,126,86,564,1539,2654,358,6017,23,300
"Agric., ganadería, caza y silvicultura (023)",2397,,,1,,,1539,,,857,,
"Explotación de minas y canteras (025)",6957,1,21,43,4,,,2357,23,4508,,
"Industrias manufactureras (026)",227,1,2,3,1,2,,203,11,4,,
"Suministro de electricidad, gas y agua (027)",9,,1,3,1,,,2,1,1,,
"Construcción (028)",539,,6,9,3,,,10,206,305,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",652,,,8,,449,,73,2,120,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",63,,,1,,5,,56,1,,,
"Comercio al por mayor (031)",27,,,1,,25,,,,1,,
"Comercio al por menor (032)",562,,,6,,419,,17,1,119,,
"Hoteles y restaurantes (033)",141,,,10,,79,,,,52,,
"Trans., almac. y comunicaciones (034)",164,,1,8,4,,,1,106,44,,
"Intermediación financiera (035)",12,,,,1,8,,,,3,,
"Activid.inmobil., empres. y alquileres (036)",80,,17,10,7,13,,3,6,24,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",132,8,12,4,49,7,,3,3,23,23,
"Enseñanza (038)",243,2,231,,6,,,,,4,,
"Servicios sociales y de salud (039)",35,,17,11,1,2,,,,4,,
"Otras activ. serv.comun.soc y personales (040)",54,,3,13,4,4,,2,,28,,
"Hogares privados con servicio doméstico (041)",39,,,,,,,,,39,,
"Actividad economica no especificada (043)",309,,,3,5,,,,,1,,300
"Mujeres (044)",4281,1,117,53,30,1210,464,533,10,1651,1,211
"Agric., ganadería, caza y silvicultura (045)",1154,,,,,,464,,,690,,
"Explotación de minas y canteras (047)",851,,,3,1,1,,422,1,423,,
"Industrias manufactureras (048)",112,,,,,,,107,4,1,,
"Suministro de electricidad, gas y agua (049)",3,,,,,,,,,3,,
"Construcción (050)",10,,,2,,,,,2,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1198,,2,4,,997,,4,1,190,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",8,,,,,6,,2,,,,
"Comercio al por mayor (053)",32,,,,,32,,,,,,
"Comercio al por menor (054)",1158,,2,4,,959,,2,1,190,,
"Hoteles y restaurantes (055)",323,,,10,4,190,,,,119,,
"Trans., almac. y comunicaciones (056)",27,,,5,3,1,,,,18,,
"Intermediación financiera (057)",7,,,,,7,,,,,,
"Activid.inmobil., empres. y alquileres (058)",11,,1,6,1,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",30,,2,3,17,,,,1,6,1,
"Enseñanza (060)",94,1,92,,,,,,,1,,
"Servicios sociales y de salud (061)",48,,20,8,3,2,,,1,14,,
"Otras activ. serv.comun.soc y personales (062)",62,,,12,,12,,,,38,,
"Hogares privados con servicio doméstico (063)",139,,,,,,,,,139,,
"Actividad economica no especificada (065)",212,,,,1,,,,,,,211
,,,,,,,,,,,,
"URBANA (066)",11300,11,371,146,95,1604,515,2769,331,4986,24,448
"Agric., ganadería, caza y silvicultura (067)",820,,,,,,515,,,305,,
